"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"9628","{""Q0"":""30""}","ftm","risky","survey-text","233","1187788","0.0-17.0-0.0","16464","271591","lowRank"
"3201","{""Q0"":""50""}","ftm","safe","survey-text","234","1191006","0.0-17.0-0.1","16464","271591","lowRank"
"4301","{""Q0"":""70""}","ftm","context","survey-text","235","1195323","0.0-17.0-0.2","16464","271591","lowRank"
"2031","{""Q0"":""0""}","ftm","worst","survey-text","236","1197367","0.0-17.0-0.3","16464","271591","lowRank"
