"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"33343","{""30"":""65"",""70"":""35""}","percentage","risky","survey-text","238","1354607","0.0-19.0","46512","583913","lowRank"
