"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"6083","{""30"":""50"",""70"":""50""}","percentage","risky","survey-text","238","1499372","0.0-19.0","4175","169404","highRank"
