"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"37717","{""30"":""75"",""70"":""25""}","percentage","risky","survey-text","241","1637780","0.0-19.0","82659","790766","highRank"
