"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","20","1088","bandit","low_value","bandit-task","8","282320","0.0-7.0-0.0","94925","671549","highRank"
"2","1","2","false","safe","risky","risky","100","613","bandit","high_value","bandit-task","9","285336","0.0-7.0-0.1","94925","671549","highRank"
"3","1","3","false","risky","safe","risky","30","888","bandit","decision","bandit-task","10","288587","0.0-7.0-0.2","94925","671549","highRank"
"4","1","4","false","risky","safe","risky","70","369","bandit","decision","bandit-task","11","291450","0.0-7.0-0.3","94925","671549","highRank"
"5","1","5","false","risky","safe","safe","10","363","bandit","low_value","bandit-task","12","294157","0.0-7.0-0.4","94925","671549","highRank"
"6","1","6","false","risky","safe","risky","0","362","bandit","low_value","bandit-task","13","296882","0.0-7.0-0.5","94925","671549","highRank"
"7","1","7","false","risky","safe","safe","10","751","bandit","low_value","bandit-task","14","300077","0.0-7.0-0.6","94925","671549","highRank"
"8","1","8","false","safe","risky","risky","70","906","bandit","decision","bandit-task","15","303431","0.0-7.0-0.7","94925","671549","highRank"
"9","1","9","false","risky","safe","safe","10","547","bandit","low_value","bandit-task","16","306304","0.0-7.0-0.8","94925","671549","highRank"
"10","1","10","false","safe","risky","safe","90","568","bandit","high_value","bandit-task","17","309227","0.0-7.0-0.9","94925","671549","highRank"
"11","1","11","false","risky","safe","risky","70","684","bandit","decision","bandit-task","18","312209","0.0-7.0-0.10","94925","671549","highRank"
"12","1","12","false","risky","safe","safe","50","449","bandit","decision","bandit-task","19","315148","0.0-7.0-0.11","94925","671549","highRank"
"13","1","13","false","risky","safe","risky","20","342","bandit","low_value","bandit-task","20","317957","0.0-7.0-0.12","94925","671549","highRank"
"14","1","14","false","risky","safe","safe","50","502","bandit","decision","bandit-task","21","320751","0.0-7.0-0.13","94925","671549","highRank"
"15","1","15","false","safe","risky","safe","10","625","bandit","low_value","bandit-task","22","323818","0.0-7.0-0.14","94925","671549","highRank"
"16","1","16","false","risky","safe","risky","30","526","bandit","decision","bandit-task","23","326800","0.0-7.0-0.15","94925","671549","highRank"
"17","1","17","false","safe","risky","safe","10","758","bandit","low_value","bandit-task","24","330039","0.0-7.0-0.16","94925","671549","highRank"
"18","1","18","false","safe","risky","risky","70","891","bandit","decision","bandit-task","25","333299","0.0-7.0-0.17","94925","671549","highRank"
"19","1","19","false","safe","risky","safe","10","340","bandit","low_value","bandit-task","26","336093","0.0-7.0-0.18","94925","671549","highRank"
"20","1","20","false","risky","safe","risky","0","311","bandit","low_value","bandit-task","27","338802","0.0-7.0-0.19","94925","671549","highRank"
"21","1","21","false","safe","risky","risky","70","490","bandit","decision","bandit-task","28","341688","0.0-7.0-0.20","94925","671549","highRank"
"22","1","22","false","risky","safe","risky","0","828","bandit","low_value","bandit-task","29","344854","0.0-7.0-0.21","94925","671549","highRank"
"23","1","23","false","safe","risky","risky","30","649","bandit","decision","bandit-task","30","369377","0.0-7.0-0.22","94925","671549","highRank"
"24","1","24","false","risky","safe","safe","10","935","bandit","low_value","bandit-task","31","372878","0.0-7.0-0.23","94925","671549","highRank"
