"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","0","1412","bandit","low_value","bandit-task","8","66015","0.0-7.0-0.0","85111","393098","lowRank"
"2","1","2","false","safe","risky","safe","90","451","bandit","high_value","bandit-task","9","68999","0.0-7.0-0.1","85111","393098","lowRank"
"3","1","3","false","safe","risky","risky","30","430","bandit","decision","bandit-task","10","71961","0.0-7.0-0.2","85111","393098","lowRank"
"4","1","4","false","safe","risky","safe","90","388","bandit","high_value","bandit-task","11","74915","0.0-7.0-0.3","85111","393098","lowRank"
"5","1","5","false","safe","risky","safe","90","328","bandit","high_value","bandit-task","12","77738","0.0-7.0-0.4","85111","393098","lowRank"
"6","1","6","false","risky","safe","risky","30","342","bandit","decision","bandit-task","13","80444","0.0-7.0-0.5","85111","393098","lowRank"
"7","1","7","false","safe","risky","safe","90","565","bandit","high_value","bandit-task","14","83766","0.0-7.0-0.6","85111","393098","lowRank"
"8","1","8","false","risky","safe","safe","90","543","bandit","high_value","bandit-task","15","86799","0.0-7.0-0.7","85111","393098","lowRank"
"9","1","9","false","risky","safe","risky","30","361","bandit","decision","bandit-task","16","89607","0.0-7.0-0.8","85111","393098","lowRank"
"10","1","10","false","safe","risky","safe","90","774","bandit","high_value","bandit-task","17","92828","0.0-7.0-0.9","85111","393098","lowRank"
"11","1","11","false","safe","risky","risky","30","584","bandit","decision","bandit-task","18","95906","0.0-7.0-0.10","85111","393098","lowRank"
"12","1","12","false","risky","safe","safe","10","828","bandit","low_value","bandit-task","19","99051","0.0-7.0-0.11","85111","393098","lowRank"
"13","1","13","false","safe","risky","safe","50","306","bandit","decision","bandit-task","20","101725","0.0-7.0-0.12","85111","393098","lowRank"
"14","1","14","false","safe","risky","safe","90","370","bandit","high_value","bandit-task","21","104568","0.0-7.0-0.13","85111","393098","lowRank"
"15","1","15","false","risky","safe","risky","70","321","bandit","decision","bandit-task","22","107221","0.0-7.0-0.14","85111","393098","lowRank"
"16","1","16","false","risky","safe","safe","50","288","bandit","decision","bandit-task","23","109844","0.0-7.0-0.15","85111","393098","lowRank"
"17","1","17","false","safe","risky","safe","90","404","bandit","high_value","bandit-task","24","112553","0.0-7.0-0.16","85111","393098","lowRank"
"18","1","18","false","risky","safe","risky","100","657","bandit","high_value","bandit-task","25","115582","0.0-7.0-0.17","85111","393098","lowRank"
"19","1","19","false","risky","safe","safe","90","322","bandit","high_value","bandit-task","26","118223","0.0-7.0-0.18","85111","393098","lowRank"
"20","1","20","false","safe","risky","safe","10","362","bandit","low_value","bandit-task","27","120922","0.0-7.0-0.19","85111","393098","lowRank"
"21","1","21","false","risky","safe","safe","90","329","bandit","high_value","bandit-task","28","123780","0.0-7.0-0.20","85111","393098","lowRank"
"22","1","22","false","safe","risky","risky","100","261","bandit","high_value","bandit-task","29","126369","0.0-7.0-0.21","85111","393098","lowRank"
"23","1","23","false","safe","risky","risky","70","448","bandit","decision","bandit-task","30","129148","0.0-7.0-0.22","85111","393098","lowRank"
"24","1","24","false","risky","safe","risky","0","296","bandit","low_value","bandit-task","31","131853","0.0-7.0-0.23","85111","393098","lowRank"
"25","1","25","false","risky","safe","safe","90","281","bandit","high_value","bandit-task","32","134603","0.0-7.0-0.24","85111","393098","lowRank"
"26","1","26","false","safe","risky","risky","80","274","bandit","high_value","bandit-task","33","137266","0.0-7.0-0.25","85111","393098","lowRank"
"27","1","27","false","safe","risky","safe","50","305","bandit","decision","bandit-task","34","139898","0.0-7.0-0.26","85111","393098","lowRank"
"28","1","28","false","safe","risky","risky","100","284","bandit","high_value","bandit-task","35","142646","0.0-7.0-0.27","85111","393098","lowRank"
"29","1","29","false","risky","safe","risky","80","292","bandit","high_value","bandit-task","36","145368","0.0-7.0-0.28","85111","393098","lowRank"
"30","1","30","false","risky","safe","safe","90","293","bandit","high_value","bandit-task","37","147972","0.0-7.0-0.29","85111","393098","lowRank"
"31","1","31","false","risky","safe","risky","80","301","bandit","high_value","bandit-task","38","150594","0.0-7.0-0.30","85111","393098","lowRank"
"32","1","32","false","safe","risky","risky","30","608","bandit","decision","bandit-task","39","153526","0.0-7.0-0.31","85111","393098","lowRank"
"33","1","33","false","safe","risky","safe","90","308","bandit","high_value","bandit-task","40","156685","0.0-7.0-0.32","85111","393098","lowRank"
"34","1","34","false","risky","safe","safe","90","571","bandit","high_value","bandit-task","41","159684","0.0-7.0-0.33","85111","393098","lowRank"
"35","1","35","false","safe","risky","risky","30","315","bandit","decision","bandit-task","42","162446","0.0-7.0-0.34","85111","393098","lowRank"
"36","1","36","false","risky","safe","risky","70","318","bandit","decision","bandit-task","43","165040","0.0-7.0-0.35","85111","393098","lowRank"
"37","2","1","false","risky","safe","safe","90","582","bandit","high_value","bandit-task","45","169665","0.0-9.0-0.0","85111","393098","lowRank"
"38","2","2","false","risky","safe","safe","90","306","bandit","high_value","bandit-task","46","172278","0.0-9.0-0.1","85111","393098","lowRank"
