"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","safe","10","1707","bandit","low_value","bandit-task","8","122102","0.0-7.0-0.0","68696","445048","highRank"
"2","1","2","false","risky","safe","risky","100","1235","bandit","high_value","bandit-task","9","126726","0.0-7.0-0.1","68696","445048","highRank"
"3","1","3","false","safe","risky","risky","100","1012","bandit","high_value","bandit-task","10","130702","0.0-7.0-0.2","68696","445048","highRank"
"4","1","4","false","risky","safe","safe","50","955","bandit","decision","bandit-task","11","134542","0.0-7.0-0.3","68696","445048","highRank"
"5","1","5","false","safe","risky","safe","10","723","bandit","low_value","bandit-task","12","138150","0.0-7.0-0.4","68696","445048","highRank"
"6","1","6","false","safe","risky","risky","70","804","bandit","decision","bandit-task","13","141734","0.0-7.0-0.5","68696","445048","highRank"
"7","1","7","false","safe","risky","risky","70","956","bandit","decision","bandit-task","14","145502","0.0-7.0-0.6","68696","445048","highRank"
"8","1","8","false","safe","risky","risky","0","1116","bandit","low_value","bandit-task","15","149509","0.0-7.0-0.7","68696","445048","highRank"
"9","1","9","false","safe","risky","risky","70","772","bandit","decision","bandit-task","16","153070","0.0-7.0-0.8","68696","445048","highRank"
"10","1","10","false","risky","safe","safe","50","659","bandit","decision","bandit-task","17","156638","0.0-7.0-0.9","68696","445048","highRank"
"11","1","11","false","safe","risky","safe","10","595","bandit","low_value","bandit-task","18","160046","0.0-7.0-0.10","68696","445048","highRank"
"12","1","12","false","safe","risky","safe","10","948","bandit","low_value","bandit-task","19","163694","0.0-7.0-0.11","68696","445048","highRank"
"13","1","13","false","risky","safe","risky","0","1293","bandit","low_value","bandit-task","20","167558","0.0-7.0-0.12","68696","445048","highRank"
"14","1","14","false","safe","risky","safe","10","979","bandit","low_value","bandit-task","21","171198","0.0-7.0-0.13","68696","445048","highRank"
"15","1","15","false","safe","risky","safe","10","965","bandit","low_value","bandit-task","22","174806","0.0-7.0-0.14","68696","445048","highRank"
"16","1","16","false","safe","risky","safe","10","1019","bandit","low_value","bandit-task","23","178525","0.0-7.0-0.15","68696","445048","highRank"
"17","1","17","false","safe","risky","risky","100","1084","bandit","high_value","bandit-task","24","182342","0.0-7.0-0.16","68696","445048","highRank"
"18","1","18","false","safe","risky","safe","50","1409","bandit","decision","bandit-task","25","186406","0.0-7.0-0.17","68696","445048","highRank"
"19","1","19","false","risky","safe","risky","30","1258","bandit","decision","bandit-task","26","190462","0.0-7.0-0.18","68696","445048","highRank"
"20","1","20","false","safe","risky","safe","10","1043","bandit","low_value","bandit-task","27","194310","0.0-7.0-0.19","68696","445048","highRank"
"21","1","21","false","risky","safe","risky","0","2195","bandit","low_value","bandit-task","28","199134","0.0-7.0-0.20","68696","445048","highRank"
"22","1","22","false","risky","safe","risky","30","1595","bandit","decision","bandit-task","29","203398","0.0-7.0-0.21","68696","445048","highRank"
