"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","80","4188","bandit","high_value","bandit-task","8","323814","0.0-7.0-0.0","52278","615832","lowRank"
"2","1","2","false","risky","safe","safe","10","5336","bandit","low_value","bandit-task","9","332989","0.0-7.0-0.1","52278","615832","lowRank"
"3","1","3","false","risky","safe","risky","30","1449","bandit","decision","bandit-task","10","337762","0.0-7.0-0.2","52278","615832","lowRank"
"4","1","4","false","safe","risky","risky","100","1042","bandit","high_value","bandit-task","11","341917","0.0-7.0-0.3","52278","615832","lowRank"
"5","1","5","false","risky","safe","risky","0","1056","bandit","low_value","bandit-task","12","346010","0.0-7.0-0.4","52278","615832","lowRank"
"6","1","6","false","safe","risky","safe","50","833","bandit","decision","bandit-task","13","349893","0.0-7.0-0.5","52278","615832","lowRank"
"7","1","7","false","safe","risky","risky","80","933","bandit","high_value","bandit-task","14","353887","0.0-7.0-0.6","52278","615832","lowRank"
"8","1","8","false","safe","risky","safe","50","953","bandit","decision","bandit-task","15","358140","0.0-7.0-0.7","52278","615832","lowRank"
"9","1","9","false","safe","risky","safe","90","1095","bandit","high_value","bandit-task","16","362488","0.0-7.0-0.8","52278","615832","lowRank"
"10","1","10","false","safe","risky","risky","20","933","bandit","low_value","bandit-task","17","366229","0.0-7.0-0.9","52278","615832","lowRank"
"11","1","11","false","risky","safe","safe","50","985","bandit","decision","bandit-task","18","370002","0.0-7.0-0.10","52278","615832","lowRank"
"12","1","12","false","safe","risky","safe","90","913","bandit","high_value","bandit-task","19","373809","0.0-7.0-0.11","52278","615832","lowRank"
"13","1","13","false","safe","risky","risky","100","883","bandit","high_value","bandit-task","20","377623","0.0-7.0-0.12","52278","615832","lowRank"
"14","1","14","false","safe","risky","safe","50","896","bandit","decision","bandit-task","21","381503","0.0-7.0-0.13","52278","615832","lowRank"
"15","1","15","false","safe","risky","risky","30","902","bandit","decision","bandit-task","22","385173","0.0-7.0-0.14","52278","615832","lowRank"
"16","1","16","false","risky","safe","risky","100","863","bandit","high_value","bandit-task","23","389689","0.0-7.0-0.15","52278","615832","lowRank"
"17","1","17","false","safe","risky","risky","100","1002","bandit","high_value","bandit-task","24","393641","0.0-7.0-0.16","52278","615832","lowRank"
"18","1","18","false","risky","safe","risky","20","960","bandit","low_value","bandit-task","25","397309","0.0-7.0-0.17","52278","615832","lowRank"
"19","1","19","false","safe","risky","risky","80","974","bandit","high_value","bandit-task","26","401506","0.0-7.0-0.18","52278","615832","lowRank"
"20","1","20","false","safe","risky","safe","50","903","bandit","decision","bandit-task","27","405222","0.0-7.0-0.19","52278","615832","lowRank"
"21","1","21","false","risky","safe","safe","90","915","bandit","high_value","bandit-task","28","409005","0.0-7.0-0.20","52278","615832","lowRank"
"22","1","22","false","safe","risky","safe","50","954","bandit","decision","bandit-task","29","412771","0.0-7.0-0.21","52278","615832","lowRank"
"23","1","23","false","safe","risky","risky","100","892","bandit","high_value","bandit-task","30","416477","0.0-7.0-0.22","52278","615832","lowRank"
"24","1","24","false","safe","risky","risky","100","853","bandit","high_value","bandit-task","31","420094","0.0-7.0-0.23","52278","615832","lowRank"
"25","1","25","false","risky","safe","risky","70","812","bandit","decision","bandit-task","32","423643","0.0-7.0-0.24","52278","615832","lowRank"
"26","1","26","false","risky","safe","safe","90","914","bandit","high_value","bandit-task","33","427576","0.0-7.0-0.25","52278","615832","lowRank"
