"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","80","3159","bandit","high_value","bandit-task","11","180226","0.0-7.0-0.0","60611","217405","highRank"
"2","1","2","false","risky","safe","risky","20","680","bandit","low_value","bandit-task","12","183568","0.0-7.0-0.1","60611","217405","highRank"
"3","1","3","false","safe","risky","risky","70","615","bandit","decision","bandit-task","13","186893","0.0-7.0-0.2","60611","217405","highRank"
"4","1","4","false","safe","risky","risky","20","541","bandit","low_value","bandit-task","14","189822","0.0-7.0-0.3","60611","217405","highRank"
"5","1","5","false","risky","safe","safe","10","501","bandit","low_value","bandit-task","15","192775","0.0-7.0-0.4","60611","217405","highRank"
"6","1","6","false","safe","risky","risky","20","505","bandit","low_value","bandit-task","16","195838","0.0-7.0-0.5","60611","217405","highRank"
"7","1","7","false","safe","risky","safe","50","543","bandit","decision","bandit-task","17","198820","0.0-7.0-0.6","60611","217405","highRank"
"8","1","8","false","risky","safe","safe","10","448","bandit","low_value","bandit-task","18","201647","0.0-7.0-0.7","60611","217405","highRank"
"9","1","9","false","safe","risky","safe","50","612","bandit","decision","bandit-task","19","204736","0.0-7.0-0.8","60611","217405","highRank"
"10","1","10","false","risky","safe","safe","10","563","bandit","low_value","bandit-task","20","231933","0.0-7.0-0.9","60611","217405","highRank"
"11","1","11","false","risky","safe","risky","30","776","bandit","decision","bandit-task","21","235307","0.0-7.0-0.10","60611","217405","highRank"
"12","1","12","false","risky","safe","safe","10","639","bandit","low_value","bandit-task","22","238858","0.0-7.0-0.11","60611","217405","highRank"
"13","1","13","false","safe","risky","safe","50","445","bandit","decision","bandit-task","23","242071","0.0-7.0-0.12","60611","217405","highRank"
"14","1","14","false","safe","risky","safe","10","509","bandit","low_value","bandit-task","24","245103","0.0-7.0-0.13","60611","217405","highRank"
"15","1","15","false","safe","risky","safe","10","444","bandit","low_value","bandit-task","25","247706","0.0-7.0-0.14","60611","217405","highRank"
"16","1","16","false","safe","risky","risky","100","608","bandit","high_value","bandit-task","26","250733","0.0-7.0-0.15","60611","217405","highRank"
"17","1","17","false","risky","safe","risky","100","539","bandit","high_value","bandit-task","27","253779","0.0-7.0-0.16","60611","217405","highRank"
"18","1","18","false","risky","safe","safe","10","988","bandit","low_value","bandit-task","28","257080","0.0-7.0-0.17","60611","217405","highRank"
"19","1","19","false","risky","safe","risky","70","697","bandit","decision","bandit-task","29","260456","0.0-7.0-0.18","60611","217405","highRank"
"20","1","20","false","safe","risky","safe","10","1539","bandit","low_value","bandit-task","30","264545","0.0-7.0-0.19","60611","217405","highRank"
"21","1","21","false","risky","safe","safe","10","898","bandit","low_value","bandit-task","31","268009","0.0-7.0-0.20","60611","217405","highRank"
"22","1","22","false","safe","risky","risky","30","924","bandit","decision","bandit-task","32","271553","0.0-7.0-0.21","60611","217405","highRank"
"23","1","23","false","safe","risky","risky","20","2872","bandit","low_value","bandit-task","33","276919","0.0-7.0-0.22","60611","217405","highRank"
"24","1","24","false","risky","safe","risky","20","982","bandit","low_value","bandit-task","34","280407","0.0-7.0-0.23","60611","217405","highRank"
"25","1","25","false","safe","risky","safe","10","721","bandit","low_value","bandit-task","35","283457","0.0-7.0-0.24","60611","217405","highRank"
"26","1","26","false","risky","safe","risky","20","1045","bandit","low_value","bandit-task","36","287334","0.0-7.0-0.25","60611","217405","highRank"
"27","1","27","false","risky","safe","risky","30","697","bandit","decision","bandit-task","37","290448","0.0-7.0-0.26","60611","217405","highRank"
"28","1","28","false","risky","safe","safe","50","885","bandit","decision","bandit-task","38","293709","0.0-7.0-0.27","60611","217405","highRank"
"29","1","29","false","safe","risky","risky","20","1542","bandit","low_value","bandit-task","39","299343","0.0-7.0-0.28","60611","217405","highRank"
"30","1","30","false","risky","safe","risky","0","997","bandit","low_value","bandit-task","40","302938","0.0-7.0-0.29","60611","217405","highRank"
"31","1","31","false","risky","safe","risky","0","746","bandit","low_value","bandit-task","41","306206","0.0-7.0-0.30","60611","217405","highRank"
"32","1","32","false","risky","safe","safe","10","533","bandit","low_value","bandit-task","42","309132","0.0-7.0-0.31","60611","217405","highRank"
"33","1","33","false","risky","safe","safe","50","1461","bandit","decision","bandit-task","43","313035","0.0-7.0-0.32","60611","217405","highRank"
"34","1","34","false","risky","safe","safe","50","1167","bandit","decision","bandit-task","44","316759","0.0-7.0-0.33","60611","217405","highRank"
"35","1","35","false","risky","safe","safe","50","657","bandit","decision","bandit-task","45","319850","0.0-7.0-0.34","60611","217405","highRank"
"36","1","36","false","risky","safe","risky","80","980","bandit","high_value","bandit-task","46","323249","0.0-7.0-0.35","60611","217405","highRank"
"37","2","1","false","safe","risky","risky","70","989","bandit","decision","bandit-task","48","330325","0.0-9.0-0.0","60611","217405","highRank"
