"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","100","1748","bandit","high_value","bandit-task","8","234297","0.0-7.0-0.0","92483","457513","lowRank"
"2","1","2","false","risky","safe","safe","10","1379","bandit","low_value","bandit-task","9","238797","0.0-7.0-0.1","92483","457513","lowRank"
"3","1","3","false","safe","risky","risky","30","1739","bandit","decision","bandit-task","10","243781","0.0-7.0-0.2","92483","457513","lowRank"
"4","1","4","false","safe","risky","risky","100","1031","bandit","high_value","bandit-task","11","247751","0.0-7.0-0.3","92483","457513","lowRank"
"5","1","5","false","risky","safe","safe","90","1100","bandit","high_value","bandit-task","12","251768","0.0-7.0-0.4","92483","457513","lowRank"
"6","1","6","false","safe","risky","risky","80","986","bandit","high_value","bandit-task","13","255738","0.0-7.0-0.5","92483","457513","lowRank"
"7","1","7","false","risky","safe","safe","50","1810","bandit","decision","bandit-task","14","260587","0.0-7.0-0.6","92483","457513","lowRank"
"8","1","8","false","safe","risky","risky","80","1044","bandit","high_value","bandit-task","15","264335","0.0-7.0-0.7","92483","457513","lowRank"
"9","1","9","false","risky","safe","safe","90","1414","bandit","high_value","bandit-task","16","268529","0.0-7.0-0.8","92483","457513","lowRank"
"10","1","10","false","risky","safe","risky","0","1506","bandit","low_value","bandit-task","17","273221","0.0-7.0-0.9","92483","457513","lowRank"
"11","1","11","false","safe","risky","safe","10","1155","bandit","low_value","bandit-task","18","277148","0.0-7.0-0.10","92483","457513","lowRank"
"12","1","12","false","risky","safe","safe","90","1460","bandit","high_value","bandit-task","19","281333","0.0-7.0-0.11","92483","457513","lowRank"
"13","1","13","false","safe","risky","risky","30","1977","bandit","decision","bandit-task","20","286037","0.0-7.0-0.12","92483","457513","lowRank"
"14","1","14","false","risky","safe","safe","50","1469","bandit","decision","bandit-task","21","290242","0.0-7.0-0.13","92483","457513","lowRank"
"15","1","15","false","risky","safe","safe","50","954","bandit","decision","bandit-task","22","293910","0.0-7.0-0.14","92483","457513","lowRank"
"16","1","16","false","safe","risky","risky","100","1157","bandit","high_value","bandit-task","23","297973","0.0-7.0-0.15","92483","457513","lowRank"
"17","1","17","false","risky","safe","risky","30","1661","bandit","decision","bandit-task","24","302348","0.0-7.0-0.16","92483","457513","lowRank"
"18","1","18","false","safe","risky","risky","80","1774","bandit","high_value","bandit-task","25","307143","0.0-7.0-0.17","92483","457513","lowRank"
"19","1","19","false","risky","safe","safe","50","1908","bandit","decision","bandit-task","26","311923","0.0-7.0-0.18","92483","457513","lowRank"
"20","1","20","false","risky","safe","safe","90","1728","bandit","high_value","bandit-task","27","316579","0.0-7.0-0.19","92483","457513","lowRank"
"21","1","21","false","safe","risky","safe","90","1044","bandit","high_value","bandit-task","28","320416","0.0-7.0-0.20","92483","457513","lowRank"
"22","1","22","false","risky","safe","risky","100","1078","bandit","high_value","bandit-task","29","324533","0.0-7.0-0.21","92483","457513","lowRank"
"23","1","23","false","risky","safe","safe","50","2034","bandit","decision","bandit-task","30","329778","0.0-7.0-0.22","92483","457513","lowRank"
"24","1","24","false","safe","risky","safe","10","1267","bandit","low_value","bandit-task","31","334051","0.0-7.0-0.23","92483","457513","lowRank"
"25","1","25","false","safe","risky","safe","50","2440","bandit","decision","bandit-task","32","339407","0.0-7.0-0.24","92483","457513","lowRank"
"26","1","26","false","risky","safe","risky","100","1718","bandit","high_value","bandit-task","33","343850","0.0-7.0-0.25","92483","457513","lowRank"
"27","1","27","false","safe","risky","safe","90","1358","bandit","high_value","bandit-task","34","347845","0.0-7.0-0.26","92483","457513","lowRank"
"28","1","28","false","risky","safe","safe","90","1075","bandit","high_value","bandit-task","35","351567","0.0-7.0-0.27","92483","457513","lowRank"
"29","1","29","false","risky","safe","safe","50","1753","bandit","decision","bandit-task","36","356001","0.0-7.0-0.28","92483","457513","lowRank"
"30","1","30","false","risky","safe","risky","100","1493","bandit","high_value","bandit-task","37","360625","0.0-7.0-0.29","92483","457513","lowRank"
"31","1","31","false","safe","risky","safe","90","1516","bandit","high_value","bandit-task","38","364801","0.0-7.0-0.30","92483","457513","lowRank"
"32","1","32","false","safe","risky","safe","50","1479","bandit","decision","bandit-task","39","369005","0.0-7.0-0.31","92483","457513","lowRank"
"33","1","33","false","safe","risky","safe","90","1539","bandit","high_value","bandit-task","40","373079","0.0-7.0-0.32","92483","457513","lowRank"
"34","1","34","false","safe","risky","risky","100","930","bandit","high_value","bandit-task","41","376747","0.0-7.0-0.33","92483","457513","lowRank"
"35","1","35","false","safe","risky","safe","90","1696","bandit","high_value","bandit-task","42","381168","0.0-7.0-0.34","92483","457513","lowRank"
"36","1","36","false","risky","safe","safe","50","1775","bandit","decision","bandit-task","43","385600","0.0-7.0-0.35","92483","457513","lowRank"
"37","2","1","false","safe","risky","risky","100","1067","bandit","high_value","bandit-task","45","411576","0.0-9.0-0.0","92483","457513","lowRank"
"38","2","2","false","safe","risky","safe","50","1708","bandit","decision","bandit-task","46","416742","0.0-9.0-0.1","92483","457513","lowRank"
"39","2","3","false","risky","safe","safe","50","1413","bandit","decision","bandit-task","47","421094","0.0-9.0-0.2","92483","457513","lowRank"
"40","2","4","false","safe","risky","safe","90","1314","bandit","high_value","bandit-task","48","425100","0.0-9.0-0.3","92483","457513","lowRank"
"41","2","5","false","safe","risky","safe","90","1345","bandit","high_value","bandit-task","49","429184","0.0-9.0-0.4","92483","457513","lowRank"
"42","2","6","false","safe","risky","safe","10","1471","bandit","low_value","bandit-task","50","433325","0.0-9.0-0.5","92483","457513","lowRank"
"43","2","7","false","safe","risky","risky","100","1222","bandit","high_value","bandit-task","51","437172","0.0-9.0-0.6","92483","457513","lowRank"
"44","2","8","false","risky","safe","safe","90","1505","bandit","high_value","bandit-task","52","441312","0.0-9.0-0.7","92483","457513","lowRank"
"45","2","9","false","risky","safe","safe","50","1446","bandit","decision","bandit-task","53","445475","0.0-9.0-0.8","92483","457513","lowRank"
"46","2","10","false","safe","risky","safe","50","1199","bandit","decision","bandit-task","54","449435","0.0-9.0-0.9","92483","457513","lowRank"
"47","2","11","false","risky","safe","safe","50","1707","bandit","decision","bandit-task","55","453787","0.0-9.0-0.10","92483","457513","lowRank"
"48","2","12","false","safe","risky","risky","100","1213","bandit","high_value","bandit-task","56","457681","0.0-9.0-0.11","92483","457513","lowRank"
"49","2","13","false","safe","risky","safe","50","1380","bandit","decision","bandit-task","57","461631","0.0-9.0-0.12","92483","457513","lowRank"
"50","2","14","false","risky","safe","risky","100","1761","bandit","high_value","bandit-task","58","466063","0.0-9.0-0.13","92483","457513","lowRank"
"51","2","15","false","risky","safe","risky","80","2324","bandit","high_value","bandit-task","59","471203","0.0-9.0-0.14","92483","457513","lowRank"
"52","2","16","false","risky","safe","risky","70","1618","bandit","decision","bandit-task","60","475659","0.0-9.0-0.15","92483","457513","lowRank"
"53","2","17","false","safe","risky","safe","90","2134","bandit","high_value","bandit-task","61","480328","0.0-9.0-0.16","92483","457513","lowRank"
"54","2","18","false","safe","risky","safe","90","2404","bandit","high_value","bandit-task","62","485515","0.0-9.0-0.17","92483","457513","lowRank"
"55","2","19","false","risky","safe","safe","10","2134","bandit","low_value","bandit-task","63","490272","0.0-9.0-0.18","92483","457513","lowRank"
"56","2","20","false","risky","safe","risky","80","1302","bandit","high_value","bandit-task","64","494310","0.0-9.0-0.19","92483","457513","lowRank"
"57","2","21","false","risky","safe","risky","80","1652","bandit","high_value","bandit-task","65","498564","0.0-9.0-0.20","92483","457513","lowRank"
"58","2","22","false","risky","safe","safe","10","2774","bandit","low_value","bandit-task","66","504338","0.0-9.0-0.21","92483","457513","lowRank"
"59","2","23","false","risky","safe","risky","100","1255","bandit","high_value","bandit-task","67","508340","0.0-9.0-0.22","92483","457513","lowRank"
"60","2","24","false","safe","risky","safe","90","1866","bandit","high_value","bandit-task","68","512931","0.0-9.0-0.23","92483","457513","lowRank"
"61","2","25","false","safe","risky","safe","90","1245","bandit","high_value","bandit-task","69","516710","0.0-9.0-0.24","92483","457513","lowRank"
"62","2","26","false","safe","risky","risky","100","3857","bandit","high_value","bandit-task","70","523315","0.0-9.0-0.25","92483","457513","lowRank"
"63","2","27","false","risky","safe","risky","70","1773","bandit","decision","bandit-task","71","527824","0.0-9.0-0.26","92483","457513","lowRank"
"64","2","28","false","risky","safe","risky","70","1167","bandit","decision","bandit-task","72","531898","0.0-9.0-0.27","92483","457513","lowRank"
"65","2","29","false","safe","risky","safe","90","2472","bandit","high_value","bandit-task","73","537018","0.0-9.0-0.28","92483","457513","lowRank"
"66","2","30","false","safe","risky","risky","30","2460","bandit","decision","bandit-task","74","542305","0.0-9.0-0.29","92483","457513","lowRank"
"67","2","31","false","risky","safe","risky","80","1222","bandit","high_value","bandit-task","75","546356","0.0-9.0-0.30","92483","457513","lowRank"
"68","2","32","false","safe","risky","safe","90","1244","bandit","high_value","bandit-task","76","550203","0.0-9.0-0.31","92483","457513","lowRank"
"69","2","33","false","safe","risky","risky","30","2291","bandit","decision","bandit-task","77","555390","0.0-9.0-0.32","92483","457513","lowRank"
"70","2","34","false","risky","safe","risky","20","1762","bandit","low_value","bandit-task","78","560035","0.0-9.0-0.33","92483","457513","lowRank"
"71","2","35","false","safe","risky","safe","90","2911","bandit","high_value","bandit-task","79","565662","0.0-9.0-0.34","92483","457513","lowRank"
"72","2","36","false","risky","safe","risky","30","2605","bandit","decision","bandit-task","80","570982","0.0-9.0-0.35","92483","457513","lowRank"
"73","3","1","false","safe","risky","safe","90","1831","bandit","high_value","bandit-task","82","577159","0.0-11.0-0.0","92483","457513","lowRank"
"74","3","2","false","risky","safe","risky","100","1210","bandit","high_value","bandit-task","83","581073","0.0-11.0-0.1","92483","457513","lowRank"
"75","3","3","false","risky","safe","risky","20","1932","bandit","low_value","bandit-task","84","585888","0.0-11.0-0.2","92483","457513","lowRank"
"76","3","4","false","safe","risky","risky","70","1955","bandit","decision","bandit-task","85","590354","0.0-11.0-0.3","92483","457513","lowRank"
"77","3","5","false","risky","safe","safe","50","2754","bandit","decision","bandit-task","86","595890","0.0-11.0-0.4","92483","457513","lowRank"
"78","3","6","false","risky","safe","risky","70","2651","bandit","decision","bandit-task","87","601871","0.0-11.0-0.5","92483","457513","lowRank"
"79","3","7","false","safe","risky","safe","90","1692","bandit","high_value","bandit-task","88","606177","0.0-11.0-0.6","92483","457513","lowRank"
"80","3","8","false","risky","safe","safe","10","1658","bandit","low_value","bandit-task","89","610581","0.0-11.0-0.7","92483","457513","lowRank"
"81","3","9","false","safe","risky","safe","90","1425","bandit","high_value","bandit-task","90","614921","0.0-11.0-0.8","92483","457513","lowRank"
"82","3","10","false","risky","safe","risky","0","1637","bandit","low_value","bandit-task","91","619397","0.0-11.0-0.9","92483","457513","lowRank"
"83","3","11","false","risky","safe","risky","80","1166","bandit","high_value","bandit-task","92","623253","0.0-11.0-0.10","92483","457513","lowRank"
"84","3","12","false","safe","risky","risky","100","2257","bandit","high_value","bandit-task","93","628156","0.0-11.0-0.11","92483","457513","lowRank"
"85","3","13","false","safe","risky","safe","50","1471","bandit","decision","bandit-task","94","632453","0.0-11.0-0.12","92483","457513","lowRank"
"86","3","14","false","risky","safe","risky","80","1695","bandit","high_value","bandit-task","95","636750","0.0-11.0-0.13","92483","457513","lowRank"
"87","3","15","false","safe","risky","risky","70","2360","bandit","decision","bandit-task","96","642051","0.0-11.0-0.14","92483","457513","lowRank"
"88","3","16","false","safe","risky","safe","90","1940","bandit","high_value","bandit-task","97","646660","0.0-11.0-0.15","92483","457513","lowRank"
"89","3","17","false","risky","safe","safe","90","1167","bandit","high_value","bandit-task","98","650441","0.0-11.0-0.16","92483","457513","lowRank"
"90","3","18","false","risky","safe","risky","80","1369","bandit","high_value","bandit-task","99","654514","0.0-11.0-0.17","92483","457513","lowRank"
"91","3","19","false","safe","risky","safe","50","2032","bandit","decision","bandit-task","100","659237","0.0-11.0-0.18","92483","457513","lowRank"
"92","3","20","false","risky","safe","risky","80","1684","bandit","high_value","bandit-task","101","663591","0.0-11.0-0.19","92483","457513","lowRank"
"93","3","21","false","safe","risky","risky","80","2360","bandit","high_value","bandit-task","102","668654","0.0-11.0-0.20","92483","457513","lowRank"
"94","3","22","false","safe","risky","safe","90","919","bandit","high_value","bandit-task","103","672242","0.0-11.0-0.21","92483","457513","lowRank"
"95","3","23","false","safe","risky","safe","90","886","bandit","high_value","bandit-task","104","675619","0.0-11.0-0.22","92483","457513","lowRank"
"96","3","24","false","safe","risky","safe","50","1625","bandit","decision","bandit-task","105","679983","0.0-11.0-0.23","92483","457513","lowRank"
"97","3","25","false","risky","safe","risky","30","2088","bandit","decision","bandit-task","106","684707","0.0-11.0-0.24","92483","457513","lowRank"
"98","3","26","false","safe","risky","safe","90","1617","bandit","high_value","bandit-task","107","688858","0.0-11.0-0.25","92483","457513","lowRank"
"99","3","27","false","safe","risky","safe","90","1426","bandit","high_value","bandit-task","108","692956","0.0-11.0-0.26","92483","457513","lowRank"
"100","3","28","false","safe","risky","safe","50","1658","bandit","decision","bandit-task","109","697263","0.0-11.0-0.27","92483","457513","lowRank"
"101","3","29","false","safe","risky","safe","90","1020","bandit","high_value","bandit-task","110","700975","0.0-11.0-0.28","92483","457513","lowRank"
"102","3","30","false","risky","safe","risky","80","1064","bandit","high_value","bandit-task","111","704709","0.0-11.0-0.29","92483","457513","lowRank"
"103","3","31","false","risky","safe","safe","50","1483","bandit","decision","bandit-task","112","708941","0.0-11.0-0.30","92483","457513","lowRank"
"104","3","32","false","safe","risky","safe","10","2965","bandit","low_value","bandit-task","113","714589","0.0-11.0-0.31","92483","457513","lowRank"
"105","3","33","false","safe","risky","safe","90","1345","bandit","high_value","bandit-task","114","718469","0.0-11.0-0.32","92483","457513","lowRank"
"106","3","34","false","risky","safe","safe","50","1637","bandit","decision","bandit-task","115","722811","0.0-11.0-0.33","92483","457513","lowRank"
"107","3","35","false","risky","safe","safe","50","1617","bandit","decision","bandit-task","116","727244","0.0-11.0-0.34","92483","457513","lowRank"
"108","3","36","false","safe","risky","safe","90","1098","bandit","high_value","bandit-task","117","731001","0.0-11.0-0.35","92483","457513","lowRank"
"109","4","1","false","safe","risky","risky","30","1484","bandit","decision","bandit-task","119","742420","0.0-13.0-0.0","92483","457513","lowRank"
"110","4","2","false","risky","safe","safe","50","1379","bandit","decision","bandit-task","120","746470","0.0-13.0-0.1","92483","457513","lowRank"
"111","4","3","false","safe","risky","safe","90","1188","bandit","high_value","bandit-task","121","750374","0.0-13.0-0.2","92483","457513","lowRank"
"112","4","4","false","safe","risky","safe","90","839","bandit","high_value","bandit-task","122","753907","0.0-13.0-0.3","92483","457513","lowRank"
"113","4","5","false","safe","risky","safe","90","1390","bandit","high_value","bandit-task","123","757990","0.0-13.0-0.4","92483","457513","lowRank"
