"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","safe","10","2221","bandit","low_value","bandit-task","11","141125","0.0-7.0-0.0","99430","953267","highRank"
"2","1","2","false","safe","risky","safe","90","1125","bandit","high_value","bandit-task","12","145392","0.0-7.0-0.1","99430","953267","highRank"
"3","1","3","false","risky","safe","safe","50","821","bandit","decision","bandit-task","13","148846","0.0-7.0-0.2","99430","953267","highRank"
"4","1","4","false","risky","safe","risky","70","1614","bandit","decision","bandit-task","14","153060","0.0-7.0-0.3","99430","953267","highRank"
"5","1","5","false","risky","safe","risky","0","1832","bandit","low_value","bandit-task","15","157453","0.0-7.0-0.4","99430","953267","highRank"
"6","1","6","false","safe","risky","safe","10","2133","bandit","low_value","bandit-task","16","162180","0.0-7.0-0.5","99430","953267","highRank"
"7","1","7","false","safe","risky","safe","10","931","bandit","low_value","bandit-task","17","165643","0.0-7.0-0.6","99430","953267","highRank"
"8","1","8","false","safe","risky","safe","50","1925","bandit","decision","bandit-task","18","170065","0.0-7.0-0.7","99430","953267","highRank"
"9","1","9","false","risky","safe","safe","90","1352","bandit","high_value","bandit-task","19","174036","0.0-7.0-0.8","99430","953267","highRank"
"10","1","10","false","safe","risky","safe","10","1274","bandit","low_value","bandit-task","20","177873","0.0-7.0-0.9","99430","953267","highRank"
"11","1","11","false","risky","safe","safe","10","2214","bandit","low_value","bandit-task","21","182648","0.0-7.0-0.10","99430","953267","highRank"
"12","1","12","false","risky","safe","safe","50","3357","bandit","decision","bandit-task","22","188482","0.0-7.0-0.11","99430","953267","highRank"
"13","1","13","false","risky","safe","safe","10","1312","bandit","low_value","bandit-task","23","192268","0.0-7.0-0.12","99430","953267","highRank"
"14","1","14","false","risky","safe","risky","0","842","bandit","low_value","bandit-task","24","195605","0.0-7.0-0.13","99430","953267","highRank"
"15","1","15","false","safe","risky","safe","10","1017","bandit","low_value","bandit-task","25","199412","0.0-7.0-0.14","99430","953267","highRank"
"16","1","16","false","risky","safe","safe","50","1782","bandit","decision","bandit-task","26","203669","0.0-7.0-0.15","99430","953267","highRank"
"17","1","17","false","safe","risky","risky","30","1558","bandit","decision","bandit-task","27","207690","0.0-7.0-0.16","99430","953267","highRank"
"18","1","18","false","risky","safe","safe","50","2300","bandit","decision","bandit-task","28","212455","0.0-7.0-0.17","99430","953267","highRank"
"19","1","19","false","safe","risky","safe","50","883","bandit","decision","bandit-task","29","215845","0.0-7.0-0.18","99430","953267","highRank"
"20","1","20","false","safe","risky","safe","10","1038","bandit","low_value","bandit-task","30","219405","0.0-7.0-0.19","99430","953267","highRank"
"21","1","21","false","risky","safe","safe","50","3504","bandit","decision","bandit-task","31","225423","0.0-7.0-0.20","99430","953267","highRank"
"22","1","22","false","safe","risky","safe","10","1952","bandit","low_value","bandit-task","32","229848","0.0-7.0-0.21","99430","953267","highRank"
"23","1","23","false","risky","safe","safe","10","1830","bandit","low_value","bandit-task","33","234839","0.0-7.0-0.22","99430","953267","highRank"
"24","1","24","false","safe","risky","safe","50","4482","bandit","decision","bandit-task","34","241797","0.0-7.0-0.23","99430","953267","highRank"
"25","1","25","false","safe","risky","safe","50","846","bandit","decision","bandit-task","35","245125","0.0-7.0-0.24","99430","953267","highRank"
"26","1","26","false","safe","risky","safe","10","698","bandit","low_value","bandit-task","36","248307","0.0-7.0-0.25","99430","953267","highRank"
"27","1","27","false","safe","risky","safe","50","909","bandit","decision","bandit-task","37","251732","0.0-7.0-0.26","99430","953267","highRank"
"28","1","28","false","safe","risky","safe","10","855","bandit","low_value","bandit-task","38","255070","0.0-7.0-0.27","99430","953267","highRank"
"29","1","29","false","risky","safe","safe","10","1088","bandit","low_value","bandit-task","39","258643","0.0-7.0-0.28","99430","953267","highRank"
"30","1","30","false","safe","risky","risky","80","2340","bandit","high_value","bandit-task","40","263451","0.0-7.0-0.29","99430","953267","highRank"
"31","1","31","false","risky","safe","risky","100","1106","bandit","high_value","bandit-task","41","267082","0.0-7.0-0.30","99430","953267","highRank"
"32","1","32","false","risky","safe","safe","10","999","bandit","low_value","bandit-task","42","270831","0.0-7.0-0.31","99430","953267","highRank"
"33","1","33","false","safe","risky","safe","10","805","bandit","low_value","bandit-task","43","274179","0.0-7.0-0.32","99430","953267","highRank"
"34","1","34","false","risky","safe","safe","10","981","bandit","low_value","bandit-task","44","277665","0.0-7.0-0.33","99430","953267","highRank"
"35","1","35","false","safe","risky","safe","10","825","bandit","low_value","bandit-task","45","280973","0.0-7.0-0.34","99430","953267","highRank"
"36","1","36","false","safe","risky","safe","10","737","bandit","low_value","bandit-task","46","284166","0.0-7.0-0.35","99430","953267","highRank"
