"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","20","8492","bandit","low_value","bandit-task","11","265620","0.0-7.0-0.0","6179","401745","lowRank"
"2","1","2","false","risky","safe","safe","90","3124","bandit","high_value","bandit-task","12","273118","0.0-7.0-0.1","6179","401745","lowRank"
"3","1","3","false","risky","safe","safe","50","4176","bandit","decision","bandit-task","13","280312","0.0-7.0-0.2","6179","401745","lowRank"
"4","1","4","false","safe","risky","safe","90","2238","bandit","high_value","bandit-task","14","286514","0.0-7.0-0.3","6179","401745","lowRank"
"5","1","5","false","safe","risky","safe","90","5543","bandit","high_value","bandit-task","15","295682","0.0-7.0-0.4","6179","401745","lowRank"
"6","1","6","false","safe","risky","safe","90","5182","bandit","high_value","bandit-task","16","304723","0.0-7.0-0.5","6179","401745","lowRank"
"7","1","7","false","safe","risky","safe","90","2279","bandit","high_value","bandit-task","17","312452","0.0-7.0-0.6","6179","401745","lowRank"
"8","1","8","false","risky","safe","risky","30","4104","bandit","decision","bandit-task","18","319700","0.0-7.0-0.7","6179","401745","lowRank"
"9","1","9","false","risky","safe","safe","90","2192","bandit","high_value","bandit-task","19","325382","0.0-7.0-0.8","6179","401745","lowRank"
"10","1","10","false","risky","safe","safe","90","2103","bandit","high_value","bandit-task","20","330719","0.0-7.0-0.9","6179","401745","lowRank"
"11","1","11","false","risky","safe","safe","90","1491","bandit","high_value","bandit-task","21","335742","0.0-7.0-0.10","6179","401745","lowRank"
"12","1","12","false","risky","safe","safe","90","1982","bandit","high_value","bandit-task","22","341264","0.0-7.0-0.11","6179","401745","lowRank"
"13","1","13","false","risky","safe","safe","90","944","bandit","high_value","bandit-task","23","345691","0.0-7.0-0.12","6179","401745","lowRank"
"14","1","14","false","risky","safe","safe","90","1460","bandit","high_value","bandit-task","24","350489","0.0-7.0-0.13","6179","401745","lowRank"
"15","1","15","false","risky","safe","safe","50","5607","bandit","decision","bandit-task","25","359586","0.0-7.0-0.14","6179","401745","lowRank"
"16","1","16","false","safe","risky","risky","30","4618","bandit","decision","bandit-task","26","367608","0.0-7.0-0.15","6179","401745","lowRank"
"17","1","17","false","risky","safe","safe","50","4190","bandit","decision","bandit-task","27","374576","0.0-7.0-0.16","6179","401745","lowRank"
"18","1","18","false","safe","risky","safe","90","1458","bandit","high_value","bandit-task","28","379059","0.0-7.0-0.17","6179","401745","lowRank"
"19","1","19","false","safe","risky","safe","90","2166","bandit","high_value","bandit-task","29","384259","0.0-7.0-0.18","6179","401745","lowRank"
"20","1","20","false","risky","safe","safe","90","1147","bandit","high_value","bandit-task","30","388150","0.0-7.0-0.19","6179","401745","lowRank"
"21","1","21","false","safe","risky","safe","50","1757","bandit","decision","bandit-task","31","392714","0.0-7.0-0.20","6179","401745","lowRank"
"22","1","22","false","risky","safe","safe","90","954","bandit","high_value","bandit-task","32","396426","0.0-7.0-0.21","6179","401745","lowRank"
"23","1","23","false","risky","safe","safe","90","1324","bandit","high_value","bandit-task","33","400501","0.0-7.0-0.22","6179","401745","lowRank"
"24","1","24","false","risky","safe","risky","20","2417","bandit","low_value","bandit-task","34","406271","0.0-7.0-0.23","6179","401745","lowRank"
"25","1","25","false","safe","risky","safe","90","1235","bandit","high_value","bandit-task","35","409952","0.0-7.0-0.24","6179","401745","lowRank"
"26","1","26","false","risky","safe","safe","50","1783","bandit","decision","bandit-task","36","414693","0.0-7.0-0.25","6179","401745","lowRank"
"27","1","27","false","safe","risky","safe","90","1275","bandit","high_value","bandit-task","37","418551","0.0-7.0-0.26","6179","401745","lowRank"
"28","1","28","false","risky","safe","safe","50","1917","bandit","decision","bandit-task","38","422931","0.0-7.0-0.27","6179","401745","lowRank"
"29","1","29","false","risky","safe","safe","50","1910","bandit","decision","bandit-task","39","427319","0.0-7.0-0.28","6179","401745","lowRank"
"30","1","30","false","risky","safe","safe","10","1460","bandit","low_value","bandit-task","40","431836","0.0-7.0-0.29","6179","401745","lowRank"
"31","1","31","false","risky","safe","safe","50","1677","bandit","decision","bandit-task","41","436601","0.0-7.0-0.30","6179","401745","lowRank"
"32","1","32","false","safe","risky","safe","90","1147","bandit","high_value","bandit-task","42","440450","0.0-7.0-0.31","6179","401745","lowRank"
"33","1","33","false","safe","risky","safe","50","1108","bandit","decision","bandit-task","43","444414","0.0-7.0-0.32","6179","401745","lowRank"
"34","1","34","false","safe","risky","safe","90","1467","bandit","high_value","bandit-task","44","448382","0.0-7.0-0.33","6179","401745","lowRank"
"35","1","35","false","safe","risky","risky","20","1993","bandit","low_value","bandit-task","45","453045","0.0-7.0-0.34","6179","401745","lowRank"
"36","1","36","false","risky","safe","safe","50","1211","bandit","decision","bandit-task","46","457103","0.0-7.0-0.35","6179","401745","lowRank"
"37","2","1","false","safe","risky","safe","50","2305","bandit","decision","bandit-task","48","483365","0.0-9.0-0.0","6179","401745","lowRank"
"38","2","2","false","safe","risky","safe","90","1010","bandit","high_value","bandit-task","49","487867","0.0-9.0-0.1","6179","401745","lowRank"
"39","2","3","false","safe","risky","safe","50","2128","bandit","decision","bandit-task","50","493267","0.0-9.0-0.2","6179","401745","lowRank"
"40","2","4","false","risky","safe","safe","50","1051","bandit","decision","bandit-task","51","497415","0.0-9.0-0.3","6179","401745","lowRank"
"41","2","5","false","safe","risky","safe","90","832","bandit","high_value","bandit-task","52","500807","0.0-9.0-0.4","6179","401745","lowRank"
"42","2","6","false","risky","safe","safe","90","1009","bandit","high_value","bandit-task","53","504487","0.0-9.0-0.5","6179","401745","lowRank"
"43","2","7","false","safe","risky","safe","50","1396","bandit","decision","bandit-task","54","508842","0.0-9.0-0.6","6179","401745","lowRank"
"44","2","8","false","safe","risky","safe","90","932","bandit","high_value","bandit-task","55","513390","0.0-9.0-0.7","6179","401745","lowRank"
"45","2","9","false","safe","risky","safe","90","1211","bandit","high_value","bandit-task","56","517401","0.0-9.0-0.8","6179","401745","lowRank"
"46","2","10","false","safe","risky","safe","50","1981","bandit","decision","bandit-task","57","522536","0.0-9.0-0.9","6179","401745","lowRank"
"47","2","11","false","safe","risky","safe","90","1501","bandit","high_value","bandit-task","58","528034","0.0-9.0-0.10","6179","401745","lowRank"
"48","2","12","false","risky","safe","safe","90","905","bandit","high_value","bandit-task","59","531843","0.0-9.0-0.11","6179","401745","lowRank"
"49","2","13","false","safe","risky","risky","20","1443","bandit","low_value","bandit-task","60","537114","0.0-9.0-0.12","6179","401745","lowRank"
"50","2","14","false","safe","risky","safe","90","952","bandit","high_value","bandit-task","61","541483","0.0-9.0-0.13","6179","401745","lowRank"
"51","2","15","false","safe","risky","safe","90","1034","bandit","high_value","bandit-task","62","545736","0.0-9.0-0.14","6179","401745","lowRank"
"52","2","16","false","safe","risky","safe","90","896","bandit","high_value","bandit-task","63","549560","0.0-9.0-0.15","6179","401745","lowRank"
"53","2","17","false","risky","safe","safe","90","1212","bandit","high_value","bandit-task","64","553579","0.0-9.0-0.16","6179","401745","lowRank"
"54","2","18","false","risky","safe","safe","50","1749","bandit","decision","bandit-task","65","558335","0.0-9.0-0.17","6179","401745","lowRank"
"55","2","19","false","risky","safe","safe","90","891","bandit","high_value","bandit-task","66","563109","0.0-9.0-0.18","6179","401745","lowRank"
"56","2","20","false","risky","safe","safe","90","857","bandit","high_value","bandit-task","67","566749","0.0-9.0-0.19","6179","401745","lowRank"
"57","2","21","false","risky","safe","safe","90","793","bandit","high_value","bandit-task","68","570044","0.0-9.0-0.20","6179","401745","lowRank"
"58","2","22","false","risky","safe","risky","20","1090","bandit","low_value","bandit-task","69","573853","0.0-9.0-0.21","6179","401745","lowRank"
"59","2","23","false","risky","safe","safe","90","889","bandit","high_value","bandit-task","70","577228","0.0-9.0-0.22","6179","401745","lowRank"
"60","2","24","false","risky","safe","safe","50","1123","bandit","decision","bandit-task","71","580796","0.0-9.0-0.23","6179","401745","lowRank"
"61","2","25","false","risky","safe","safe","50","858","bandit","decision","bandit-task","72","584075","0.0-9.0-0.24","6179","401745","lowRank"
"62","2","26","false","safe","risky","risky","0","1202","bandit","low_value","bandit-task","73","588618","0.0-9.0-0.25","6179","401745","lowRank"
"63","2","27","false","risky","safe","safe","90","1246","bandit","high_value","bandit-task","74","592722","0.0-9.0-0.26","6179","401745","lowRank"
"64","2","28","false","risky","safe","safe","50","1074","bandit","decision","bandit-task","75","596546","0.0-9.0-0.27","6179","401745","lowRank"
"65","2","29","false","safe","risky","safe","90","937","bandit","high_value","bandit-task","76","600123","0.0-9.0-0.28","6179","401745","lowRank"
"66","2","30","false","risky","safe","safe","10","1651","bandit","low_value","bandit-task","77","604510","0.0-9.0-0.29","6179","401745","lowRank"
"67","2","31","false","risky","safe","safe","90","987","bandit","high_value","bandit-task","78","607965","0.0-9.0-0.30","6179","401745","lowRank"
"68","2","32","false","safe","risky","safe","50","1019","bandit","decision","bandit-task","79","611903","0.0-9.0-0.31","6179","401745","lowRank"
"69","2","33","false","risky","safe","safe","90","1468","bandit","high_value","bandit-task","80","615930","0.0-9.0-0.32","6179","401745","lowRank"
"70","2","34","false","risky","safe","safe","50","1057","bandit","decision","bandit-task","81","619489","0.0-9.0-0.33","6179","401745","lowRank"
"71","2","35","false","risky","safe","safe","90","978","bandit","high_value","bandit-task","82","622929","0.0-9.0-0.34","6179","401745","lowRank"
"72","2","36","false","risky","safe","safe","50","840","bandit","decision","bandit-task","83","626392","0.0-9.0-0.35","6179","401745","lowRank"
"73","3","1","false","risky","safe","safe","90","1598","bandit","high_value","bandit-task","85","659058","0.0-11.0-0.0","6179","401745","lowRank"
"74","3","2","false","risky","safe","safe","50","977","bandit","decision","bandit-task","86","662787","0.0-11.0-0.1","6179","401745","lowRank"
"75","3","3","false","safe","risky","safe","90","1114","bandit","high_value","bandit-task","87","666620","0.0-11.0-0.2","6179","401745","lowRank"
"76","3","4","false","safe","risky","safe","90","816","bandit","high_value","bandit-task","88","670109","0.0-11.0-0.3","6179","401745","lowRank"
"77","3","5","false","risky","safe","safe","90","1082","bandit","high_value","bandit-task","89","674183","0.0-11.0-0.4","6179","401745","lowRank"
"78","3","6","false","safe","risky","safe","50","1830","bandit","decision","bandit-task","90","678749","0.0-11.0-0.5","6179","401745","lowRank"
"79","3","7","false","risky","safe","risky","20","2464","bandit","low_value","bandit-task","91","684326","0.0-11.0-0.6","6179","401745","lowRank"
"80","3","8","false","risky","safe","safe","90","1010","bandit","high_value","bandit-task","92","688256","0.0-11.0-0.7","6179","401745","lowRank"
"81","3","9","false","risky","safe","safe","90","1315","bandit","high_value","bandit-task","93","692185","0.0-11.0-0.8","6179","401745","lowRank"
"82","3","10","false","safe","risky","safe","50","1011","bandit","decision","bandit-task","94","695659","0.0-11.0-0.9","6179","401745","lowRank"
"83","3","11","false","safe","risky","safe","90","983","bandit","high_value","bandit-task","95","699339","0.0-11.0-0.10","6179","401745","lowRank"
"84","3","12","false","risky","safe","safe","90","833","bandit","high_value","bandit-task","96","702691","0.0-11.0-0.11","6179","401745","lowRank"
"85","3","13","false","risky","safe","safe","90","937","bandit","high_value","bandit-task","97","706106","0.0-11.0-0.12","6179","401745","lowRank"
"86","3","14","false","safe","risky","safe","50","897","bandit","decision","bandit-task","98","709971","0.0-11.0-0.13","6179","401745","lowRank"
"87","3","15","false","safe","risky","safe","50","930","bandit","decision","bandit-task","99","713347","0.0-11.0-0.14","6179","401745","lowRank"
"88","3","16","false","safe","risky","safe","90","1098","bandit","high_value","bandit-task","100","717006","0.0-11.0-0.15","6179","401745","lowRank"
"89","3","17","false","risky","safe","safe","90","862","bandit","high_value","bandit-task","101","720353","0.0-11.0-0.16","6179","401745","lowRank"
"90","3","18","false","risky","safe","risky","20","955","bandit","low_value","bandit-task","102","723819","0.0-11.0-0.17","6179","401745","lowRank"
"91","3","19","false","risky","safe","safe","90","794","bandit","high_value","bandit-task","103","727130","0.0-11.0-0.18","6179","401745","lowRank"
"92","3","20","false","safe","risky","risky","0","1330","bandit","low_value","bandit-task","104","731517","0.0-11.0-0.19","6179","401745","lowRank"
"93","3","21","false","safe","risky","safe","50","1837","bandit","decision","bandit-task","105","735889","0.0-11.0-0.20","6179","401745","lowRank"
"94","3","22","false","risky","safe","safe","50","1195","bandit","decision","bandit-task","106","739578","0.0-11.0-0.21","6179","401745","lowRank"
"95","3","23","false","risky","safe","safe","90","896","bandit","high_value","bandit-task","107","742977","0.0-11.0-0.22","6179","401745","lowRank"
"96","3","24","false","risky","safe","safe","90","770","bandit","high_value","bandit-task","108","746264","0.0-11.0-0.23","6179","401745","lowRank"
"97","3","25","false","safe","risky","safe","90","906","bandit","high_value","bandit-task","109","749783","0.0-11.0-0.24","6179","401745","lowRank"
"98","3","26","false","risky","safe","safe","90","698","bandit","high_value","bandit-task","110","753023","0.0-11.0-0.25","6179","401745","lowRank"
"99","3","27","false","safe","risky","safe","90","761","bandit","high_value","bandit-task","111","756560","0.0-11.0-0.26","6179","401745","lowRank"
"100","3","28","false","risky","safe","risky","0","1909","bandit","low_value","bandit-task","112","761333","0.0-11.0-0.27","6179","401745","lowRank"
"101","3","29","false","risky","safe","safe","50","1048","bandit","decision","bandit-task","113","765319","0.0-11.0-0.28","6179","401745","lowRank"
"102","3","30","false","risky","safe","safe","90","880","bandit","high_value","bandit-task","114","768912","0.0-11.0-0.29","6179","401745","lowRank"
"103","3","31","false","safe","risky","safe","50","1080","bandit","decision","bandit-task","115","772511","0.0-11.0-0.30","6179","401745","lowRank"
"104","3","32","false","safe","risky","safe","50","1001","bandit","decision","bandit-task","116","776207","0.0-11.0-0.31","6179","401745","lowRank"
"105","3","33","false","safe","risky","safe","90","1027","bandit","high_value","bandit-task","117","779759","0.0-11.0-0.32","6179","401745","lowRank"
"106","3","34","false","safe","risky","safe","90","906","bandit","high_value","bandit-task","118","783190","0.0-11.0-0.33","6179","401745","lowRank"
