"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","safe","10","4147","bandit","low_value","bandit-task","8","112577","0.0-7.0-0.0","97979","807590","lowRank"
"2","1","2","false","safe","risky","risky","80","2684","bandit","high_value","bandit-task","9","118287","0.0-7.0-0.1","97979","807590","lowRank"
"3","1","3","false","risky","safe","safe","90","2051","bandit","high_value","bandit-task","10","123112","0.0-7.0-0.2","97979","807590","lowRank"
"4","1","4","false","risky","safe","risky","30","1183","bandit","decision","bandit-task","11","127086","0.0-7.0-0.3","97979","807590","lowRank"
"5","1","5","false","safe","risky","safe","50","1232","bandit","decision","bandit-task","12","131321","0.0-7.0-0.4","97979","807590","lowRank"
"6","1","6","false","risky","safe","risky","80","2051","bandit","high_value","bandit-task","13","136212","0.0-7.0-0.5","97979","807590","lowRank"
"7","1","7","false","risky","safe","risky","80","1372","bandit","high_value","bandit-task","14","140019","0.0-7.0-0.6","97979","807590","lowRank"
"8","1","8","false","safe","risky","safe","50","1485","bandit","decision","bandit-task","15","144001","0.0-7.0-0.7","97979","807590","lowRank"
"9","1","9","false","safe","risky","risky","30","1143","bandit","decision","bandit-task","16","147704","0.0-7.0-0.8","97979","807590","lowRank"
"10","1","10","false","risky","safe","risky","0","1883","bandit","low_value","bandit-task","17","152186","0.0-7.0-0.9","97979","807590","lowRank"
"11","1","11","false","risky","safe","risky","80","1295","bandit","high_value","bandit-task","18","156066","0.0-7.0-0.10","97979","807590","lowRank"
"12","1","12","false","safe","risky","safe","50","1284","bandit","decision","bandit-task","19","159975","0.0-7.0-0.11","97979","807590","lowRank"
"13","1","13","false","safe","risky","risky","20","1576","bandit","low_value","bandit-task","20","164353","0.0-7.0-0.12","97979","807590","lowRank"
"14","1","14","false","risky","safe","risky","30","1539","bandit","decision","bandit-task","21","168835","0.0-7.0-0.13","97979","807590","lowRank"
"15","1","15","false","risky","safe","risky","80","1384","bandit","high_value","bandit-task","22","172946","0.0-7.0-0.14","97979","807590","lowRank"
"16","1","16","false","safe","risky","risky","80","4055","bandit","high_value","bandit-task","23","180485","0.0-7.0-0.15","97979","807590","lowRank"
"17","1","17","false","safe","risky","risky","70","1625","bandit","decision","bandit-task","24","184736","0.0-7.0-0.16","97979","807590","lowRank"
"18","1","18","false","risky","safe","safe","90","1193","bandit","high_value","bandit-task","25","188400","0.0-7.0-0.17","97979","807590","lowRank"
