"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","0","18516","bandit","low_value","bandit-task","8","312534","0.0-7.0-0.0","6757","983678","highRank"
"2","1","2","false","safe","risky","risky","80","7220","bandit","high_value","bandit-task","9","323021","0.0-7.0-0.1","6757","983678","highRank"
"3","1","3","false","risky","safe","risky","20","10706","bandit","low_value","bandit-task","10","336595","0.0-7.0-0.2","6757","983678","highRank"
"4","1","4","false","safe","risky","risky","0","1085","bandit","low_value","bandit-task","11","340612","0.0-7.0-0.3","6757","983678","highRank"
"5","1","5","false","risky","safe","risky","20","768","bandit","low_value","bandit-task","12","353571","0.0-7.0-0.4","6757","983678","highRank"
"6","1","6","false","risky","safe","safe","50","692","bandit","decision","bandit-task","13","357255","0.0-7.0-0.5","6757","983678","highRank"
"7","1","7","false","safe","risky","risky","20","1222","bandit","low_value","bandit-task","14","361544","0.0-7.0-0.6","6757","983678","highRank"
"8","1","8","false","safe","risky","safe","10","626","bandit","low_value","bandit-task","15","365220","0.0-7.0-0.7","6757","983678","highRank"
"9","1","9","false","safe","risky","risky","0","920","bandit","low_value","bandit-task","16","369313","0.0-7.0-0.8","6757","983678","highRank"
"10","1","10","false","risky","safe","safe","50","920","bandit","decision","bandit-task","17","373132","0.0-7.0-0.9","6757","983678","highRank"
"11","1","11","false","risky","safe","risky","20","795","bandit","low_value","bandit-task","18","376457","0.0-7.0-0.10","6757","983678","highRank"
"12","1","12","false","risky","safe","safe","50","767","bandit","decision","bandit-task","19","380006","0.0-7.0-0.11","6757","983678","highRank"
"13","1","13","false","risky","safe","risky","80","824","bandit","high_value","bandit-task","20","383162","0.0-7.0-0.12","6757","983678","highRank"
"14","1","14","false","safe","risky","safe","50","770","bandit","decision","bandit-task","21","386623","0.0-7.0-0.13","6757","983678","highRank"
"15","1","15","false","safe","risky","risky","80","2172","bandit","high_value","bandit-task","22","391130","0.0-7.0-0.14","6757","983678","highRank"
"16","1","16","false","risky","safe","risky","0","744","bandit","low_value","bandit-task","23","394454","0.0-7.0-0.15","6757","983678","highRank"
"17","1","17","false","safe","risky","safe","50","816","bandit","decision","bandit-task","24","397735","0.0-7.0-0.16","6757","983678","highRank"
"18","1","18","false","risky","safe","safe","50","704","bandit","decision","bandit-task","25","401274","0.0-7.0-0.17","6757","983678","highRank"
"19","1","19","false","risky","safe","risky","20","1495","bandit","low_value","bandit-task","26","405197","0.0-7.0-0.18","6757","983678","highRank"
"20","1","20","false","risky","safe","safe","50","890","bandit","decision","bandit-task","27","408453","0.0-7.0-0.19","6757","983678","highRank"
"21","1","21","false","risky","safe","risky","20","678","bandit","low_value","bandit-task","28","411625","0.0-7.0-0.20","6757","983678","highRank"
"22","1","22","false","risky","safe","safe","50","586","bandit","decision","bandit-task","29","414661","0.0-7.0-0.21","6757","983678","highRank"
"23","1","23","false","risky","safe","risky","100","871","bandit","high_value","bandit-task","30","417932","0.0-7.0-0.22","6757","983678","highRank"
"24","1","24","false","risky","safe","risky","20","691","bandit","low_value","bandit-task","31","421132","0.0-7.0-0.23","6757","983678","highRank"
"25","1","25","false","safe","risky","safe","50","641","bandit","decision","bandit-task","32","424189","0.0-7.0-0.24","6757","983678","highRank"
"26","1","26","false","safe","risky","risky","0","694","bandit","low_value","bandit-task","33","427397","0.0-7.0-0.25","6757","983678","highRank"
"27","1","27","false","safe","risky","risky","20","790","bandit","low_value","bandit-task","34","430531","0.0-7.0-0.26","6757","983678","highRank"
"28","1","28","false","safe","risky","safe","50","541","bandit","decision","bandit-task","35","433429","0.0-7.0-0.27","6757","983678","highRank"
"29","1","29","false","safe","risky","risky","20","545","bandit","low_value","bandit-task","36","436718","0.0-7.0-0.28","6757","983678","highRank"
"30","1","30","false","risky","safe","risky","20","448","bandit","low_value","bandit-task","37","439536","0.0-7.0-0.29","6757","983678","highRank"
