"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","0","3698","bandit","low_value","bandit-task","8","743832","0.0-7.0-0.0","63975","998310","lowRank"
"2","1","2","false","safe","risky","safe","90","1396","bandit","high_value","bandit-task","9","748560","0.0-7.0-0.1","63975","998310","lowRank"
"3","1","3","false","risky","safe","safe","90","1171","bandit","high_value","bandit-task","10","752376","0.0-7.0-0.2","63975","998310","lowRank"
"4","1","4","false","risky","safe","risky","80","1132","bandit","high_value","bandit-task","11","756007","0.0-7.0-0.3","63975","998310","lowRank"
"5","1","5","false","risky","safe","risky","100","1045","bandit","high_value","bandit-task","12","759463","0.0-7.0-0.4","63975","998310","lowRank"
"6","1","6","false","safe","risky","risky","30","1013","bandit","decision","bandit-task","13","762951","0.0-7.0-0.5","63975","998310","lowRank"
"7","1","7","false","risky","safe","risky","100","645","bandit","high_value","bandit-task","14","766048","0.0-7.0-0.6","63975","998310","lowRank"
"8","1","8","false","risky","safe","risky","70","956","bandit","decision","bandit-task","15","769431","0.0-7.0-0.7","63975","998310","lowRank"
"9","1","9","false","risky","safe","safe","50","637","bandit","decision","bandit-task","16","772648","0.0-7.0-0.8","63975","998310","lowRank"
"10","1","10","false","risky","safe","risky","100","1596","bandit","high_value","bandit-task","17","777136","0.0-7.0-0.9","63975","998310","lowRank"
"11","1","11","false","risky","safe","safe","50","1141","bandit","decision","bandit-task","18","780712","0.0-7.0-0.10","63975","998310","lowRank"
"12","1","12","false","safe","risky","risky","30","948","bandit","decision","bandit-task","19","784143","0.0-7.0-0.11","63975","998310","lowRank"
"13","1","13","false","risky","safe","risky","100","901","bandit","high_value","bandit-task","20","787519","0.0-7.0-0.12","63975","998310","lowRank"
"14","1","14","false","risky","safe","risky","80","701","bandit","high_value","bandit-task","21","790631","0.0-7.0-0.13","63975","998310","lowRank"
"15","1","15","false","risky","safe","risky","70","1720","bandit","decision","bandit-task","22","794579","0.0-7.0-0.14","63975","998310","lowRank"
"16","1","16","false","risky","safe","risky","70","837","bandit","decision","bandit-task","23","798083","0.0-7.0-0.15","63975","998310","lowRank"
"17","1","17","false","safe","risky","risky","100","2157","bandit","high_value","bandit-task","24","802787","0.0-7.0-0.16","63975","998310","lowRank"
"18","1","18","false","safe","risky","risky","80","676","bandit","high_value","bandit-task","25","805843","0.0-7.0-0.17","63975","998310","lowRank"
"19","1","19","false","safe","risky","risky","80","710","bandit","high_value","bandit-task","26","808955","0.0-7.0-0.18","63975","998310","lowRank"
"20","1","20","false","safe","risky","risky","0","1262","bandit","low_value","bandit-task","27","812619","0.0-7.0-0.19","63975","998310","lowRank"
"21","1","21","false","safe","risky","risky","100","1494","bandit","high_value","bandit-task","28","816579","0.0-7.0-0.20","63975","998310","lowRank"
"22","1","22","false","safe","risky","risky","30","1539","bandit","decision","bandit-task","29","820379","0.0-7.0-0.21","63975","998310","lowRank"
"23","1","23","false","safe","risky","risky","100","1212","bandit","high_value","bandit-task","30","824179","0.0-7.0-0.22","63975","998310","lowRank"
