"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","safe","90","1247","bandit","high_value","bandit-task","8","100517","0.0-7.0-0.0","20115","214783","lowRank"
"2","1","2","false","safe","risky","safe","10","554","bandit","low_value","bandit-task","9","103484","0.0-7.0-0.1","20115","214783","lowRank"
"3","1","3","false","safe","risky","risky","70","1181","bandit","decision","bandit-task","10","107256","0.0-7.0-0.2","20115","214783","lowRank"
"4","1","4","false","risky","safe","risky","100","2539","bandit","high_value","bandit-task","11","112376","0.0-7.0-0.3","20115","214783","lowRank"
"5","1","5","false","safe","risky","risky","80","848","bandit","high_value","bandit-task","12","115814","0.0-7.0-0.4","20115","214783","lowRank"
"6","1","6","false","safe","risky","safe","50","1529","bandit","decision","bandit-task","13","120076","0.0-7.0-0.5","20115","214783","lowRank"
"7","1","7","false","safe","risky","risky","0","830","bandit","low_value","bandit-task","14","123498","0.0-7.0-0.6","20115","214783","lowRank"
"8","1","8","false","safe","risky","risky","100","1317","bandit","high_value","bandit-task","15","127500","0.0-7.0-0.7","20115","214783","lowRank"
"9","1","9","false","safe","risky","risky","80","1120","bandit","high_value","bandit-task","16","131408","0.0-7.0-0.8","20115","214783","lowRank"
"10","1","10","false","risky","safe","risky","30","2664","bandit","decision","bandit-task","17","136555","0.0-7.0-0.9","20115","214783","lowRank"
"11","1","11","false","safe","risky","risky","100","1241","bandit","high_value","bandit-task","18","140628","0.0-7.0-0.10","20115","214783","lowRank"
"12","1","12","false","safe","risky","risky","100","804","bandit","high_value","bandit-task","19","143834","0.0-7.0-0.11","20115","214783","lowRank"
"13","1","13","false","risky","safe","safe","10","1592","bandit","low_value","bandit-task","20","147887","0.0-7.0-0.12","20115","214783","lowRank"
"14","1","14","false","safe","risky","safe","50","2118","bandit","decision","bandit-task","21","152451","0.0-7.0-0.13","20115","214783","lowRank"
"15","1","15","false","safe","risky","risky","100","939","bandit","high_value","bandit-task","22","155872","0.0-7.0-0.14","20115","214783","lowRank"
"16","1","16","false","risky","safe","safe","50","2789","bandit","decision","bandit-task","23","161073","0.0-7.0-0.15","20115","214783","lowRank"
"17","1","17","false","safe","risky","safe","50","970","bandit","decision","bandit-task","24","164519","0.0-7.0-0.16","20115","214783","lowRank"
