"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","80","10184","bandit","high_value","bandit-task","8","333954","0.0-7.0-0.0","34456","516527","lowRank"
"2","1","2","false","safe","risky","risky","20","9794","bandit","low_value","bandit-task","9","347730","0.0-7.0-0.1","34456","516527","lowRank"
"3","1","3","false","risky","safe","risky","70","1355","bandit","decision","bandit-task","10","352584","0.0-7.0-0.2","34456","516527","lowRank"
"4","1","4","false","risky","safe","safe","50","2163","bandit","decision","bandit-task","11","358147","0.0-7.0-0.3","34456","516527","lowRank"
"5","1","5","false","risky","safe","safe","50","1873","bandit","decision","bandit-task","12","363201","0.0-7.0-0.4","34456","516527","lowRank"
"6","1","6","false","safe","risky","risky","100","4855","bandit","high_value","bandit-task","13","371276","0.0-7.0-0.5","34456","516527","lowRank"
"7","1","7","false","risky","safe","risky","100","935","bandit","high_value","bandit-task","14","375481","0.0-7.0-0.6","34456","516527","lowRank"
"8","1","8","false","risky","safe","safe","50","1780","bandit","decision","bandit-task","15","380425","0.0-7.0-0.7","34456","516527","lowRank"
"9","1","9","false","safe","risky","safe","50","954","bandit","decision","bandit-task","16","384635","0.0-7.0-0.8","34456","516527","lowRank"
"10","1","10","false","safe","risky","safe","10","2633","bandit","low_value","bandit-task","17","390572","0.0-7.0-0.9","34456","516527","lowRank"
"11","1","11","false","safe","risky","risky","100","1539","bandit","high_value","bandit-task","18","395260","0.0-7.0-0.10","34456","516527","lowRank"
"12","1","12","false","risky","safe","safe","50","1457","bandit","decision","bandit-task","19","399753","0.0-7.0-0.11","34456","516527","lowRank"
"13","1","13","false","risky","safe","safe","50","1320","bandit","decision","bandit-task","20","403784","0.0-7.0-0.12","34456","516527","lowRank"
"14","1","14","false","risky","safe","safe","50","958","bandit","decision","bandit-task","21","407369","0.0-7.0-0.13","34456","516527","lowRank"
"15","1","15","false","safe","risky","safe","50","932","bandit","decision","bandit-task","22","411244","0.0-7.0-0.14","34456","516527","lowRank"
"16","1","16","false","risky","safe","risky","100","1513","bandit","high_value","bandit-task","23","415739","0.0-7.0-0.15","34456","516527","lowRank"
"17","1","17","false","risky","safe","risky","100","959","bandit","high_value","bandit-task","24","419396","0.0-7.0-0.16","34456","516527","lowRank"
"18","1","18","false","safe","risky","risky","100","1507","bandit","high_value","bandit-task","25","429078","0.0-7.0-0.17","34456","516527","lowRank"
"19","1","19","false","safe","risky","risky","100","838","bandit","high_value","bandit-task","26","432614","0.0-7.0-0.18","34456","516527","lowRank"
"20","1","20","false","safe","risky","risky","80","809","bandit","high_value","bandit-task","27","436290","0.0-7.0-0.19","34456","516527","lowRank"
"21","1","21","false","safe","risky","risky","0","2396","bandit","low_value","bandit-task","28","441802","0.0-7.0-0.20","34456","516527","lowRank"
"22","1","22","false","risky","safe","risky","100","2326","bandit","high_value","bandit-task","29","447030","0.0-7.0-0.21","34456","516527","lowRank"
"23","1","23","false","safe","risky","risky","100","896","bandit","high_value","bandit-task","30","451383","0.0-7.0-0.22","34456","516527","lowRank"
"24","1","24","false","risky","safe","risky","100","971","bandit","high_value","bandit-task","31","457749","0.0-7.0-0.23","34456","516527","lowRank"
"25","1","25","false","risky","safe","risky","80","4208","bandit","high_value","bandit-task","32","466513","0.0-7.0-0.24","34456","516527","lowRank"
"26","1","26","false","safe","risky","risky","100","1532","bandit","high_value","bandit-task","33","473820","0.0-7.0-0.25","34456","516527","lowRank"
"27","1","27","false","safe","risky","risky","100","1037","bandit","high_value","bandit-task","34","479185","0.0-7.0-0.26","34456","516527","lowRank"
"28","1","28","false","risky","safe","risky","80","3526","bandit","high_value","bandit-task","35","489776","0.0-7.0-0.27","34456","516527","lowRank"
"29","1","29","false","safe","risky","risky","100","1099","bandit","high_value","bandit-task","36","493550","0.0-7.0-0.28","34456","516527","lowRank"
"30","1","30","false","risky","safe","risky","80","955","bandit","high_value","bandit-task","37","497307","0.0-7.0-0.29","34456","516527","lowRank"
"31","1","31","false","risky","safe","safe","50","1701","bandit","decision","bandit-task","38","501812","0.0-7.0-0.30","34456","516527","lowRank"
"32","1","32","false","risky","safe","safe","50","873","bandit","decision","bandit-task","39","514037","0.0-7.0-0.31","34456","516527","lowRank"
"33","1","33","false","risky","safe","safe","50","873","bandit","decision","bandit-task","40","517667","0.0-7.0-0.32","34456","516527","lowRank"
"34","1","34","false","safe","risky","risky","20","2569","bandit","low_value","bandit-task","41","522953","0.0-7.0-0.33","34456","516527","lowRank"
"35","1","35","false","safe","risky","risky","100","753","bandit","high_value","bandit-task","42","526446","0.0-7.0-0.34","34456","516527","lowRank"
"36","1","36","false","risky","safe","risky","100","5602","bandit","high_value","bandit-task","43","538377","0.0-7.0-0.35","34456","516527","lowRank"
"37","2","1","false","safe","risky","risky","30","2545","bandit","decision","bandit-task","45","563653","0.0-9.0-0.0","34456","516527","lowRank"
"38","2","2","false","risky","safe","risky","100","5015","bandit","high_value","bandit-task","46","571528","0.0-9.0-0.1","34456","516527","lowRank"
"39","2","3","false","safe","risky","risky","100","1497","bandit","high_value","bandit-task","47","575685","0.0-9.0-0.2","34456","516527","lowRank"
"40","2","4","false","safe","risky","risky","80","812","bandit","high_value","bandit-task","48","579170","0.0-9.0-0.3","34456","516527","lowRank"
"41","2","5","false","risky","safe","risky","70","1663","bandit","decision","bandit-task","49","583595","0.0-9.0-0.4","34456","516527","lowRank"
"42","2","6","false","risky","safe","risky","80","1245","bandit","high_value","bandit-task","50","587759","0.0-9.0-0.5","34456","516527","lowRank"
"43","2","7","false","risky","safe","safe","10","2552","bandit","low_value","bandit-task","51","593672","0.0-9.0-0.6","34456","516527","lowRank"
"44","2","8","false","risky","safe","risky","80","1024","bandit","high_value","bandit-task","52","598005","0.0-9.0-0.7","34456","516527","lowRank"
"45","2","9","false","safe","risky","risky","30","5373","bandit","decision","bandit-task","53","606320","0.0-9.0-0.8","34456","516527","lowRank"
"46","2","10","false","risky","safe","risky","100","874","bandit","high_value","bandit-task","54","609976","0.0-9.0-0.9","34456","516527","lowRank"
"47","2","11","false","safe","risky","safe","50","1602","bandit","decision","bandit-task","55","614402","0.0-9.0-0.10","34456","516527","lowRank"
"48","2","12","false","safe","risky","risky","100","2070","bandit","high_value","bandit-task","56","619518","0.0-9.0-0.11","34456","516527","lowRank"
"49","2","13","false","safe","risky","safe","50","804","bandit","decision","bandit-task","57","624157","0.0-9.0-0.12","34456","516527","lowRank"
"50","2","14","false","risky","safe","risky","80","1674","bandit","high_value","bandit-task","58","628877","0.0-9.0-0.13","34456","516527","lowRank"
"51","2","15","false","risky","safe","risky","100","1843","bandit","high_value","bandit-task","59","633343","0.0-9.0-0.14","34456","516527","lowRank"
"52","2","16","false","risky","safe","risky","100","968","bandit","high_value","bandit-task","60","636995","0.0-9.0-0.15","34456","516527","lowRank"
"53","2","17","false","safe","risky","risky","100","1085","bandit","high_value","bandit-task","61","640699","0.0-9.0-0.16","34456","516527","lowRank"
"54","2","18","false","risky","safe","risky","100","996","bandit","high_value","bandit-task","62","645047","0.0-9.0-0.17","34456","516527","lowRank"
"55","2","19","false","risky","safe","safe","90","992","bandit","high_value","bandit-task","63","648996","0.0-9.0-0.18","34456","516527","lowRank"
"56","2","20","false","safe","risky","risky","0","1899","bandit","low_value","bandit-task","64","653530","0.0-9.0-0.19","34456","516527","lowRank"
"57","2","21","false","risky","safe","risky","100","892","bandit","high_value","bandit-task","65","659859","0.0-9.0-0.20","34456","516527","lowRank"
"58","2","22","false","risky","safe","risky","30","982","bandit","decision","bandit-task","66","664393","0.0-9.0-0.21","34456","516527","lowRank"
"59","2","23","false","risky","safe","risky","80","855","bandit","high_value","bandit-task","67","668039","0.0-9.0-0.22","34456","516527","lowRank"
"60","2","24","false","safe","risky","risky","70","1115","bandit","decision","bandit-task","68","672164","0.0-9.0-0.23","34456","516527","lowRank"
"61","2","25","false","risky","safe","risky","30","866","bandit","decision","bandit-task","69","676164","0.0-9.0-0.24","34456","516527","lowRank"
"62","2","26","false","safe","risky","risky","80","929","bandit","high_value","bandit-task","70","679983","0.0-9.0-0.25","34456","516527","lowRank"
"63","2","27","false","risky","safe","risky","80","918","bandit","high_value","bandit-task","71","683830","0.0-9.0-0.26","34456","516527","lowRank"
"64","2","28","false","safe","risky","risky","0","975","bandit","low_value","bandit-task","72","687832","0.0-9.0-0.27","34456","516527","lowRank"
"65","2","29","false","safe","risky","risky","80","914","bandit","high_value","bandit-task","73","691526","0.0-9.0-0.28","34456","516527","lowRank"
"66","2","30","false","safe","risky","safe","50","1274","bandit","decision","bandit-task","74","697310","0.0-9.0-0.29","34456","516527","lowRank"
"67","2","31","false","safe","risky","risky","30","7480","bandit","decision","bandit-task","75","709275","0.0-9.0-0.30","34456","516527","lowRank"
"68","2","32","false","safe","risky","risky","100","3451","bandit","high_value","bandit-task","76","715452","0.0-9.0-0.31","34456","516527","lowRank"
"69","2","33","false","safe","risky","risky","0","2342","bandit","low_value","bandit-task","77","720858","0.0-9.0-0.32","34456","516527","lowRank"
"70","2","34","false","safe","risky","risky","70","2634","bandit","decision","bandit-task","78","726803","0.0-9.0-0.33","34456","516527","lowRank"
"71","2","35","false","risky","safe","safe","50","1204","bandit","decision","bandit-task","79","731058","0.0-9.0-0.34","34456","516527","lowRank"
"72","2","36","false","risky","safe","risky","100","756","bandit","high_value","bandit-task","80","734587","0.0-9.0-0.35","34456","516527","lowRank"
"73","3","1","false","safe","risky","risky","100","1565","bandit","high_value","bandit-task","82","740907","0.0-11.0-0.0","34456","516527","lowRank"
