"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","20","4549","bandit","low_value","bandit-task","11","151955","0.0-7.0-0.0","36613","550888","highRank"
"2","1","2","false","safe","risky","risky","100","859","bandit","high_value","bandit-task","12","156176","0.0-7.0-0.1","36613","550888","highRank"
"3","1","3","false","risky","safe","safe","10","633","bandit","low_value","bandit-task","13","159390","0.0-7.0-0.2","36613","550888","highRank"
"4","1","4","false","safe","risky","safe","10","746","bandit","low_value","bandit-task","14","162668","0.0-7.0-0.3","36613","550888","highRank"
"5","1","5","false","risky","safe","safe","50","735","bandit","decision","bandit-task","15","165973","0.0-7.0-0.4","36613","550888","highRank"
"6","1","6","false","safe","risky","risky","0","1633","bandit","low_value","bandit-task","16","170167","0.0-7.0-0.5","36613","550888","highRank"
"7","1","7","false","safe","risky","safe","10","1308","bandit","low_value","bandit-task","17","173963","0.0-7.0-0.6","36613","550888","highRank"
"8","1","8","false","risky","safe","risky","0","951","bandit","low_value","bandit-task","18","177747","0.0-7.0-0.7","36613","550888","highRank"
"9","1","9","false","risky","safe","risky","70","1539","bandit","decision","bandit-task","19","182008","0.0-7.0-0.8","36613","550888","highRank"
"10","1","10","false","safe","risky","risky","30","902","bandit","decision","bandit-task","20","185791","0.0-7.0-0.9","36613","550888","highRank"
"11","1","11","false","safe","risky","risky","20","1004","bandit","low_value","bandit-task","21","189288","0.0-7.0-0.10","36613","550888","highRank"
"12","1","12","false","risky","safe","safe","10","1071","bandit","low_value","bandit-task","22","193161","0.0-7.0-0.11","36613","550888","highRank"
"13","1","13","false","risky","safe","risky","20","773","bandit","low_value","bandit-task","23","196420","0.0-7.0-0.12","36613","550888","highRank"
"14","1","14","false","safe","risky","risky","80","1344","bandit","high_value","bandit-task","24","200407","0.0-7.0-0.13","36613","550888","highRank"
"15","1","15","false","risky","safe","risky","20","3903","bandit","low_value","bandit-task","25","207076","0.0-7.0-0.14","36613","550888","highRank"
"16","1","16","false","risky","safe","safe","10","982","bandit","low_value","bandit-task","26","210600","0.0-7.0-0.15","36613","550888","highRank"
"17","1","17","false","safe","risky","safe","50","3498","bandit","decision","bandit-task","27","216928","0.0-7.0-0.16","36613","550888","highRank"
"18","1","18","false","safe","risky","risky","20","2354","bandit","low_value","bandit-task","28","222278","0.0-7.0-0.17","36613","550888","highRank"
"19","1","19","false","safe","risky","risky","20","1235","bandit","low_value","bandit-task","29","226084","0.0-7.0-0.18","36613","550888","highRank"
"20","1","20","false","safe","risky","risky","30","1317","bandit","decision","bandit-task","30","229909","0.0-7.0-0.19","36613","550888","highRank"
"21","1","21","false","risky","safe","risky","30","1125","bandit","decision","bandit-task","31","233571","0.0-7.0-0.20","36613","550888","highRank"
"22","1","22","false","safe","risky","risky","0","735","bandit","low_value","bandit-task","32","237216","0.0-7.0-0.21","36613","550888","highRank"
"23","1","23","false","risky","safe","safe","10","2799","bandit","low_value","bandit-task","33","242521","0.0-7.0-0.22","36613","550888","highRank"
"24","1","24","false","safe","risky","risky","30","905","bandit","decision","bandit-task","34","246221","0.0-7.0-0.23","36613","550888","highRank"
"25","1","25","false","risky","safe","safe","50","593","bandit","decision","bandit-task","35","249313","0.0-7.0-0.24","36613","550888","highRank"
