"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","20","4900","bandit","low_value","bandit-task","8","115618","0.0-7.0-0.0","14356","189711","highRank"
"2","1","2","false","risky","safe","safe","90","2300","bandit","high_value","bandit-task","9","120970","0.0-7.0-0.1","14356","189711","highRank"
"3","1","3","false","safe","risky","risky","0","1273","bandit","low_value","bandit-task","10","125183","0.0-7.0-0.2","14356","189711","highRank"
"4","1","4","false","risky","safe","safe","50","1138","bandit","decision","bandit-task","11","129478","0.0-7.0-0.3","14356","189711","highRank"
"5","1","5","false","risky","safe","safe","10","981","bandit","low_value","bandit-task","12","133369","0.0-7.0-0.4","14356","189711","highRank"
"6","1","6","false","safe","risky","risky","70","1318","bandit","decision","bandit-task","13","138245","0.0-7.0-0.5","14356","189711","highRank"
"7","1","7","false","risky","safe","risky","30","2921","bandit","decision","bandit-task","14","143986","0.0-7.0-0.6","14356","189711","highRank"
"8","1","8","false","risky","safe","risky","70","2041","bandit","decision","bandit-task","15","148862","0.0-7.0-0.7","14356","189711","highRank"
"9","1","9","false","safe","risky","risky","70","2107","bandit","decision","bandit-task","16","154051","0.0-7.0-0.8","14356","189711","highRank"
"10","1","10","false","risky","safe","risky","20","1489","bandit","low_value","bandit-task","17","158584","0.0-7.0-0.9","14356","189711","highRank"
"11","1","11","false","safe","risky","risky","0","1302","bandit","low_value","bandit-task","18","162513","0.0-7.0-0.10","14356","189711","highRank"
"12","1","12","false","safe","risky","risky","0","1243","bandit","low_value","bandit-task","19","166525","0.0-7.0-0.11","14356","189711","highRank"
"13","1","13","false","safe","risky","risky","80","2174","bandit","high_value","bandit-task","20","171573","0.0-7.0-0.12","14356","189711","highRank"
"14","1","14","false","risky","safe","safe","10","1734","bandit","low_value","bandit-task","21","177209","0.0-7.0-0.13","14356","189711","highRank"
"15","1","15","false","safe","risky","safe","10","2464","bandit","low_value","bandit-task","22","182667","0.0-7.0-0.14","14356","189711","highRank"
"16","1","16","false","risky","safe","risky","100","2009","bandit","high_value","bandit-task","23","187259","0.0-7.0-0.15","14356","189711","highRank"
