"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","80","1787","bandit","high_value","bandit-task","8","182769","0.0-7.0-0.0","7649","939312","highRank"
"2","1","2","false","safe","risky","risky","0","2467","bandit","low_value","bandit-task","9","187837","0.0-7.0-0.1","7649","939312","highRank"
"3","1","3","false","risky","safe","risky","20","1314","bandit","low_value","bandit-task","10","191730","0.0-7.0-0.2","7649","939312","highRank"
"4","1","4","false","safe","risky","risky","20","883","bandit","low_value","bandit-task","11","195188","0.0-7.0-0.3","7649","939312","highRank"
"5","1","5","false","safe","risky","risky","80","1562","bandit","high_value","bandit-task","12","199319","0.0-7.0-0.4","7649","939312","highRank"
"6","1","6","false","risky","safe","safe","50","1506","bandit","decision","bandit-task","13","203364","0.0-7.0-0.5","7649","939312","highRank"
"7","1","7","false","risky","safe","safe","10","1104","bandit","low_value","bandit-task","14","206961","0.0-7.0-0.6","7649","939312","highRank"
"8","1","8","false","safe","risky","risky","20","776","bandit","low_value","bandit-task","15","210196","0.0-7.0-0.7","7649","939312","highRank"
"9","1","9","false","risky","safe","risky","70","2325","bandit","decision","bandit-task","16","215101","0.0-7.0-0.8","7649","939312","highRank"
"10","1","10","false","risky","safe","risky","20","1579","bandit","low_value","bandit-task","17","219269","0.0-7.0-0.9","7649","939312","highRank"
"11","1","11","false","safe","risky","safe","50","2130","bandit","decision","bandit-task","18","223953","0.0-7.0-0.10","7649","939312","highRank"
"12","1","12","false","safe","risky","risky","0","2666","bandit","low_value","bandit-task","19","229774","0.0-7.0-0.11","7649","939312","highRank"
"13","1","13","false","risky","safe","safe","50","2505","bandit","decision","bandit-task","20","234873","0.0-7.0-0.12","7649","939312","highRank"
"14","1","14","false","safe","risky","risky","20","1229","bandit","low_value","bandit-task","21","238725","0.0-7.0-0.13","7649","939312","highRank"
"15","1","15","false","risky","safe","safe","10","1927","bandit","low_value","bandit-task","22","243240","0.0-7.0-0.14","7649","939312","highRank"
"16","1","16","false","safe","risky","risky","0","755","bandit","low_value","bandit-task","23","246499","0.0-7.0-0.15","7649","939312","highRank"
"17","1","17","false","risky","safe","safe","10","1883","bandit","low_value","bandit-task","24","250897","0.0-7.0-0.16","7649","939312","highRank"
"18","1","18","false","safe","risky","safe","10","1534","bandit","low_value","bandit-task","25","255009","0.0-7.0-0.17","7649","939312","highRank"
"19","1","19","false","safe","risky","safe","90","1718","bandit","high_value","bandit-task","26","259306","0.0-7.0-0.18","7649","939312","highRank"
"20","1","20","false","risky","safe","safe","10","3295","bandit","low_value","bandit-task","27","265129","0.0-7.0-0.19","7649","939312","highRank"
"21","1","21","false","safe","risky","risky","70","1603","bandit","decision","bandit-task","28","269285","0.0-7.0-0.20","7649","939312","highRank"
"22","1","22","false","risky","safe","risky","70","1227","bandit","decision","bandit-task","29","273086","0.0-7.0-0.21","7649","939312","highRank"
"23","1","23","false","safe","risky","risky","30","917","bandit","decision","bandit-task","30","276720","0.0-7.0-0.22","7649","939312","highRank"
"24","1","24","false","safe","risky","safe","50","1965","bandit","decision","bandit-task","31","281203","0.0-7.0-0.23","7649","939312","highRank"
"25","1","25","false","safe","risky","safe","90","919","bandit","high_value","bandit-task","32","284584","0.0-7.0-0.24","7649","939312","highRank"
"26","1","26","false","risky","safe","risky","0","2035","bandit","low_value","bandit-task","33","289282","0.0-7.0-0.25","7649","939312","highRank"
"27","1","27","false","safe","risky","risky","30","999","bandit","decision","bandit-task","34","292912","0.0-7.0-0.26","7649","939312","highRank"
"28","1","28","false","safe","risky","safe","10","1109","bandit","low_value","bandit-task","35","296546","0.0-7.0-0.27","7649","939312","highRank"
"29","1","29","false","safe","risky","safe","10","1003","bandit","low_value","bandit-task","36","300067","0.0-7.0-0.28","7649","939312","highRank"
"30","1","30","false","risky","safe","safe","10","1161","bandit","low_value","bandit-task","37","304080","0.0-7.0-0.29","7649","939312","highRank"
"31","1","31","false","safe","risky","risky","0","692","bandit","low_value","bandit-task","38","307267","0.0-7.0-0.30","7649","939312","highRank"
"32","1","32","false","risky","safe","risky","30","941","bandit","decision","bandit-task","39","310724","0.0-7.0-0.31","7649","939312","highRank"
"33","1","33","false","safe","risky","risky","20","1188","bandit","low_value","bandit-task","40","314541","0.0-7.0-0.32","7649","939312","highRank"
"34","1","34","false","safe","risky","risky","30","1532","bandit","decision","bandit-task","41","318635","0.0-7.0-0.33","7649","939312","highRank"
"35","1","35","false","risky","safe","risky","0","1505","bandit","low_value","bandit-task","42","322754","0.0-7.0-0.34","7649","939312","highRank"
"36","1","36","false","safe","risky","risky","70","955","bandit","decision","bandit-task","43","326491","0.0-7.0-0.35","7649","939312","highRank"
"37","2","1","false","risky","safe","risky","0","1730","bandit","low_value","bandit-task","45","336622","0.0-9.0-0.0","7649","939312","highRank"
"38","2","2","false","risky","safe","safe","10","762","bandit","low_value","bandit-task","46","339820","0.0-9.0-0.1","7649","939312","highRank"
"39","2","3","false","safe","risky","risky","0","1036","bandit","low_value","bandit-task","47","343332","0.0-9.0-0.2","7649","939312","highRank"
"40","2","4","false","safe","risky","risky","70","1909","bandit","decision","bandit-task","48","347697","0.0-9.0-0.3","7649","939312","highRank"
"41","2","5","false","risky","safe","risky","70","908","bandit","decision","bandit-task","49","351184","0.0-9.0-0.4","7649","939312","highRank"
"42","2","6","false","risky","safe","safe","10","1781","bandit","low_value","bandit-task","50","355384","0.0-9.0-0.5","7649","939312","highRank"
"43","2","7","false","safe","risky","risky","30","1052","bandit","decision","bandit-task","51","358946","0.0-9.0-0.6","7649","939312","highRank"
"44","2","8","false","risky","safe","safe","90","822","bandit","high_value","bandit-task","52","362237","0.0-9.0-0.7","7649","939312","highRank"
"45","2","9","false","risky","safe","risky","20","1279","bandit","low_value","bandit-task","53","365968","0.0-9.0-0.8","7649","939312","highRank"
"46","2","10","false","risky","safe","safe","10","987","bandit","low_value","bandit-task","54","369467","0.0-9.0-0.9","7649","939312","highRank"
"47","2","11","false","risky","safe","risky","20","865","bandit","low_value","bandit-task","55","372903","0.0-9.0-0.10","7649","939312","highRank"
"48","2","12","false","safe","risky","safe","50","1559","bandit","decision","bandit-task","56","376926","0.0-9.0-0.11","7649","939312","highRank"
"49","2","13","false","safe","risky","risky","0","802","bandit","low_value","bandit-task","57","380293","0.0-9.0-0.12","7649","939312","highRank"
"50","2","14","false","risky","safe","risky","30","870","bandit","decision","bandit-task","58","383778","0.0-9.0-0.13","7649","939312","highRank"
"51","2","15","false","safe","risky","safe","90","1134","bandit","high_value","bandit-task","59","387382","0.0-9.0-0.14","7649","939312","highRank"
"52","2","16","false","risky","safe","safe","10","1507","bandit","low_value","bandit-task","60","391337","0.0-9.0-0.15","7649","939312","highRank"
"53","2","17","false","safe","risky","safe","10","793","bandit","low_value","bandit-task","61","394686","0.0-9.0-0.16","7649","939312","highRank"
"54","2","18","false","risky","safe","safe","10","988","bandit","low_value","bandit-task","62","398139","0.0-9.0-0.17","7649","939312","highRank"
"55","2","19","false","safe","risky","risky","70","1183","bandit","decision","bandit-task","63","402039","0.0-9.0-0.18","7649","939312","highRank"
"56","2","20","false","safe","risky","safe","50","1156","bandit","decision","bandit-task","64","405744","0.0-9.0-0.19","7649","939312","highRank"
"57","2","21","false","safe","risky","safe","10","1522","bandit","low_value","bandit-task","65","409747","0.0-9.0-0.20","7649","939312","highRank"
"58","2","22","false","risky","safe","safe","10","1008","bandit","low_value","bandit-task","66","413209","0.0-9.0-0.21","7649","939312","highRank"
"59","2","23","false","safe","risky","risky","20","1020","bandit","low_value","bandit-task","67","416855","0.0-9.0-0.22","7649","939312","highRank"
"60","2","24","false","risky","safe","safe","50","2090","bandit","decision","bandit-task","68","421434","0.0-9.0-0.23","7649","939312","highRank"
"61","2","25","false","safe","risky","safe","90","871","bandit","high_value","bandit-task","69","424967","0.0-9.0-0.24","7649","939312","highRank"
"62","2","26","false","risky","safe","risky","30","1531","bandit","decision","bandit-task","70","429055","0.0-9.0-0.25","7649","939312","highRank"
"63","2","27","false","safe","risky","risky","0","1017","bandit","low_value","bandit-task","71","432580","0.0-9.0-0.26","7649","939312","highRank"
"64","2","28","false","risky","safe","safe","10","1310","bandit","low_value","bandit-task","72","436418","0.0-9.0-0.27","7649","939312","highRank"
"65","2","29","false","safe","risky","safe","10","678","bandit","low_value","bandit-task","73","439666","0.0-9.0-0.28","7649","939312","highRank"
"66","2","30","false","safe","risky","risky","0","711","bandit","low_value","bandit-task","74","442835","0.0-9.0-0.29","7649","939312","highRank"
"67","2","31","false","risky","safe","safe","50","1802","bandit","decision","bandit-task","75","447554","0.0-9.0-0.30","7649","939312","highRank"
"68","2","32","false","safe","risky","safe","90","858","bandit","high_value","bandit-task","76","450990","0.0-9.0-0.31","7649","939312","highRank"
"69","2","33","false","safe","risky","safe","10","890","bandit","low_value","bandit-task","77","454624","0.0-9.0-0.32","7649","939312","highRank"
"70","2","34","false","risky","safe","safe","50","1364","bandit","decision","bandit-task","78","458514","0.0-9.0-0.33","7649","939312","highRank"
"71","2","35","false","safe","risky","safe","10","934","bandit","low_value","bandit-task","79","461944","0.0-9.0-0.34","7649","939312","highRank"
"72","2","36","false","safe","risky","risky","70","1350","bandit","decision","bandit-task","80","465938","0.0-9.0-0.35","7649","939312","highRank"
"73","3","1","false","safe","risky","risky","20","1696","bandit","low_value","bandit-task","82","500979","0.0-11.0-0.0","7649","939312","highRank"
"74","3","2","false","risky","safe","risky","30","1173","bandit","decision","bandit-task","83","504724","0.0-11.0-0.1","7649","939312","highRank"
"75","3","3","false","risky","safe","risky","0","761","bandit","low_value","bandit-task","84","507993","0.0-11.0-0.2","7649","939312","highRank"
"76","3","4","false","safe","risky","risky","0","862","bandit","low_value","bandit-task","85","511350","0.0-11.0-0.3","7649","939312","highRank"
"77","3","5","false","risky","safe","safe","50","1325","bandit","decision","bandit-task","86","515177","0.0-11.0-0.4","7649","939312","highRank"
"78","3","6","false","risky","safe","safe","10","1446","bandit","low_value","bandit-task","87","519086","0.0-11.0-0.5","7649","939312","highRank"
"79","3","7","false","safe","risky","safe","10","987","bandit","low_value","bandit-task","88","522698","0.0-11.0-0.6","7649","939312","highRank"
"80","3","8","false","safe","risky","safe","50","1236","bandit","decision","bandit-task","89","526532","0.0-11.0-0.7","7649","939312","highRank"
"81","3","9","false","risky","safe","safe","50","999","bandit","decision","bandit-task","90","530769","0.0-11.0-0.8","7649","939312","highRank"
"82","3","10","false","safe","risky","safe","10","930","bandit","low_value","bandit-task","91","534253","0.0-11.0-0.9","7649","939312","highRank"
"83","3","11","false","risky","safe","safe","90","831","bandit","high_value","bandit-task","92","537579","0.0-11.0-0.10","7649","939312","highRank"
"84","3","12","false","safe","risky","safe","90","834","bandit","high_value","bandit-task","93","540917","0.0-11.0-0.11","7649","939312","highRank"
"85","3","13","false","risky","safe","safe","50","1246","bandit","decision","bandit-task","94","544659","0.0-11.0-0.12","7649","939312","highRank"
"86","3","14","false","safe","risky","safe","10","829","bandit","low_value","bandit-task","95","547974","0.0-11.0-0.13","7649","939312","highRank"
"87","3","15","false","risky","safe","safe","50","730","bandit","decision","bandit-task","96","551243","0.0-11.0-0.14","7649","939312","highRank"
"88","3","16","false","risky","safe","safe","10","1256","bandit","low_value","bandit-task","97","555147","0.0-11.0-0.15","7649","939312","highRank"
"89","3","17","false","safe","risky","safe","10","766","bandit","low_value","bandit-task","98","558611","0.0-11.0-0.16","7649","939312","highRank"
"90","3","18","false","safe","risky","safe","90","726","bandit","high_value","bandit-task","99","562019","0.0-11.0-0.17","7649","939312","highRank"
"91","3","19","false","safe","risky","safe","50","1438","bandit","decision","bandit-task","100","565987","0.0-11.0-0.18","7649","939312","highRank"
"92","3","20","false","risky","safe","safe","10","880","bandit","low_value","bandit-task","101","569618","0.0-11.0-0.19","7649","939312","highRank"
"93","3","21","false","risky","safe","risky","30","2144","bandit","decision","bandit-task","102","574197","0.0-11.0-0.20","7649","939312","highRank"
"94","3","22","false","safe","risky","safe","10","919","bandit","low_value","bandit-task","103","577844","0.0-11.0-0.21","7649","939312","highRank"
"95","3","23","false","risky","safe","safe","10","748","bandit","low_value","bandit-task","104","581334","0.0-11.0-0.22","7649","939312","highRank"
