"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","risky","20","3420","bandit","low_value","bandit-task","11","203096","0.0-7.0-0.0","70931","500609","highRank"
"2","1","2","false","risky","safe","safe","90","3287","bandit","high_value","bandit-task","12","235214","0.0-7.0-0.1","70931","500609","highRank"
"3","1","3","false","safe","risky","safe","10","1150","bandit","low_value","bandit-task","13","242477","0.0-7.0-0.2","70931","500609","highRank"
"4","1","4","false","safe","risky","safe","10","2352","bandit","low_value","bandit-task","14","247997","0.0-7.0-0.3","70931","500609","highRank"
"5","1","5","false","risky","safe","safe","50","878","bandit","decision","bandit-task","15","255979","0.0-7.0-0.4","70931","500609","highRank"
"6","1","6","false","safe","risky","safe","50","2969","bandit","decision","bandit-task","16","266563","0.0-7.0-0.5","70931","500609","highRank"
"7","1","7","false","safe","risky","risky","70","3495","bandit","decision","bandit-task","17","276761","0.0-7.0-0.6","70931","500609","highRank"
"8","1","8","false","risky","safe","risky","30","2150","bandit","decision","bandit-task","18","290401","0.0-7.0-0.7","70931","500609","highRank"
"9","1","9","false","safe","risky","safe","10","3425","bandit","low_value","bandit-task","19","296791","0.0-7.0-0.8","70931","500609","highRank"
"10","1","10","false","safe","risky","risky","70","4713","bandit","decision","bandit-task","20","304772","0.0-7.0-0.9","70931","500609","highRank"
"11","1","11","false","safe","risky","risky","20","3309","bandit","low_value","bandit-task","21","312467","0.0-7.0-0.10","70931","500609","highRank"
"12","1","12","false","risky","safe","safe","10","5712","bandit","low_value","bandit-task","22","324826","0.0-7.0-0.11","70931","500609","highRank"
"13","1","13","false","risky","safe","risky","20","4861","bandit","low_value","bandit-task","23","332722","0.0-7.0-0.12","70931","500609","highRank"
"14","1","14","false","risky","safe","risky","20","4807","bandit","low_value","bandit-task","24","340689","0.0-7.0-0.13","70931","500609","highRank"
"15","1","15","false","risky","safe","risky","0","2577","bandit","low_value","bandit-task","25","346919","0.0-7.0-0.14","70931","500609","highRank"
"16","1","16","false","safe","risky","safe","10","2084","bandit","low_value","bandit-task","26","351967","0.0-7.0-0.15","70931","500609","highRank"
"17","1","17","false","safe","risky","risky","20","2483","bandit","low_value","bandit-task","27","359423","0.0-7.0-0.16","70931","500609","highRank"
"18","1","18","false","risky","safe","safe","10","5216","bandit","low_value","bandit-task","28","367775","0.0-7.0-0.17","70931","500609","highRank"
"19","1","19","false","risky","safe","safe","90","5486","bandit","high_value","bandit-task","29","376366","0.0-7.0-0.18","70931","500609","highRank"
"20","1","20","false","risky","safe","risky","100","2461","bandit","high_value","bandit-task","30","387845","0.0-7.0-0.19","70931","500609","highRank"
"21","1","21","false","safe","risky","risky","0","1812","bandit","low_value","bandit-task","31","392501","0.0-7.0-0.20","70931","500609","highRank"
"22","1","22","false","risky","safe","risky","80","2437","bandit","high_value","bandit-task","32","398267","0.0-7.0-0.21","70931","500609","highRank"
"23","1","23","false","risky","safe","safe","10","988","bandit","low_value","bandit-task","33","402165","0.0-7.0-0.22","70931","500609","highRank"
"24","1","24","false","safe","risky","risky","0","1080","bandit","low_value","bandit-task","34","406103","0.0-7.0-0.23","70931","500609","highRank"
"25","1","25","false","safe","risky","risky","20","1004","bandit","low_value","bandit-task","35","410049","0.0-7.0-0.24","70931","500609","highRank"
"26","1","26","false","risky","safe","safe","50","1403","bandit","decision","bandit-task","36","414286","0.0-7.0-0.25","70931","500609","highRank"
"27","1","27","false","safe","risky","safe","10","1951","bandit","low_value","bandit-task","37","418903","0.0-7.0-0.26","70931","500609","highRank"
"28","1","28","false","risky","safe","risky","30","5045","bandit","decision","bandit-task","38","427285","0.0-7.0-0.27","70931","500609","highRank"
"29","1","29","false","risky","safe","safe","10","2871","bandit","low_value","bandit-task","39","433099","0.0-7.0-0.28","70931","500609","highRank"
"30","1","30","false","safe","risky","safe","10","1967","bandit","low_value","bandit-task","40","437445","0.0-7.0-0.29","70931","500609","highRank"
"31","1","31","false","safe","risky","risky","0","1883","bandit","low_value","bandit-task","41","442045","0.0-7.0-0.30","70931","500609","highRank"
"32","1","32","false","safe","risky","safe","50","1529","bandit","decision","bandit-task","42","445997","0.0-7.0-0.31","70931","500609","highRank"
"33","1","33","false","risky","safe","risky","70","1975","bandit","decision","bandit-task","43","451031","0.0-7.0-0.32","70931","500609","highRank"
"34","1","34","false","risky","safe","risky","70","2355","bandit","decision","bandit-task","44","456111","0.0-7.0-0.33","70931","500609","highRank"
"35","1","35","false","safe","risky","safe","50","3472","bandit","decision","bandit-task","45","462487","0.0-7.0-0.34","70931","500609","highRank"
"36","1","36","false","safe","risky","risky","30","1605","bandit","decision","bandit-task","46","466655","0.0-7.0-0.35","70931","500609","highRank"
"37","2","1","false","risky","safe","risky","0","1684","bandit","low_value","bandit-task","48","476737","0.0-9.0-0.0","70931","500609","highRank"
"38","2","2","false","safe","risky","safe","10","725","bandit","low_value","bandit-task","49","480103","0.0-9.0-0.1","70931","500609","highRank"
"39","2","3","false","risky","safe","safe","50","911","bandit","decision","bandit-task","50","483530","0.0-9.0-0.2","70931","500609","highRank"
"40","2","4","false","safe","risky","safe","50","1032","bandit","decision","bandit-task","51","486951","0.0-9.0-0.3","70931","500609","highRank"
