"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","safe","10","4761","bandit","low_value","bandit-task","8","195511","0.0-7.0-0.0","42609","967290","highRank"
"2","1","2","false","risky","safe","risky","80","4197","bandit","high_value","bandit-task","9","204470","0.0-7.0-0.1","42609","967290","highRank"
"3","1","3","false","risky","safe","risky","0","2906","bandit","low_value","bandit-task","10","211014","0.0-7.0-0.2","42609","967290","highRank"
"4","1","4","false","safe","risky","safe","50","3125","bandit","decision","bandit-task","11","218065","0.0-7.0-0.3","42609","967290","highRank"
"5","1","5","false","risky","safe","safe","10","2062","bandit","low_value","bandit-task","12","224554","0.0-7.0-0.4","42609","967290","highRank"
"6","1","6","false","risky","safe","safe","10","3100","bandit","low_value","bandit-task","13","231432","0.0-7.0-0.5","42609","967290","highRank"
"7","1","7","false","safe","risky","safe","50","2775","bandit","decision","bandit-task","14","237600","0.0-7.0-0.6","42609","967290","highRank"
"8","1","8","false","risky","safe","safe","10","3034","bandit","low_value","bandit-task","15","244372","0.0-7.0-0.7","42609","967290","highRank"
"9","1","9","false","risky","safe","risky","20","2734","bandit","low_value","bandit-task","16","250711","0.0-7.0-0.8","42609","967290","highRank"
"10","1","10","false","risky","safe","risky","0","2534","bandit","low_value","bandit-task","17","256569","0.0-7.0-0.9","42609","967290","highRank"
"11","1","11","false","risky","safe","risky","70","2140","bandit","decision","bandit-task","18","262229","0.0-7.0-0.10","42609","967290","highRank"
"12","1","12","false","safe","risky","safe","10","2228","bandit","low_value","bandit-task","19","267979","0.0-7.0-0.11","42609","967290","highRank"
"13","1","13","false","safe","risky","safe","10","2790","bandit","low_value","bandit-task","20","274026","0.0-7.0-0.12","42609","967290","highRank"
"14","1","14","false","safe","risky","safe","10","3494","bandit","low_value","bandit-task","21","281016","0.0-7.0-0.13","42609","967290","highRank"
"15","1","15","false","risky","safe","risky","100","3125","bandit","high_value","bandit-task","22","287524","0.0-7.0-0.14","42609","967290","highRank"
"16","1","16","false","risky","safe","safe","50","2562","bandit","decision","bandit-task","23","293706","0.0-7.0-0.15","42609","967290","highRank"
"17","1","17","false","risky","safe","safe","10","2167","bandit","low_value","bandit-task","24","299168","0.0-7.0-0.16","42609","967290","highRank"
"18","1","18","false","safe","risky","safe","10","1664","bandit","low_value","bandit-task","25","304175","0.0-7.0-0.17","42609","967290","highRank"
"19","1","19","false","safe","risky","safe","50","2926","bandit","decision","bandit-task","26","310374","0.0-7.0-0.18","42609","967290","highRank"
"20","1","20","false","risky","safe","safe","10","1795","bandit","low_value","bandit-task","27","315798","0.0-7.0-0.19","42609","967290","highRank"
"21","1","21","false","risky","safe","risky","70","2899","bandit","decision","bandit-task","28","321978","0.0-7.0-0.20","42609","967290","highRank"
"22","1","22","false","risky","safe","safe","10","1530","bandit","low_value","bandit-task","29","326950","0.0-7.0-0.21","42609","967290","highRank"
"23","1","23","false","risky","safe","risky","70","1795","bandit","decision","bandit-task","30","332386","0.0-7.0-0.22","42609","967290","highRank"
"24","1","24","false","risky","safe","safe","10","1510","bandit","low_value","bandit-task","31","337602","0.0-7.0-0.23","42609","967290","highRank"
"25","1","25","false","safe","risky","risky","70","1939","bandit","decision","bandit-task","32","342788","0.0-7.0-0.24","42609","967290","highRank"
"26","1","26","false","safe","risky","risky","30","1952","bandit","decision","bandit-task","33","348177","0.0-7.0-0.25","42609","967290","highRank"
