"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","choiceType","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","100","5551","bandit","high_value","bandit-task","8","260886","0.0-7.0-0.0","5847","945058","highRank"
"2","1","2","false","safe","risky","safe","10","2899","bandit","low_value","bandit-task","9","266565","0.0-7.0-0.1","5847","945058","highRank"
"3","1","3","false","risky","safe","risky","30","2371","bandit","decision","bandit-task","10","271516","0.0-7.0-0.2","5847","945058","highRank"
"4","1","4","false","risky","safe","risky","0","6543","bandit","low_value","bandit-task","11","280650","0.0-7.0-0.3","5847","945058","highRank"
"5","1","5","false","safe","risky","risky","30","4442","bandit","decision","bandit-task","12","287885","0.0-7.0-0.4","5847","945058","highRank"
"6","1","6","false","safe","risky","safe","10","2741","bandit","low_value","bandit-task","13","293229","0.0-7.0-0.5","5847","945058","highRank"
"7","1","7","false","risky","safe","risky","80","1684","bandit","high_value","bandit-task","14","297526","0.0-7.0-0.6","5847","945058","highRank"
"8","1","8","false","risky","safe","risky","0","5195","bandit","low_value","bandit-task","15","305333","0.0-7.0-0.7","5847","945058","highRank"
"9","1","9","false","risky","safe","safe","50","785","bandit","decision","bandit-task","16","308780","0.0-7.0-0.8","5847","945058","highRank"
"10","1","10","false","risky","safe","safe","50","1051","bandit","decision","bandit-task","17","312308","0.0-7.0-0.9","5847","945058","highRank"
"11","1","11","false","safe","risky","risky","20","845","bandit","low_value","bandit-task","18","315650","0.0-7.0-0.10","5847","945058","highRank"
"12","1","12","false","risky","safe","safe","90","1211","bandit","high_value","bandit-task","19","319533","0.0-7.0-0.11","5847","945058","highRank"
"13","1","13","false","risky","safe","safe","50","907","bandit","decision","bandit-task","20","322861","0.0-7.0-0.12","5847","945058","highRank"
"14","1","14","false","safe","risky","risky","0","1022","bandit","low_value","bandit-task","21","326371","0.0-7.0-0.13","5847","945058","highRank"
"15","1","15","false","safe","risky","risky","20","1854","bandit","low_value","bandit-task","22","331357","0.0-7.0-0.14","5847","945058","highRank"
"16","1","16","false","safe","risky","risky","0","2619","bandit","low_value","bandit-task","23","336406","0.0-7.0-0.15","5847","945058","highRank"
"17","1","17","false","safe","risky","safe","50","796","bandit","decision","bandit-task","24","339647","0.0-7.0-0.16","5847","945058","highRank"
"18","1","18","false","safe","risky","safe","10","1053","bandit","low_value","bandit-task","25","343214","0.0-7.0-0.17","5847","945058","highRank"
"19","1","19","false","risky","safe","safe","90","1503","bandit","high_value","bandit-task","26","347388","0.0-7.0-0.18","5847","945058","highRank"
"20","1","20","false","risky","safe","safe","50","1256","bandit","decision","bandit-task","27","351054","0.0-7.0-0.19","5847","945058","highRank"
"21","1","21","false","risky","safe","safe","10","650","bandit","low_value","bandit-task","28","354147","0.0-7.0-0.20","5847","945058","highRank"
"22","1","22","false","safe","risky","safe","50","1079","bandit","decision","bandit-task","29","357681","0.0-7.0-0.21","5847","945058","highRank"
"23","1","23","false","risky","safe","risky","30","1166","bandit","decision","bandit-task","30","361282","0.0-7.0-0.22","5847","945058","highRank"
"24","1","24","false","safe","risky","safe","10","1729","bandit","low_value","bandit-task","31","365558","0.0-7.0-0.23","5847","945058","highRank"
