"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"5411.254999999983","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","57768","0.0-3.0","13644","920673","highRank"
"19887","{""Q0"":""24"",""Q1"":""Female"",""Q2"":""English"",""Q3"":""United States""}","","demographics","survey-text","4","77686","0.0-4.0","13644","920673","highRank"
