"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"7093.7550000380725","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","44583","0.0-3.0","38463","631536","highRank"
"13417","{""Q0"":""27"",""Q1"":""female"",""Q2"":""english"",""Q3"":""united states""}","","demographics","survey-text","4","58027","0.0-4.0","38463","631536","highRank"
