"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"3898.0000000447035","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","28878","0.0-3.0","94751","698570","lowRank"
"28828","{""Q0"":""29"",""Q1"":""male"",""Q2"":""English"",""Q3"":""United States""}","","demographics","survey-text","4","57747","0.0-4.0","94751","698570","lowRank"
