"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"6116.604999999254","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","43901","0.0-3.0","80623","890681","lowRank"
"17317","{""Q0"":""34"",""Q1"":""female"",""Q2"":""english"",""Q3"":""united states""}","","demographics","survey-text","4","61227","0.0-4.0","80623","890681","lowRank"
