"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"16619.7449999745","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","157343","0.0-3.0","76948","650374","lowRank"
"14712","{""Q0"":""35"",""Q1"":""female"",""Q2"":""english"",""Q3"":""united states""}","","demographics","survey-text","4","172069","0.0-4.0","76948","650374","lowRank"
