"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"167882","{""0 points:"":""67"",""20 points:"":""33"",""Other:"":""""}","percentage","low_risky","survey-text","200","1372189","0.0-19.0","61761","188474","highRank"
"27533","{""100 points:"":""5"",""80 points:"":""95"",""Other:"":""""}","percentage","high_risky","survey-text","201","1399751","0.0-20.0","61761","188474","highRank"
"27507","{""30 points:"":""95"",""70 points:"":""5"",""Other:"":""""}","percentage","decision_risky","survey-text","202","1427304","0.0-21.0","61761","188474","highRank"
