"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"59214","{""0 points:"":""100"",""20 points:"":"""",""Other:"":""""}","percentage","low_risky","survey-text","200","1493530","0.0-19.0","52278","615832","lowRank"
"18055","{""70 points:"":""50"",""30 points:"":""50"",""Other:"":""""}","percentage","decision_risky","survey-text","201","1511596","0.0-20.0","52278","615832","lowRank"
"12402","{""80 points:"":""40"",""100 points:"":""60"",""Other:"":""""}","percentage","high_risky","survey-text","202","1524008","0.0-21.0","52278","615832","lowRank"
