"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"21682","{""20 points:"":""0"",""0 points:"":""100"",""Other:"":""0""}","percentage","low_risky","survey-text","200","1066463","0.0-19.0","1723","271870","highRank"
"8541","{""80 points:"":""100"",""100 points:"":""0"",""Other:"":""0""}","percentage","high_risky","survey-text","201","1075013","0.0-20.0","1723","271870","highRank"
"6358","{""70 points:"":""0"",""30 points:"":""100"",""Other:"":""0""}","percentage","decision_risky","survey-text","202","1081381","0.0-21.0","1723","271870","highRank"
