"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"17570","{""20 points:"":""30"",""0 points:"":""70"",""Other:"":""""}","percentage","low_risky","survey-text","200","1101362","0.0-19.0","92483","457513","lowRank"
"19447","{""70 points:"":""40"",""30 points:"":""60"",""Other:"":""""}","percentage","decision_risky","survey-text","201","1120813","0.0-20.0","92483","457513","lowRank"
"14666","{""80 points:"":""50"",""100 points:"":""50"",""Other:"":""""}","percentage","high_risky","survey-text","202","1135483","0.0-21.0","92483","457513","lowRank"
