"rt","responses","task","option","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"8252","{""Q0"":""0""}","ftm","high_risky","survey-text","196","1139176","0.0-17.0-0.0","45539","519229","lowRank"
"3526","{""Q0"":""50""}","ftm","decision_safe","survey-text","197","1142707","0.0-17.0-0.1","45539","519229","lowRank"
"3003","{""Q0"":""70""}","ftm","low_safe","survey-text","198","1145715","0.0-17.0-0.2","45539","519229","lowRank"
"9550","{""Q0"":""50""}","ftm","decision_risky","survey-text","199","1155270","0.0-17.0-0.3","45539","519229","lowRank"
"1841","{""Q0"":""40""}","ftm","low_risky","survey-text","200","1157116","0.0-17.0-0.4","45539","519229","lowRank"
"1062","{""Q0"":""10""}","ftm","high_safe","survey-text","201","1158183","0.0-17.0-0.5","45539","519229","lowRank"
