"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","context","worst","worst","0","2824","bandit","bandit-task","11","1569029","0.0-7.0-0.0","92948","684437","highRank"
"2","1","2","true","","","context","36","700","bandit","bandit-task","12","1572223","0.0-7.0-0.1","92948","684437","highRank"
"3","1","3","false","worst","context","context","10","987","bandit","bandit-task","13","1575832","0.0-7.0-0.2","92948","684437","highRank"
"4","1","4","false","context","worst","context","12","900","bandit","bandit-task","14","1579260","0.0-7.0-0.3","92948","684437","highRank"
"5","1","5","false","context","worst","worst","0","1220","bandit","bandit-task","15","1583059","0.0-7.0-0.4","92948","684437","highRank"
"6","1","6","true","","","risky","30","585","bandit","bandit-task","16","1586255","0.0-7.0-0.5","92948","684437","highRank"
"7","1","7","false","worst","context","context","100","1150","bandit","bandit-task","17","1589955","0.0-7.0-0.6","92948","684437","highRank"
"8","1","8","false","worst","context","context","100","708","bandit","bandit-task","18","1593251","0.0-7.0-0.7","92948","684437","highRank"
"9","1","9","false","context","worst","context","100","1157","bandit","bandit-task","19","1596940","0.0-7.0-0.8","92948","684437","highRank"
"10","1","10","false","context","worst","context","18","670","bandit","bandit-task","20","1600056","0.0-7.0-0.9","92948","684437","highRank"
"11","1","11","true","","","safe","50","663","bandit","bandit-task","21","1603111","0.0-7.0-0.10","92948","684437","highRank"
"12","1","12","false","safe","risky","risky","30","1694","bandit","bandit-task","22","1607123","0.0-7.0-0.11","92948","684437","highRank"
"13","1","13","false","context","worst","context","43","1281","bandit","bandit-task","23","1610834","0.0-7.0-0.12","92948","684437","highRank"
"14","1","14","false","context","worst","context","2","696","bandit","bandit-task","24","1614040","0.0-7.0-0.13","92948","684437","highRank"
"15","1","15","false","worst","context","context","61","846","bandit","bandit-task","25","1617227","0.0-7.0-0.14","92948","684437","highRank"
"16","1","16","false","worst","context","context","41","634","bandit","bandit-task","26","1620277","0.0-7.0-0.15","92948","684437","highRank"
"17","1","17","true","","","context","100","590","bandit","bandit-task","27","1623209","0.0-7.0-0.16","92948","684437","highRank"
"18","1","18","false","context","worst","context","45","799","bandit","bandit-task","28","1627118","0.0-7.0-0.17","92948","684437","highRank"
"19","1","19","true","","","risky","30","702","bandit","bandit-task","29","1630190","0.0-7.0-0.18","92948","684437","highRank"
"20","1","20","false","context","worst","context","1","852","bandit","bandit-task","30","1633444","0.0-7.0-0.19","92948","684437","highRank"
"21","1","21","false","worst","context","context","44","3752","bandit","bandit-task","31","1639660","0.0-7.0-0.20","92948","684437","highRank"
"22","1","22","false","risky","safe","safe","50","1377","bandit","bandit-task","32","1643436","0.0-7.0-0.21","92948","684437","highRank"
"23","1","23","false","risky","safe","risky","30","803","bandit","bandit-task","33","1646608","0.0-7.0-0.22","92948","684437","highRank"
"24","1","24","false","risky","safe","risky","70","760","bandit","bandit-task","34","1650296","0.0-7.0-0.23","92948","684437","highRank"
"25","1","25","false","context","worst","context","100","1076","bandit","bandit-task","35","1653735","0.0-7.0-0.24","92948","684437","highRank"
"26","1","26","false","worst","context","context","100","764","bandit","bandit-task","36","1657125","0.0-7.0-0.25","92948","684437","highRank"
"27","1","27","true","","","safe","50","640","bandit","bandit-task","37","1660195","0.0-7.0-0.26","92948","684437","highRank"
"28","1","28","false","risky","safe","risky","70","877","bandit","bandit-task","38","1663430","0.0-7.0-0.27","92948","684437","highRank"
"29","1","29","false","risky","safe","safe","50","506","bandit","bandit-task","39","1666254","0.0-7.0-0.28","92948","684437","highRank"
"30","1","30","false","context","worst","context","5","715","bandit","bandit-task","40","1669551","0.0-7.0-0.29","92948","684437","highRank"
"31","1","31","false","safe","risky","risky","70","1100","bandit","bandit-task","41","1673057","0.0-7.0-0.30","92948","684437","highRank"
"32","1","32","false","context","worst","context","19","927","bandit","bandit-task","42","1677088","0.0-7.0-0.31","92948","684437","highRank"
"33","1","33","false","risky","safe","risky","70","716","bandit","bandit-task","43","1680680","0.0-7.0-0.32","92948","684437","highRank"
"34","1","34","false","worst","context","context","100","886","bandit","bandit-task","44","1684145","0.0-7.0-0.33","92948","684437","highRank"
"35","1","35","false","worst","context","context","39","794","bandit","bandit-task","45","1687601","0.0-7.0-0.34","92948","684437","highRank"
"36","1","36","false","safe","risky","risky","30","1036","bandit","bandit-task","46","1691193","0.0-7.0-0.35","92948","684437","highRank"
