"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","30","9163","bandit","bandit-task","8","361824","0.0-7.0-0.0","46512","583913","lowRank"
"2","1","2","true","","","risky","70","1317","bandit","bandit-task","9","366336","0.0-7.0-0.1","46512","583913","lowRank"
"3","1","3","true","","","context","41","1161","bandit","bandit-task","10","370498","0.0-7.0-0.2","46512","583913","lowRank"
"4","1","4","false","worst","context","context","88","787","bandit","bandit-task","11","374269","0.0-7.0-0.3","46512","583913","lowRank"
"5","1","5","true","","","risky","30","747","bandit","bandit-task","12","378087","0.0-7.0-0.4","46512","583913","lowRank"
"6","1","6","true","","","safe","50","802","bandit","bandit-task","13","381757","0.0-7.0-0.5","46512","583913","lowRank"
"7","1","7","false","worst","context","worst","0","1388","bandit","bandit-task","14","386113","0.0-7.0-0.6","46512","583913","lowRank"
"8","1","8","false","worst","context","context","1","638","bandit","bandit-task","15","389791","0.0-7.0-0.7","46512","583913","lowRank"
"9","1","9","false","risky","safe","risky","30","1528","bandit","bandit-task","16","394102","0.0-7.0-0.8","46512","583913","lowRank"
"10","1","10","false","safe","risky","safe","50","1185","bandit","bandit-task","17","398420","0.0-7.0-0.9","46512","583913","lowRank"
"11","1","11","false","context","worst","context","1","1365","bandit","bandit-task","18","402575","0.0-7.0-0.10","46512","583913","lowRank"
"12","1","12","false","risky","safe","safe","50","786","bandit","bandit-task","19","406251","0.0-7.0-0.11","46512","583913","lowRank"
"13","1","13","true","","","worst","0","726","bandit","bandit-task","20","409797","0.0-7.0-0.12","46512","583913","lowRank"
"14","1","14","false","context","worst","context","58","785","bandit","bandit-task","21","413335","0.0-7.0-0.13","46512","583913","lowRank"
"15","1","15","false","context","worst","context","36","1723","bandit","bandit-task","22","418051","0.0-7.0-0.14","46512","583913","lowRank"
"16","1","16","true","","","worst","0","677","bandit","bandit-task","23","421774","0.0-7.0-0.15","46512","583913","lowRank"
"17","1","17","false","context","worst","context","38","802","bandit","bandit-task","24","425391","0.0-7.0-0.16","46512","583913","lowRank"
"18","1","18","false","worst","context","context","82","830","bandit","bandit-task","25","429021","0.0-7.0-0.17","46512","583913","lowRank"
"19","1","19","false","safe","risky","safe","50","2286","bandit","bandit-task","26","434361","0.0-7.0-0.18","46512","583913","lowRank"
"20","1","20","true","","","safe","50","825","bandit","bandit-task","27","438273","0.0-7.0-0.19","46512","583913","lowRank"
"21","1","21","false","context","worst","context","56","879","bandit","bandit-task","28","441772","0.0-7.0-0.20","46512","583913","lowRank"
"22","1","22","false","context","worst","context","1","879","bandit","bandit-task","29","445526","0.0-7.0-0.21","46512","583913","lowRank"
"23","1","23","false","worst","context","worst","0","1076","bandit","bandit-task","30","449141","0.0-7.0-0.22","46512","583913","lowRank"
"24","1","24","false","context","worst","context","1","1061","bandit","bandit-task","31","452880","0.0-7.0-0.23","46512","583913","lowRank"
"25","1","25","false","safe","risky","risky","30","1059","bandit","bandit-task","32","456879","0.0-7.0-0.24","46512","583913","lowRank"
"26","1","26","false","context","worst","context","1","777","bandit","bandit-task","33","460315","0.0-7.0-0.25","46512","583913","lowRank"
"27","1","27","false","worst","context","worst","0","1839","bandit","bandit-task","34","464724","0.0-7.0-0.26","46512","583913","lowRank"
