"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","true","","","risky","70","15676","bandit","bandit-task","11","142541","0.0-7.0-0.0","77020","369491","highRank"
"2","1","2","false","worst","context","context","61","1434","bandit","bandit-task","12","154538","0.0-7.0-0.1","77020","369491","highRank"
"3","1","3","true","","","worst","0","968","bandit","bandit-task","13","158170","0.0-7.0-0.2","77020","369491","highRank"
"4","1","4","true","","","safe","50","657","bandit","bandit-task","14","161297","0.0-7.0-0.3","77020","369491","highRank"
"5","1","5","false","context","worst","worst","0","1821","bandit","bandit-task","15","165530","0.0-7.0-0.4","77020","369491","highRank"
"6","1","6","true","","","risky","30","723","bandit","bandit-task","16","168694","0.0-7.0-0.5","77020","369491","highRank"
"7","1","7","false","worst","context","context","14","2526","bandit","bandit-task","17","174141","0.0-7.0-0.6","77020","369491","highRank"
"8","1","8","false","risky","safe","risky","30","1880","bandit","bandit-task","18","178797","0.0-7.0-0.7","77020","369491","highRank"
"9","1","9","false","worst","context","context","100","1529","bandit","bandit-task","19","183157","0.0-7.0-0.8","77020","369491","highRank"
"10","1","10","false","risky","safe","risky","70","1829","bandit","bandit-task","20","188018","0.0-7.0-0.9","77020","369491","highRank"
"11","1","11","false","risky","safe","safe","50","4858","bandit","bandit-task","21","195728","0.0-7.0-0.10","77020","369491","highRank"
"12","1","12","false","worst","context","worst","0","2586","bandit","bandit-task","22","201077","0.0-7.0-0.11","77020","369491","highRank"
"13","1","13","false","safe","risky","risky","70","1410","bandit","bandit-task","23","205025","0.0-7.0-0.12","77020","369491","highRank"
"14","1","14","true","","","context","62","1156","bandit","bandit-task","24","208553","0.0-7.0-0.13","77020","369491","highRank"
"15","1","15","false","worst","context","context","3","1638","bandit","bandit-task","25","212590","0.0-7.0-0.14","77020","369491","highRank"
"16","1","16","false","context","worst","worst","0","948","bandit","bandit-task","26","215964","0.0-7.0-0.15","77020","369491","highRank"
"17","1","17","false","context","worst","context","100","926","bandit","bandit-task","27","219695","0.0-7.0-0.16","77020","369491","highRank"
"18","1","18","false","context","worst","context","100","779","bandit","bandit-task","28","223242","0.0-7.0-0.17","77020","369491","highRank"
"19","1","19","false","worst","context","context","100","797","bandit","bandit-task","29","226472","0.0-7.0-0.18","77020","369491","highRank"
"20","1","20","false","risky","safe","risky","30","771","bandit","bandit-task","30","230341","0.0-7.0-0.19","77020","369491","highRank"
"21","1","21","false","context","worst","context","100","1020","bandit","bandit-task","31","234044","0.0-7.0-0.20","77020","369491","highRank"
"22","1","22","true","","","context","63","570","bandit","bandit-task","32","237208","0.0-7.0-0.21","77020","369491","highRank"
"23","1","23","false","risky","safe","safe","50","744","bandit","bandit-task","33","240587","0.0-7.0-0.22","77020","369491","highRank"
"24","1","24","false","safe","risky","safe","50","525","bandit","bandit-task","34","243536","0.0-7.0-0.23","77020","369491","highRank"
"25","1","25","false","worst","context","context","9","460","bandit","bandit-task","35","246306","0.0-7.0-0.24","77020","369491","highRank"
"26","1","26","false","worst","context","worst","0","607","bandit","bandit-task","36","249285","0.0-7.0-0.25","77020","369491","highRank"
"27","1","27","true","","","worst","0","865","bandit","bandit-task","37","252939","0.0-7.0-0.26","77020","369491","highRank"
"28","1","28","false","context","worst","context","38","1213","bandit","bandit-task","38","256587","0.0-7.0-0.27","77020","369491","highRank"
"29","1","29","false","context","worst","context","56","818","bandit","bandit-task","39","259738","0.0-7.0-0.28","77020","369491","highRank"
"30","1","30","false","risky","safe","safe","50","831","bandit","bandit-task","40","263050","0.0-7.0-0.29","77020","369491","highRank"
"31","1","31","false","context","worst","context","6","878","bandit","bandit-task","41","266282","0.0-7.0-0.30","77020","369491","highRank"
"32","1","32","false","worst","context","context","15","810","bandit","bandit-task","42","269546","0.0-7.0-0.31","77020","369491","highRank"
"33","1","33","true","","","safe","50","723","bandit","bandit-task","43","272934","0.0-7.0-0.32","77020","369491","highRank"
"34","1","34","false","risky","safe","risky","70","605","bandit","bandit-task","44","275951","0.0-7.0-0.33","77020","369491","highRank"
"35","1","35","false","context","worst","context","11","1034","bandit","bandit-task","45","280213","0.0-7.0-0.34","77020","369491","highRank"
"36","1","36","false","worst","context","worst","0","1043","bandit","bandit-task","46","283631","0.0-7.0-0.35","77020","369491","highRank"
"37","1","37","false","safe","risky","risky","30","1055","bandit","bandit-task","47","287755","0.0-7.0-0.36","77020","369491","highRank"
"38","1","38","false","safe","risky","safe","50","700","bandit","bandit-task","48","291202","0.0-7.0-0.37","77020","369491","highRank"
"39","1","39","false","context","worst","context","100","1049","bandit","bandit-task","49","295198","0.0-7.0-0.38","77020","369491","highRank"
"40","1","40","false","context","worst","context","42","1173","bandit","bandit-task","50","298871","0.0-7.0-0.39","77020","369491","highRank"
"41","1","41","false","safe","risky","safe","50","992","bandit","bandit-task","51","302866","0.0-7.0-0.40","77020","369491","highRank"
"42","1","42","false","context","worst","context","64","859","bandit","bandit-task","52","306841","0.0-7.0-0.41","77020","369491","highRank"
"43","1","43","false","context","worst","context","44","968","bandit","bandit-task","53","310701","0.0-7.0-0.42","77020","369491","highRank"
"44","1","44","false","worst","context","context","100","771","bandit","bandit-task","54","314414","0.0-7.0-0.43","77020","369491","highRank"
"45","2","1","true","","","risky","70","806","bandit","bandit-task","56","321973","0.0-9.0-0.0","77020","369491","highRank"
"46","2","2","false","context","worst","context","10","781","bandit","bandit-task","57","325307","0.0-9.0-0.1","77020","369491","highRank"
"47","2","3","true","","","worst","0","1023","bandit","bandit-task","58","329945","0.0-9.0-0.2","77020","369491","highRank"
"48","2","4","true","","","safe","50","879","bandit","bandit-task","59","333794","0.0-9.0-0.3","77020","369491","highRank"
"49","2","5","false","context","worst","context","100","928","bandit","bandit-task","60","337074","0.0-9.0-0.4","77020","369491","highRank"
"50","2","6","true","","","risky","70","751","bandit","bandit-task","61","340474","0.0-9.0-0.5","77020","369491","highRank"
"51","2","7","false","context","worst","context","2","700","bandit","bandit-task","62","344389","0.0-9.0-0.6","77020","369491","highRank"
"52","2","8","false","risky","safe","risky","70","1046","bandit","bandit-task","63","348181","0.0-9.0-0.7","77020","369491","highRank"
"53","2","9","false","worst","context","context","100","1346","bandit","bandit-task","64","352254","0.0-9.0-0.8","77020","369491","highRank"
"54","2","10","false","risky","safe","risky","70","769","bandit","bandit-task","65","355789","0.0-9.0-0.9","77020","369491","highRank"
"55","2","11","false","risky","safe","risky","30","1360","bandit","bandit-task","66","359834","0.0-9.0-0.10","77020","369491","highRank"
"56","2","12","false","worst","context","context","8","795","bandit","bandit-task","67","363133","0.0-9.0-0.11","77020","369491","highRank"
"57","2","13","false","safe","risky","risky","30","909","bandit","bandit-task","68","367188","0.0-9.0-0.12","77020","369491","highRank"
"58","2","14","true","","","context","100","690","bandit","bandit-task","69","371448","0.0-9.0-0.13","77020","369491","highRank"
"59","2","15","false","worst","context","context","16","1152","bandit","bandit-task","70","376011","0.0-9.0-0.14","77020","369491","highRank"
"60","2","16","false","context","worst","context","20","819","bandit","bandit-task","71","379456","0.0-9.0-0.15","77020","369491","highRank"
"61","2","17","false","context","worst","context","59","692","bandit","bandit-task","72","383436","0.0-9.0-0.16","77020","369491","highRank"
"62","2","18","false","worst","context","context","5","836","bandit","bandit-task","73","387667","0.0-9.0-0.17","77020","369491","highRank"
"63","2","19","false","context","worst","context","37","962","bandit","bandit-task","74","392071","0.0-9.0-0.18","77020","369491","highRank"
"64","2","20","false","safe","risky","safe","50","1220","bandit","bandit-task","75","396878","0.0-9.0-0.19","77020","369491","highRank"
"65","2","21","false","worst","context","context","18","1171","bandit","bandit-task","76","401990","0.0-9.0-0.20","77020","369491","highRank"
"66","2","22","true","","","context","100","1152","bandit","bandit-task","77","406710","0.0-9.0-0.21","77020","369491","highRank"
"67","2","23","false","risky","safe","risky","30","918","bandit","bandit-task","78","410381","0.0-9.0-0.22","77020","369491","highRank"
"68","2","24","false","safe","risky","risky","30","1184","bandit","bandit-task","79","415084","0.0-9.0-0.23","77020","369491","highRank"
"69","2","25","false","context","worst","context","36","898","bandit","bandit-task","80","419460","0.0-9.0-0.24","77020","369491","highRank"
"70","2","26","false","worst","context","context","100","1173","bandit","bandit-task","81","423605","0.0-9.0-0.25","77020","369491","highRank"
"71","2","27","true","","","worst","0","1336","bandit","bandit-task","82","427863","0.0-9.0-0.26","77020","369491","highRank"
"72","2","28","false","worst","context","context","45","897","bandit","bandit-task","83","432555","0.0-9.0-0.27","77020","369491","highRank"
"73","2","29","false","context","worst","context","100","1051","bandit","bandit-task","84","436521","0.0-9.0-0.28","77020","369491","highRank"
"74","2","30","false","risky","safe","risky","70","1436","bandit","bandit-task","85","441278","0.0-9.0-0.29","77020","369491","highRank"
"75","2","31","false","worst","context","context","40","848","bandit","bandit-task","86","445587","0.0-9.0-0.30","77020","369491","highRank"
