"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","context","worst","worst","0","4249","bandit","bandit-task","53","1042229","0.0-7.0-0.0","93952","675400","highRank"
"2","1","2","false","worst","context","worst","0","2753","bandit","bandit-task","54","1048092","0.0-7.0-0.1","93952","675400","highRank"
"3","1","3","false","worst","context","context","61","914","bandit","bandit-task","55","1051925","0.0-7.0-0.2","93952","675400","highRank"
"4","1","4","false","context","worst","context","42","979","bandit","bandit-task","56","1056133","0.0-7.0-0.3","93952","675400","highRank"
"5","1","5","true","","","risky","30","938","bandit","bandit-task","57","1059820","0.0-7.0-0.4","93952","675400","highRank"
"6","1","6","false","context","worst","context","15","1265","bandit","bandit-task","58","1063955","0.0-7.0-0.5","93952","675400","highRank"
"7","1","7","false","context","worst","context","100","1026","bandit","bandit-task","59","1067798","0.0-7.0-0.6","93952","675400","highRank"
"8","1","8","false","safe","risky","risky","70","1776","bandit","bandit-task","60","1072756","0.0-7.0-0.7","93952","675400","highRank"
"9","1","9","false","safe","risky","safe","50","914","bandit","bandit-task","61","1076540","0.0-7.0-0.8","93952","675400","highRank"
"10","1","10","false","context","worst","context","10","1057","bandit","bandit-task","62","1080299","0.0-7.0-0.9","93952","675400","highRank"
"11","1","11","false","risky","safe","safe","50","1012","bandit","bandit-task","63","1084420","0.0-7.0-0.10","93952","675400","highRank"
"12","1","12","true","","","context","45","722","bandit","bandit-task","64","1087932","0.0-7.0-0.11","93952","675400","highRank"
"13","1","13","false","context","worst","context","3","1003","bandit","bandit-task","65","1091717","0.0-7.0-0.12","93952","675400","highRank"
"14","1","14","false","safe","risky","risky","30","1360","bandit","bandit-task","66","1096124","0.0-7.0-0.13","93952","675400","highRank"
"15","1","15","false","context","worst","context","18","883","bandit","bandit-task","67","1099683","0.0-7.0-0.14","93952","675400","highRank"
"16","1","16","false","context","worst","context","37","1715","bandit","bandit-task","68","1103893","0.0-7.0-0.15","93952","675400","highRank"
"17","1","17","false","context","worst","context","100","832","bandit","bandit-task","69","1107172","0.0-7.0-0.16","93952","675400","highRank"
"18","1","18","true","","","worst","0","979","bandit","bandit-task","70","1111060","0.0-7.0-0.17","93952","675400","highRank"
"19","1","19","false","worst","context","context","20","1250","bandit","bandit-task","71","1115220","0.0-7.0-0.18","93952","675400","highRank"
"20","1","20","true","","","safe","50","747","bandit","bandit-task","72","1118755","0.0-7.0-0.19","93952","675400","highRank"
"21","1","21","true","","","worst","0","4949","bandit","bandit-task","73","1127028","0.0-7.0-0.20","93952","675400","highRank"
"22","1","22","false","context","worst","context","63","986","bandit","bandit-task","74","1130780","0.0-7.0-0.21","93952","675400","highRank"
"23","1","23","false","context","worst","context","100","1243","bandit","bandit-task","75","1134892","0.0-7.0-0.22","93952","675400","highRank"
"24","1","24","true","","","safe","50","714","bandit","bandit-task","76","1138100","0.0-7.0-0.23","93952","675400","highRank"
"25","1","25","false","context","worst","context","59","698","bandit","bandit-task","77","1141268","0.0-7.0-0.24","93952","675400","highRank"
"26","1","26","false","safe","risky","safe","50","2394","bandit","bandit-task","78","1146532","0.0-7.0-0.25","93952","675400","highRank"
"27","1","27","false","context","worst","context","100","929","bandit","bandit-task","79","1149996","0.0-7.0-0.26","93952","675400","highRank"
"28","1","28","false","worst","context","context","36","795","bandit","bandit-task","80","1153476","0.0-7.0-0.27","93952","675400","highRank"
"29","1","29","false","worst","context","context","100","938","bandit","bandit-task","81","1156964","0.0-7.0-0.28","93952","675400","highRank"
"30","1","30","false","context","worst","context","8","659","bandit","bandit-task","82","1160156","0.0-7.0-0.29","93952","675400","highRank"
"31","1","31","false","context","worst","context","100","722","bandit","bandit-task","83","1163572","0.0-7.0-0.30","93952","675400","highRank"
"32","1","32","false","risky","safe","safe","50","1778","bandit","bandit-task","84","1168612","0.0-7.0-0.31","93952","675400","highRank"
"33","1","33","false","risky","safe","safe","50","1353","bandit","bandit-task","85","1172509","0.0-7.0-0.32","93952","675400","highRank"
"34","1","34","false","worst","context","context","100","971","bandit","bandit-task","86","1176125","0.0-7.0-0.33","93952","675400","highRank"
"35","1","35","false","worst","context","context","100","857","bandit","bandit-task","87","1179428","0.0-7.0-0.34","93952","675400","highRank"
"36","1","36","false","risky","safe","safe","50","1114","bandit","bandit-task","88","1183180","0.0-7.0-0.35","93952","675400","highRank"
"37","1","37","false","risky","safe","safe","50","747","bandit","bandit-task","89","1186636","0.0-7.0-0.36","93952","675400","highRank"
"38","1","38","true","","","risky","30","843","bandit","bandit-task","90","1190612","0.0-7.0-0.37","93952","675400","highRank"
"39","1","39","false","worst","context","context","4","914","bandit","bandit-task","91","1194132","0.0-7.0-0.38","93952","675400","highRank"
"40","1","40","false","worst","context","context","5","778","bandit","bandit-task","92","1197348","0.0-7.0-0.39","93952","675400","highRank"
"41","1","41","false","safe","risky","safe","50","1650","bandit","bandit-task","93","1201420","0.0-7.0-0.40","93952","675400","highRank"
"42","1","42","false","safe","risky","safe","50","1018","bandit","bandit-task","94","1204859","0.0-7.0-0.41","93952","675400","highRank"
"43","1","43","false","safe","risky","safe","50","770","bandit","bandit-task","95","1208445","0.0-7.0-0.42","93952","675400","highRank"
"44","1","44","true","","","context","60","833","bandit","bandit-task","96","1211718","0.0-7.0-0.43","93952","675400","highRank"
"45","2","1","false","worst","context","context","6","1917","bandit","bandit-task","98","1221388","0.0-9.0-0.0","93952","675400","highRank"
"46","2","2","false","context","worst","context","44","1176","bandit","bandit-task","99","1225132","0.0-9.0-0.1","93952","675400","highRank"
"47","2","3","false","worst","context","context","2","1115","bandit","bandit-task","100","1228725","0.0-9.0-0.2","93952","675400","highRank"
"48","2","4","false","context","worst","context","100","617","bandit","bandit-task","101","1232284","0.0-9.0-0.3","93952","675400","highRank"
"49","2","5","true","","","risky","70","769","bandit","bandit-task","102","1235860","0.0-9.0-0.4","93952","675400","highRank"
"50","2","6","false","worst","context","context","38","1115","bandit","bandit-task","103","1239508","0.0-9.0-0.5","93952","675400","highRank"
"51","2","7","false","worst","context","context","13","834","bandit","bandit-task","104","1243309","0.0-9.0-0.6","93952","675400","highRank"
"52","2","8","false","risky","safe","risky","70","1858","bandit","bandit-task","105","1247796","0.0-9.0-0.7","93952","675400","highRank"
"53","2","9","false","risky","safe","risky","30","642","bandit","bandit-task","106","1250988","0.0-9.0-0.8","93952","675400","highRank"
"54","2","10","false","context","worst","context","64","1250","bandit","bandit-task","107","1254716","0.0-9.0-0.9","93952","675400","highRank"
"55","2","11","false","safe","risky","safe","50","986","bandit","bandit-task","108","1258124","0.0-9.0-0.10","93952","675400","highRank"
"56","2","12","true","","","context","100","761","bandit","bandit-task","109","1261325","0.0-9.0-0.11","93952","675400","highRank"
"57","2","13","false","worst","context","context","56","801","bandit","bandit-task","110","1264964","0.0-9.0-0.12","93952","675400","highRank"
"58","2","14","false","risky","safe","safe","50","905","bandit","bandit-task","111","1268349","0.0-9.0-0.13","93952","675400","highRank"
"59","2","15","false","context","worst","context","58","1016","bandit","bandit-task","112","1271796","0.0-9.0-0.14","93952","675400","highRank"
"60","2","16","false","context","worst","context","100","620","bandit","bandit-task","113","1274907","0.0-9.0-0.15","93952","675400","highRank"
"61","2","17","false","worst","context","context","39","785","bandit","bandit-task","114","1278189","0.0-9.0-0.16","93952","675400","highRank"
"62","2","18","true","","","worst","0","720","bandit","bandit-task","115","1281916","0.0-9.0-0.17","93952","675400","highRank"
"63","2","19","false","context","worst","context","100","1161","bandit","bandit-task","116","1285756","0.0-9.0-0.18","93952","675400","highRank"
"64","2","20","true","","","safe","50","682","bandit","bandit-task","117","1288843","0.0-9.0-0.19","93952","675400","highRank"
"65","2","21","true","","","worst","0","1081","bandit","bandit-task","118","1292548","0.0-9.0-0.20","93952","675400","highRank"
"66","2","22","false","worst","context","context","100","865","bandit","bandit-task","119","1296053","0.0-9.0-0.21","93952","675400","highRank"
"67","2","23","false","context","worst","context","55","713","bandit","bandit-task","120","1299228","0.0-9.0-0.22","93952","675400","highRank"
"68","2","24","true","","","safe","50","603","bandit","bandit-task","121","1302540","0.0-9.0-0.23","93952","675400","highRank"
"69","2","25","false","context","worst","context","100","841","bandit","bandit-task","122","1305876","0.0-9.0-0.24","93952","675400","highRank"
"70","2","26","false","risky","safe","risky","30","1698","bandit","bandit-task","123","1310172","0.0-9.0-0.25","93952","675400","highRank"
"71","2","27","false","worst","context","context","14","1160","bandit","bandit-task","124","1314124","0.0-9.0-0.26","93952","675400","highRank"
"72","2","28","false","context","worst","context","41","921","bandit","bandit-task","125","1317484","0.0-9.0-0.27","93952","675400","highRank"
"73","2","29","false","worst","context","context","100","874","bandit","bandit-task","126","1320844","0.0-9.0-0.28","93952","675400","highRank"
"74","2","30","false","worst","context","context","12","809","bandit","bandit-task","127","1324124","0.0-9.0-0.29","93952","675400","highRank"
"75","2","31","false","context","worst","context","9","1025","bandit","bandit-task","128","1327837","0.0-9.0-0.30","93952","675400","highRank"
"76","2","32","false","risky","safe","safe","50","1560","bandit","bandit-task","129","1332028","0.0-9.0-0.31","93952","675400","highRank"
"77","2","33","false","safe","risky","risky","30","881","bandit","bandit-task","130","1335332","0.0-9.0-0.32","93952","675400","highRank"
"78","2","34","false","context","worst","context","1","882","bandit","bandit-task","131","1338724","0.0-9.0-0.33","93952","675400","highRank"
"79","2","35","false","context","worst","context","100","713","bandit","bandit-task","132","1341956","0.0-9.0-0.34","93952","675400","highRank"
"80","2","36","false","risky","safe","safe","50","1672","bandit","bandit-task","133","1346387","0.0-9.0-0.35","93952","675400","highRank"
"81","2","37","false","risky","safe","safe","50","1330","bandit","bandit-task","134","1350181","0.0-9.0-0.36","93952","675400","highRank"
"82","2","38","true","","","risky","30","730","bandit","bandit-task","135","1353740","0.0-9.0-0.37","93952","675400","highRank"
"83","2","39","false","worst","context","context","17","1138","bandit","bandit-task","136","1357636","0.0-9.0-0.38","93952","675400","highRank"
"84","2","40","false","context","worst","context","100","2697","bandit","bandit-task","137","1362907","0.0-9.0-0.39","93952","675400","highRank"
"85","2","41","false","risky","safe","safe","50","1722","bandit","bandit-task","138","1367501","0.0-9.0-0.40","93952","675400","highRank"
"86","2","42","false","safe","risky","risky","30","800","bandit","bandit-task","139","1370788","0.0-9.0-0.41","93952","675400","highRank"
"87","2","43","false","safe","risky","safe","50","1058","bandit","bandit-task","140","1374276","0.0-9.0-0.42","93952","675400","highRank"
"88","2","44","true","","","context","100","689","bandit","bandit-task","141","1377708","0.0-9.0-0.43","93952","675400","highRank"
"89","3","1","false","worst","context","context","16","1988","bandit","bandit-task","143","1399133","0.0-11.0-0.0","93952","675400","highRank"
"90","3","2","false","context","worst","context","100","1135","bandit","bandit-task","144","1402861","0.0-11.0-0.1","93952","675400","highRank"
"91","3","3","false","worst","context","context","100","736","bandit","bandit-task","145","1406133","0.0-11.0-0.2","93952","675400","highRank"
"92","3","4","false","worst","context","context","7","1137","bandit","bandit-task","146","1409820","0.0-11.0-0.3","93952","675400","highRank"
"93","3","5","true","","","risky","70","788","bandit","bandit-task","147","1413116","0.0-11.0-0.4","93952","675400","highRank"
"94","3","6","false","context","worst","context","4","1424","bandit","bandit-task","148","1417156","0.0-11.0-0.5","93952","675400","highRank"
"95","3","7","false","worst","context","context","35","769","bandit","bandit-task","149","1420588","0.0-11.0-0.6","93952","675400","highRank"
"96","3","8","false","safe","risky","safe","50","970","bandit","bandit-task","150","1424156","0.0-11.0-0.7","93952","675400","highRank"
"97","3","9","false","safe","risky","safe","50","785","bandit","bandit-task","151","1427476","0.0-11.0-0.8","93952","675400","highRank"
"98","3","10","false","worst","context","context","11","1048","bandit","bandit-task","152","1431044","0.0-11.0-0.9","93952","675400","highRank"
"99","3","11","false","risky","safe","safe","50","1881","bandit","bandit-task","153","1435461","0.0-11.0-0.10","93952","675400","highRank"
"100","3","12","true","","","context","38","768","bandit","bandit-task","154","1438844","0.0-11.0-0.11","93952","675400","highRank"
"101","3","13","false","context","worst","context","100","889","bandit","bandit-task","155","1442333","0.0-11.0-0.12","93952","675400","highRank"
"102","3","14","false","safe","risky","risky","30","1593","bandit","bandit-task","156","1446436","0.0-11.0-0.13","93952","675400","highRank"
"103","3","15","false","context","worst","context","11","784","bandit","bandit-task","157","1449748","0.0-11.0-0.14","93952","675400","highRank"
"104","3","16","false","context","worst","context","19","951","bandit","bandit-task","158","1453156","0.0-11.0-0.15","93952","675400","highRank"
"105","3","17","false","worst","context","context","40","841","bandit","bandit-task","159","1457012","0.0-11.0-0.16","93952","675400","highRank"
"106","3","18","true","","","worst","0","720","bandit","bandit-task","160","1460317","0.0-11.0-0.17","93952","675400","highRank"
"107","3","19","false","context","worst","context","5","649","bandit","bandit-task","161","1463436","0.0-11.0-0.18","93952","675400","highRank"
"108","3","20","true","","","safe","50","657","bandit","bandit-task","162","1466524","0.0-11.0-0.19","93952","675400","highRank"
"109","3","21","true","","","worst","0","792","bandit","bandit-task","163","1469836","0.0-11.0-0.20","93952","675400","highRank"
"110","3","22","false","worst","context","context","18","1169","bandit","bandit-task","164","1473492","0.0-11.0-0.21","93952","675400","highRank"
"111","3","23","false","worst","context","context","100","792","bandit","bandit-task","165","1476836","0.0-11.0-0.22","93952","675400","highRank"
"112","3","24","true","","","safe","50","729","bandit","bandit-task","166","1480484","0.0-11.0-0.23","93952","675400","highRank"
"113","3","25","false","worst","context","context","62","1017","bandit","bandit-task","167","1484220","0.0-11.0-0.24","93952","675400","highRank"
"114","3","26","false","risky","safe","safe","50","1768","bandit","bandit-task","168","1488461","0.0-11.0-0.25","93952","675400","highRank"
"115","3","27","false","context","worst","context","65","1208","bandit","bandit-task","169","1492068","0.0-11.0-0.26","93952","675400","highRank"
"116","3","28","false","worst","context","context","43","1040","bandit","bandit-task","170","1495500","0.0-11.0-0.27","93952","675400","highRank"
"117","3","29","false","context","worst","context","100","929","bandit","bandit-task","171","1499116","0.0-11.0-0.28","93952","675400","highRank"
"118","3","30","false","context","worst","context","100","792","bandit","bandit-task","172","1502580","0.0-11.0-0.29","93952","675400","highRank"
"119","3","31","false","context","worst","context","57","681","bandit","bandit-task","173","1505645","0.0-11.0-0.30","93952","675400","highRank"
"120","3","32","false","safe","risky","safe","50","1464","bandit","bandit-task","174","1509765","0.0-11.0-0.31","93952","675400","highRank"
"121","3","33","false","risky","safe","safe","50","799","bandit","bandit-task","175","1513444","0.0-11.0-0.32","93952","675400","highRank"
"122","3","34","false","worst","context","context","36","1488","bandit","bandit-task","176","1517308","0.0-11.0-0.33","93952","675400","highRank"
"123","3","35","false","worst","context","context","9","721","bandit","bandit-task","177","1520605","0.0-11.0-0.34","93952","675400","highRank"
"124","3","36","false","safe","risky","safe","50","1696","bandit","bandit-task","178","1525462","0.0-11.0-0.35","93952","675400","highRank"
"125","3","37","false","risky","safe","safe","50","1015","bandit","bandit-task","179","1529006","0.0-11.0-0.36","93952","675400","highRank"
"126","3","38","true","","","risky","70","706","bandit","bandit-task","180","1532301","0.0-11.0-0.37","93952","675400","highRank"
"127","3","39","false","context","worst","worst","0","960","bandit","bandit-task","181","1536189","0.0-11.0-0.38","93952","675400","highRank"
"128","3","40","false","worst","context","context","100","943","bandit","bandit-task","182","1539710","0.0-11.0-0.39","93952","675400","highRank"
"129","3","41","false","safe","risky","risky","30","1095","bandit","bandit-task","183","1543694","0.0-11.0-0.40","93952","675400","highRank"
"130","3","42","false","safe","risky","safe","50","1326","bandit","bandit-task","184","1547549","0.0-11.0-0.41","93952","675400","highRank"
"131","3","43","false","risky","safe","safe","50","808","bandit","bandit-task","185","1551117","0.0-11.0-0.42","93952","675400","highRank"
"132","3","44","true","","","context","65","656","bandit","bandit-task","186","1554605","0.0-11.0-0.43","93952","675400","highRank"
"133","4","1","false","worst","context","context","41","1172","bandit","bandit-task","188","1560814","0.0-13.0-0.0","93952","675400","highRank"
"134","4","2","false","worst","context","context","100","791","bandit","bandit-task","189","1564109","0.0-13.0-0.1","93952","675400","highRank"
"135","4","3","false","worst","context","context","63","584","bandit","bandit-task","190","1567380","0.0-13.0-0.2","93952","675400","highRank"
"136","4","4","false","worst","context","context","10","596","bandit","bandit-task","191","1570597","0.0-13.0-0.3","93952","675400","highRank"
"137","4","5","true","","","risky","70","767","bandit","bandit-task","192","1574365","0.0-13.0-0.4","93952","675400","highRank"
"138","4","6","false","context","worst","context","100","2959","bandit","bandit-task","193","1579781","0.0-13.0-0.5","93952","675400","highRank"
"139","4","7","false","context","worst","context","1","1007","bandit","bandit-task","194","1583292","0.0-13.0-0.6","93952","675400","highRank"
"140","4","8","false","risky","safe","safe","50","1609","bandit","bandit-task","195","1587388","0.0-13.0-0.7","93952","675400","highRank"
"141","4","9","false","safe","risky","safe","50","1519","bandit","bandit-task","196","1591357","0.0-13.0-0.8","93952","675400","highRank"
"142","4","10","false","context","worst","context","100","1713","bandit","bandit-task","197","1595861","0.0-13.0-0.9","93952","675400","highRank"
"143","4","11","false","risky","safe","safe","50","1872","bandit","bandit-task","198","1600293","0.0-13.0-0.10","93952","675400","highRank"
"144","4","12","true","","","context","7","1055","bandit","bandit-task","199","1603796","0.0-13.0-0.11","93952","675400","highRank"
"145","4","13","false","worst","context","context","58","1241","bandit","bandit-task","200","1607452","0.0-13.0-0.12","93952","675400","highRank"
"146","4","14","false","risky","safe","safe","50","1191","bandit","bandit-task","201","1611173","0.0-13.0-0.13","93952","675400","highRank"
"147","4","15","false","context","worst","context","37","1224","bandit","bandit-task","202","1614860","0.0-13.0-0.14","93952","675400","highRank"
"148","4","16","false","worst","context","context","100","1856","bandit","bandit-task","203","1619420","0.0-13.0-0.15","93952","675400","highRank"
"149","4","17","false","context","worst","context","62","1087","bandit","bandit-task","204","1623395","0.0-13.0-0.16","93952","675400","highRank"
"150","4","18","true","","","worst","0","1009","bandit","bandit-task","205","1626980","0.0-13.0-0.17","93952","675400","highRank"
"151","4","19","false","context","worst","context","100","815","bandit","bandit-task","206","1630309","0.0-13.0-0.18","93952","675400","highRank"
"152","4","20","true","","","safe","50","751","bandit","bandit-task","207","1633564","0.0-13.0-0.19","93952","675400","highRank"
"153","4","21","true","","","worst","0","952","bandit","bandit-task","208","1637012","0.0-13.0-0.20","93952","675400","highRank"
"154","4","22","false","context","worst","context","3","912","bandit","bandit-task","209","1640412","0.0-13.0-0.21","93952","675400","highRank"
"155","4","23","false","context","worst","context","12","822","bandit","bandit-task","210","1644028","0.0-13.0-0.22","93952","675400","highRank"
"156","4","24","true","","","safe","50","815","bandit","bandit-task","211","1647605","0.0-13.0-0.23","93952","675400","highRank"
"157","4","25","false","worst","context","context","39","1175","bandit","bandit-task","212","1651484","0.0-13.0-0.24","93952","675400","highRank"
"158","4","26","false","risky","safe","safe","50","1223","bandit","bandit-task","213","1655324","0.0-13.0-0.25","93952","675400","highRank"
