"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","context","worst","context","63","2072","bandit","bandit-task","8","185183","0.0-7.0-0.0","81420","353204","lowRank"
"2","1","2","false","risky","safe","risky","70","1632","bandit","bandit-task","9","189403","0.0-7.0-0.1","81420","353204","lowRank"
"3","1","3","false","worst","context","context","1","1812","bandit","bandit-task","10","193708","0.0-7.0-0.2","81420","353204","lowRank"
"4","1","4","false","safe","risky","safe","50","1407","bandit","bandit-task","11","197596","0.0-7.0-0.3","81420","353204","lowRank"
"5","1","5","false","context","worst","context","94","468","bandit","bandit-task","12","200485","0.0-7.0-0.4","81420","353204","lowRank"
"6","1","6","true","","","context","38","867","bandit","bandit-task","13","203980","0.0-7.0-0.5","81420","353204","lowRank"
"7","1","7","false","context","worst","context","45","701","bandit","bandit-task","14","207134","0.0-7.0-0.6","81420","353204","lowRank"
"8","1","8","false","worst","context","worst","0","586","bandit","bandit-task","15","210115","0.0-7.0-0.7","81420","353204","lowRank"
"9","1","9","false","worst","context","context","92","596","bandit","bandit-task","16","213220","0.0-7.0-0.8","81420","353204","lowRank"
"10","1","10","false","context","worst","context","58","603","bandit","bandit-task","17","216238","0.0-7.0-0.9","81420","353204","lowRank"
"11","1","11","false","context","worst","context","1","539","bandit","bandit-task","18","219131","0.0-7.0-0.10","81420","353204","lowRank"
"12","1","12","false","worst","context","worst","0","613","bandit","bandit-task","19","222108","0.0-7.0-0.11","81420","353204","lowRank"
"13","1","13","true","","","risky","30","709","bandit","bandit-task","20","225461","0.0-7.0-0.12","81420","353204","lowRank"
"14","1","14","true","","","context","37","530","bandit","bandit-task","21","228415","0.0-7.0-0.13","81420","353204","lowRank"
"15","1","15","false","context","worst","context","97","807","bandit","bandit-task","22","231588","0.0-7.0-0.14","81420","353204","lowRank"
"16","1","16","false","safe","risky","risky","30","1162","bandit","bandit-task","23","235236","0.0-7.0-0.15","81420","353204","lowRank"
"17","1","17","false","context","worst","context","1","637","bandit","bandit-task","24","238311","0.0-7.0-0.16","81420","353204","lowRank"
"18","1","18","false","worst","context","context","100","669","bandit","bandit-task","25","241620","0.0-7.0-0.17","81420","353204","lowRank"
"19","1","19","false","risky","safe","risky","30","773","bandit","bandit-task","26","244795","0.0-7.0-0.18","81420","353204","lowRank"
"20","1","20","false","context","worst","context","1","669","bandit","bandit-task","27","247843","0.0-7.0-0.19","81420","353204","lowRank"
"21","1","21","false","context","worst","context","61","490","bandit","bandit-task","28","250923","0.0-7.0-0.20","81420","353204","lowRank"
"22","1","22","false","safe","risky","risky","30","1068","bandit","bandit-task","29","254436","0.0-7.0-0.21","81420","353204","lowRank"
"23","1","23","false","context","worst","context","55","636","bandit","bandit-task","30","257491","0.0-7.0-0.22","81420","353204","lowRank"
"24","1","24","false","risky","safe","risky","30","716","bandit","bandit-task","31","260659","0.0-7.0-0.23","81420","353204","lowRank"
"25","1","25","true","","","safe","50","652","bandit","bandit-task","32","263763","0.0-7.0-0.24","81420","353204","lowRank"
"26","1","26","true","","","worst","0","491","bandit","bandit-task","33","266612","0.0-7.0-0.25","81420","353204","lowRank"
"27","1","27","false","context","worst","context","1","530","bandit","bandit-task","34","269790","0.0-7.0-0.26","81420","353204","lowRank"
"28","1","28","false","risky","safe","risky","30","834","bandit","bandit-task","35","273020","0.0-7.0-0.27","81420","353204","lowRank"
"29","1","29","false","risky","safe","safe","50","836","bandit","bandit-task","36","276227","0.0-7.0-0.28","81420","353204","lowRank"
"30","1","30","true","","","safe","50","493","bandit","bandit-task","37","279349","0.0-7.0-0.29","81420","353204","lowRank"
"31","1","31","false","worst","context","context","36","1274","bandit","bandit-task","38","283020","0.0-7.0-0.30","81420","353204","lowRank"
"32","1","32","false","risky","safe","risky","70","691","bandit","bandit-task","39","286077","0.0-7.0-0.31","81420","353204","lowRank"
"33","1","33","false","worst","context","context","81","1849","bandit","bandit-task","40","290333","0.0-7.0-0.32","81420","353204","lowRank"
"34","1","34","false","risky","safe","safe","50","1141","bandit","bandit-task","41","293868","0.0-7.0-0.33","81420","353204","lowRank"
"35","1","35","false","context","worst","context","1","527","bandit","bandit-task","42","296754","0.0-7.0-0.34","81420","353204","lowRank"
"36","1","36","false","worst","context","worst","0","708","bandit","bandit-task","43","299596","0.0-7.0-0.35","81420","353204","lowRank"
"37","1","37","false","worst","context","context","87","538","bandit","bandit-task","44","302515","0.0-7.0-0.36","81420","353204","lowRank"
"38","1","38","true","","","risky","70","515","bandit","bandit-task","45","305531","0.0-7.0-0.37","81420","353204","lowRank"
"39","1","39","false","risky","safe","risky","70","667","bandit","bandit-task","46","308596","0.0-7.0-0.38","81420","353204","lowRank"
"40","1","40","true","","","worst","0","467","bandit","bandit-task","47","311483","0.0-7.0-0.39","81420","353204","lowRank"
