"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","context","worst","worst","0","1804","bandit","bandit-task","8","151541","0.0-7.0-0.0","34864","918857","highRank"
"2","1","2","false","context","worst","worst","0","1218","bandit","bandit-task","9","155144","0.0-7.0-0.1","34864","918857","highRank"
"3","1","3","false","risky","safe","risky","30","866","bandit","bandit-task","10","158778","0.0-7.0-0.2","34864","918857","highRank"
"4","1","4","true","","","safe","50","805","bandit","bandit-task","11","162484","0.0-7.0-0.3","34864","918857","highRank"
"5","1","5","false","worst","context","worst","0","862","bandit","bandit-task","12","165852","0.0-7.0-0.4","34864","918857","highRank"
"6","1","6","true","","","risky","30","835","bandit","bandit-task","13","169237","0.0-7.0-0.5","34864","918857","highRank"
"7","1","7","false","risky","safe","safe","50","1072","bandit","bandit-task","14","172905","0.0-7.0-0.6","34864","918857","highRank"
"8","1","8","true","","","context","6","780","bandit","bandit-task","15","176043","0.0-7.0-0.7","34864","918857","highRank"
"9","1","9","false","risky","safe","safe","50","1195","bandit","bandit-task","16","179706","0.0-7.0-0.8","34864","918857","highRank"
"10","1","10","false","risky","safe","safe","50","903","bandit","bandit-task","17","183176","0.0-7.0-0.9","34864","918857","highRank"
"11","1","11","false","risky","safe","safe","50","850","bandit","bandit-task","18","186432","0.0-7.0-0.10","34864","918857","highRank"
"12","1","12","false","worst","context","context","12","1150","bandit","bandit-task","19","190038","0.0-7.0-0.11","34864","918857","highRank"
"13","1","13","false","context","worst","context","100","773","bandit","bandit-task","20","193246","0.0-7.0-0.12","34864","918857","highRank"
"14","1","14","false","context","worst","context","2","834","bandit","bandit-task","21","196594","0.0-7.0-0.13","34864","918857","highRank"
"15","1","15","false","worst","context","context","16","748","bandit","bandit-task","22","199780","0.0-7.0-0.14","34864","918857","highRank"
"16","1","16","false","worst","context","context","100","741","bandit","bandit-task","23","203105","0.0-7.0-0.15","34864","918857","highRank"
"17","1","17","false","worst","context","context","38","776","bandit","bandit-task","24","206567","0.0-7.0-0.16","34864","918857","highRank"
"18","1","18","false","risky","safe","safe","50","1229","bandit","bandit-task","25","210158","0.0-7.0-0.17","34864","918857","highRank"
"19","1","19","false","context","worst","context","36","813","bandit","bandit-task","26","213403","0.0-7.0-0.18","34864","918857","highRank"
"20","1","20","false","worst","context","context","64","720","bandit","bandit-task","27","216637","0.0-7.0-0.19","34864","918857","highRank"
"21","1","21","true","","","safe","50","755","bandit","bandit-task","28","219769","0.0-7.0-0.20","34864","918857","highRank"
"22","1","22","false","risky","safe","safe","50","671","bandit","bandit-task","29","222870","0.0-7.0-0.21","34864","918857","highRank"
"23","1","23","true","","","worst","0","719","bandit","bandit-task","30","225938","0.0-7.0-0.22","34864","918857","highRank"
"24","1","24","true","","","context","19","770","bandit","bandit-task","31","229085","0.0-7.0-0.23","34864","918857","highRank"
"25","1","25","false","worst","context","context","100","799","bandit","bandit-task","32","232253","0.0-7.0-0.24","34864","918857","highRank"
"26","1","26","false","context","worst","context","35","849","bandit","bandit-task","33","235492","0.0-7.0-0.25","34864","918857","highRank"
"27","1","27","false","context","worst","context","100","910","bandit","bandit-task","34","239023","0.0-7.0-0.26","34864","918857","highRank"
"28","1","28","false","context","worst","context","20","800","bandit","bandit-task","35","242458","0.0-7.0-0.27","34864","918857","highRank"
"29","1","29","false","context","worst","context","100","738","bandit","bandit-task","36","245576","0.0-7.0-0.28","34864","918857","highRank"
"30","1","30","false","safe","risky","safe","50","901","bandit","bandit-task","37","248979","0.0-7.0-0.29","34864","918857","highRank"
"31","1","31","false","safe","risky","safe","50","777","bandit","bandit-task","38","252257","0.0-7.0-0.30","34864","918857","highRank"
"32","1","32","false","safe","risky","safe","50","757","bandit","bandit-task","39","255662","0.0-7.0-0.31","34864","918857","highRank"
"33","1","33","true","","","risky","30","899","bandit","bandit-task","40","259029","0.0-7.0-0.32","34864","918857","highRank"
"34","1","34","false","worst","context","context","55","889","bandit","bandit-task","41","262765","0.0-7.0-0.33","34864","918857","highRank"
"35","1","35","false","worst","context","context","100","836","bandit","bandit-task","42","266384","0.0-7.0-0.34","34864","918857","highRank"
"36","1","36","false","safe","risky","safe","50","1036","bandit","bandit-task","43","270074","0.0-7.0-0.35","34864","918857","highRank"
"37","1","37","false","context","worst","context","100","1404","bandit","bandit-task","44","273991","0.0-7.0-0.36","34864","918857","highRank"
