"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","risky","safe","safe","50","1809","bandit","bandit-task","8","302405","0.0-7.0-0.0","24046","955647","highRank"
"2","1","2","false","worst","context","worst","0","1684","bandit","bandit-task","9","307010","0.0-7.0-0.1","24046","955647","highRank"
"3","1","3","false","context","worst","context","60","1303","bandit","bandit-task","10","311101","0.0-7.0-0.2","24046","955647","highRank"
"4","1","4","false","context","worst","context","20","956","bandit","bandit-task","11","314899","0.0-7.0-0.3","24046","955647","highRank"
"5","1","5","false","context","worst","context","100","919","bandit","bandit-task","12","318495","0.0-7.0-0.4","24046","955647","highRank"
"6","1","6","false","worst","context","context","55","945","bandit","bandit-task","13","322153","0.0-7.0-0.5","24046","955647","highRank"
"7","1","7","false","risky","safe","safe","50","3462","bandit","bandit-task","14","328392","0.0-7.0-0.6","24046","955647","highRank"
"8","1","8","false","context","worst","context","58","1056","bandit","bandit-task","15","332105","0.0-7.0-0.7","24046","955647","highRank"
"9","1","9","false","context","worst","context","100","893","bandit","bandit-task","16","335754","0.0-7.0-0.8","24046","955647","highRank"
"10","1","10","false","safe","risky","safe","50","907","bandit","bandit-task","17","339195","0.0-7.0-0.9","24046","955647","highRank"
"11","1","11","false","safe","risky","safe","50","904","bandit","bandit-task","18","342738","0.0-7.0-0.10","24046","955647","highRank"
"12","1","12","false","worst","context","context","100","1169","bandit","bandit-task","19","346471","0.0-7.0-0.11","24046","955647","highRank"
"13","1","13","true","","","worst","0","1088","bandit","bandit-task","20","350269","0.0-7.0-0.12","24046","955647","highRank"
"14","1","14","false","worst","context","context","2","1110","bandit","bandit-task","21","353979","0.0-7.0-0.13","24046","955647","highRank"
"15","1","15","false","risky","safe","safe","50","1174","bandit","bandit-task","22","357667","0.0-7.0-0.14","24046","955647","highRank"
"16","1","16","false","worst","context","context","100","1460","bandit","bandit-task","23","362016","0.0-7.0-0.15","24046","955647","highRank"
"17","1","17","false","context","worst","context","1","901","bandit","bandit-task","24","365594","0.0-7.0-0.16","24046","955647","highRank"
"18","1","18","false","worst","context","context","64","1032","bandit","bandit-task","25","369292","0.0-7.0-0.17","24046","955647","highRank"
"19","1","19","false","worst","context","context","45","904","bandit","bandit-task","26","374333","0.0-7.0-0.18","24046","955647","highRank"
"20","1","20","false","worst","context","context","7","904","bandit","bandit-task","27","378138","0.0-7.0-0.19","24046","955647","highRank"
"21","1","21","false","worst","context","context","36","1044","bandit","bandit-task","28","381887","0.0-7.0-0.20","24046","955647","highRank"
"22","1","22","false","worst","context","context","63","996","bandit","bandit-task","29","385575","0.0-7.0-0.21","24046","955647","highRank"
"23","1","23","false","safe","risky","safe","50","1453","bandit","bandit-task","30","390126","0.0-7.0-0.22","24046","955647","highRank"
"24","1","24","false","risky","safe","safe","50","961","bandit","bandit-task","31","393787","0.0-7.0-0.23","24046","955647","highRank"
"25","1","25","false","risky","safe","risky","30","802","bandit","bandit-task","32","397222","0.0-7.0-0.24","24046","955647","highRank"
"26","1","26","true","","","context","100","876","bandit","bandit-task","33","400941","0.0-7.0-0.25","24046","955647","highRank"
"27","1","27","false","worst","context","context","6","890","bandit","bandit-task","34","404362","0.0-7.0-0.26","24046","955647","highRank"
"28","1","28","false","worst","context","context","100","878","bandit","bandit-task","35","408288","0.0-7.0-0.27","24046","955647","highRank"
"29","1","29","true","","","safe","50","882","bandit","bandit-task","36","412103","0.0-7.0-0.28","24046","955647","highRank"
