"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","worst","0","2886","bandit","bandit-task","8","138746","0.0-7.0-0.0","89417","527008","lowRank"
"2","1","2","false","worst","context","worst","0","2438","bandit","bandit-task","9","148478","0.0-7.0-0.1","89417","527008","lowRank"
"3","1","3","true","","","risky","30","1851","bandit","bandit-task","10","153197","0.0-7.0-0.2","89417","527008","lowRank"
"4","1","4","false","safe","risky","risky","30","2673","bandit","bandit-task","11","158764","0.0-7.0-0.3","89417","527008","lowRank"
"5","1","5","true","","","context","97","1873","bandit","bandit-task","12","163868","0.0-7.0-0.4","89417","527008","lowRank"
"6","1","6","false","risky","safe","safe","50","1557","bandit","bandit-task","13","168269","0.0-7.0-0.5","89417","527008","lowRank"
"7","1","7","false","worst","context","context","84","2737","bandit","bandit-task","14","174404","0.0-7.0-0.6","89417","527008","lowRank"
"8","1","8","false","worst","context","worst","0","1470","bandit","bandit-task","15","178489","0.0-7.0-0.7","89417","527008","lowRank"
"9","1","9","false","worst","context","context","56","1325","bandit","bandit-task","16","182679","0.0-7.0-0.8","89417","527008","lowRank"
"10","1","10","false","worst","context","context","63","1643","bandit","bandit-task","17","187146","0.0-7.0-0.9","89417","527008","lowRank"
"11","1","11","false","context","worst","context","1","2276","bandit","bandit-task","18","192038","0.0-7.0-0.10","89417","527008","lowRank"
"12","1","12","false","safe","risky","safe","50","1797","bandit","bandit-task","19","196878","0.0-7.0-0.11","89417","527008","lowRank"
"13","1","13","true","","","risky","30","1245","bandit","bandit-task","20","201491","0.0-7.0-0.12","89417","527008","lowRank"
"14","1","14","false","context","worst","worst","0","3607","bandit","bandit-task","21","207543","0.0-7.0-0.13","89417","527008","lowRank"
"15","1","15","false","worst","context","context","59","1618","bandit","bandit-task","22","211714","0.0-7.0-0.14","89417","527008","lowRank"
"16","1","16","false","risky","safe","safe","50","3607","bandit","bandit-task","23","218271","0.0-7.0-0.15","89417","527008","lowRank"
"17","1","17","true","","","worst","0","2216","bandit","bandit-task","24","223118","0.0-7.0-0.16","89417","527008","lowRank"
"18","1","18","true","","","worst","0","1588","bandit","bandit-task","25","227198","0.0-7.0-0.17","89417","527008","lowRank"
"19","1","19","false","context","worst","context","58","1377","bandit","bandit-task","26","231057","0.0-7.0-0.18","89417","527008","lowRank"
"20","1","20","true","","","safe","50","1090","bandit","bandit-task","27","234862","0.0-7.0-0.19","89417","527008","lowRank"
"21","1","21","false","risky","safe","safe","50","2154","bandit","bandit-task","28","239500","0.0-7.0-0.20","89417","527008","lowRank"
"22","1","22","false","worst","context","context","1","1857","bandit","bandit-task","29","243944","0.0-7.0-0.21","89417","527008","lowRank"
"23","1","23","false","context","worst","worst","0","4520","bandit","bandit-task","30","250916","0.0-7.0-0.22","89417","527008","lowRank"
"24","1","24","false","safe","risky","risky","70","2156","bandit","bandit-task","31","255768","0.0-7.0-0.23","89417","527008","lowRank"
