"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","safe","risky","risky","70","11213","bandit","bandit-task","8","287925","0.0-7.0-0.0","88529","454183","lowRank"
"2","1","2","true","","","risky","70","2869","bandit","bandit-task","9","294093","0.0-7.0-0.1","88529","454183","lowRank"
"3","1","3","false","safe","risky","safe","50","1100","bandit","bandit-task","10","300745","0.0-7.0-0.2","88529","454183","lowRank"
"4","1","4","false","context","worst","worst","0","992","bandit","bandit-task","11","304462","0.0-7.0-0.3","88529","454183","lowRank"
"5","1","5","false","context","worst","context","60","785","bandit","bandit-task","12","307627","0.0-7.0-0.4","88529","454183","lowRank"
"6","1","6","false","safe","risky","risky","30","608","bandit","bandit-task","13","311108","0.0-7.0-0.5","88529","454183","lowRank"
"7","1","7","true","","","safe","50","856","bandit","bandit-task","14","314474","0.0-7.0-0.6","88529","454183","lowRank"
"8","1","8","false","safe","risky","safe","50","893","bandit","bandit-task","15","318014","0.0-7.0-0.7","88529","454183","lowRank"
"9","1","9","false","worst","context","context","61","515","bandit","bandit-task","16","321830","0.0-7.0-0.8","88529","454183","lowRank"
"10","1","10","false","worst","context","context","89","866","bandit","bandit-task","17","325579","0.0-7.0-0.9","88529","454183","lowRank"
"11","1","11","false","worst","context","worst","0","1068","bandit","bandit-task","18","329121","0.0-7.0-0.10","88529","454183","lowRank"
"12","1","12","true","","","context","65","1907","bandit","bandit-task","19","333798","0.0-7.0-0.11","88529","454183","lowRank"
"13","1","13","false","risky","safe","risky","70","1511","bandit","bandit-task","20","338160","0.0-7.0-0.12","88529","454183","lowRank"
"14","1","14","false","safe","risky","risky","70","796","bandit","bandit-task","21","341650","0.0-7.0-0.13","88529","454183","lowRank"
"15","1","15","false","worst","context","context","88","2023","bandit","bandit-task","22","346061","0.0-7.0-0.14","88529","454183","lowRank"
"16","1","16","false","context","worst","worst","0","1213","bandit","bandit-task","23","349684","0.0-7.0-0.15","88529","454183","lowRank"
"17","1","17","false","worst","context","context","96","878","bandit","bandit-task","24","353181","0.0-7.0-0.16","88529","454183","lowRank"
"18","1","18","false","risky","safe","risky","70","1040","bandit","bandit-task","25","356534","0.0-7.0-0.17","88529","454183","lowRank"
"19","1","19","false","risky","safe","risky","70","777","bandit","bandit-task","26","359836","0.0-7.0-0.18","88529","454183","lowRank"
"20","1","20","false","worst","context","context","1","1036","bandit","bandit-task","27","363637","0.0-7.0-0.19","88529","454183","lowRank"
"21","1","21","false","safe","risky","risky","70","855","bandit","bandit-task","28","366821","0.0-7.0-0.20","88529","454183","lowRank"
"22","1","22","false","context","worst","context","38","1551","bandit","bandit-task","29","370814","0.0-7.0-0.21","88529","454183","lowRank"
"23","1","23","false","worst","context","worst","0","698","bandit","bandit-task","30","373909","0.0-7.0-0.22","88529","454183","lowRank"
"24","1","24","false","worst","context","worst","0","731","bandit","bandit-task","31","376996","0.0-7.0-0.23","88529","454183","lowRank"
"25","1","25","false","worst","context","context","40","1342","bandit","bandit-task","32","381213","0.0-7.0-0.24","88529","454183","lowRank"
"26","1","26","true","","","risky","30","709","bandit","bandit-task","33","384357","0.0-7.0-0.25","88529","454183","lowRank"
"27","1","27","false","worst","context","context","1","798","bandit","bandit-task","34","387717","0.0-7.0-0.26","88529","454183","lowRank"
"28","1","28","false","context","worst","worst","0","781","bandit","bandit-task","35","390901","0.0-7.0-0.27","88529","454183","lowRank"
"29","1","29","false","worst","context","worst","0","566","bandit","bandit-task","36","393804","0.0-7.0-0.28","88529","454183","lowRank"
"30","1","30","false","worst","context","worst","0","632","bandit","bandit-task","37","396835","0.0-7.0-0.29","88529","454183","lowRank"
"31","1","31","false","context","worst","worst","0","589","bandit","bandit-task","38","399771","0.0-7.0-0.30","88529","454183","lowRank"
"32","1","32","false","context","worst","context","43","687","bandit","bandit-task","39","402902","0.0-7.0-0.31","88529","454183","lowRank"
"33","1","33","false","worst","context","context","99","622","bandit","bandit-task","40","405953","0.0-7.0-0.32","88529","454183","lowRank"
"34","1","34","true","","","worst","0","1015","bandit","bandit-task","41","409408","0.0-7.0-0.33","88529","454183","lowRank"
"35","1","35","false","risky","safe","risky","30","828","bandit","bandit-task","42","412620","0.0-7.0-0.34","88529","454183","lowRank"
"36","1","36","true","","","context","1","891","bandit","bandit-task","43","415869","0.0-7.0-0.35","88529","454183","lowRank"
"37","1","37","false","context","worst","context","80","1013","bandit","bandit-task","44","419224","0.0-7.0-0.36","88529","454183","lowRank"
"38","1","38","false","context","worst","context","58","1682","bandit","bandit-task","45","423330","0.0-7.0-0.37","88529","454183","lowRank"
"39","1","39","true","","","worst","0","2084","bandit","bandit-task","46","428300","0.0-7.0-0.38","88529","454183","lowRank"
"40","1","40","false","worst","context","context","1","1642","bandit","bandit-task","47","432325","0.0-7.0-0.39","88529","454183","lowRank"
"41","1","41","true","","","safe","50","700","bandit","bandit-task","48","435582","0.0-7.0-0.40","88529","454183","lowRank"
"42","1","42","false","risky","safe","risky","70","32201","bandit","bandit-task","49","470937","0.0-7.0-0.41","88529","454183","lowRank"
"43","1","43","false","context","worst","context","1","971","bandit","bandit-task","50","474289","0.0-7.0-0.42","88529","454183","lowRank"
"44","1","44","false","safe","risky","risky","70","1282","bandit","bandit-task","51","477961","0.0-7.0-0.43","88529","454183","lowRank"
"45","2","1","false","risky","safe","safe","50","1414","bandit","bandit-task","53","485053","0.0-9.0-0.0","88529","454183","lowRank"
"46","2","2","true","","","risky","70","574","bandit","bandit-task","54","487941","0.0-9.0-0.1","88529","454183","lowRank"
"47","2","3","false","safe","risky","risky","30","758","bandit","bandit-task","55","491011","0.0-9.0-0.2","88529","454183","lowRank"
"48","2","4","false","worst","context","context","1","1668","bandit","bandit-task","56","495016","0.0-9.0-0.3","88529","454183","lowRank"
"49","2","5","false","worst","context","worst","0","1224","bandit","bandit-task","57","498704","0.0-9.0-0.4","88529","454183","lowRank"
"50","2","6","false","safe","risky","risky","30","1251","bandit","bandit-task","58","502324","0.0-9.0-0.5","88529","454183","lowRank"
"51","2","7","true","","","safe","50","567","bandit","bandit-task","59","505533","0.0-9.0-0.6","88529","454183","lowRank"
"52","2","8","false","safe","risky","risky","30","1980","bandit","bandit-task","60","510066","0.0-9.0-0.7","88529","454183","lowRank"
"53","2","9","false","context","worst","context","81","1954","bandit","bandit-task","61","514306","0.0-9.0-0.8","88529","454183","lowRank"
"54","2","10","false","context","worst","context","92","1313","bandit","bandit-task","62","517928","0.0-9.0-0.9","88529","454183","lowRank"
"55","2","11","false","context","worst","context","1","667","bandit","bandit-task","63","521107","0.0-9.0-0.10","88529","454183","lowRank"
"56","2","12","true","","","context","1","656","bandit","bandit-task","64","525149","0.0-9.0-0.11","88529","454183","lowRank"
"57","2","13","false","safe","risky","risky","30","988","bandit","bandit-task","65","528885","0.0-9.0-0.12","88529","454183","lowRank"
"58","2","14","false","safe","risky","risky","30","629","bandit","bandit-task","66","532060","0.0-9.0-0.13","88529","454183","lowRank"
"59","2","15","false","context","worst","context","100","773","bandit","bandit-task","67","535869","0.0-9.0-0.14","88529","454183","lowRank"
"60","2","16","false","worst","context","context","39","2429","bandit","bandit-task","68","541080","0.0-9.0-0.15","88529","454183","lowRank"
"61","2","17","false","worst","context","context","1","1391","bandit","bandit-task","69","545085","0.0-9.0-0.16","88529","454183","lowRank"
"62","2","18","false","safe","risky","risky","70","774","bandit","bandit-task","70","548308","0.0-9.0-0.17","88529","454183","lowRank"
"63","2","19","false","risky","safe","risky","70","806","bandit","bandit-task","71","551459","0.0-9.0-0.18","88529","454183","lowRank"
"64","2","20","false","context","worst","context","98","1215","bandit","bandit-task","72","555053","0.0-9.0-0.19","88529","454183","lowRank"
"65","2","21","false","risky","safe","risky","30","703","bandit","bandit-task","73","558079","0.0-9.0-0.20","88529","454183","lowRank"
"66","2","22","false","worst","context","context","82","763","bandit","bandit-task","74","561124","0.0-9.0-0.21","88529","454183","lowRank"
