"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","worst","0","2849","bandit","bandit-task","17","260643","0.0-7.0-0.0","8529","630628","lowRank"
"2","1","2","false","context","worst","context","35","1525","bandit","bandit-task","18","265272","0.0-7.0-0.1","8529","630628","lowRank"
"3","1","3","false","safe","risky","risky","30","1342","bandit","bandit-task","19","269882","0.0-7.0-0.2","8529","630628","lowRank"
"4","1","4","false","risky","safe","safe","50","1845","bandit","bandit-task","20","274581","0.0-7.0-0.3","8529","630628","lowRank"
"5","1","5","false","risky","safe","safe","50","1114","bandit","bandit-task","21","278238","0.0-7.0-0.4","8529","630628","lowRank"
"6","1","6","false","context","worst","context","63","769","bandit","bandit-task","22","281401","0.0-7.0-0.5","8529","630628","lowRank"
"7","1","7","true","","","worst","0","795","bandit","bandit-task","23","284920","0.0-7.0-0.6","8529","630628","lowRank"
"8","1","8","false","worst","context","context","65","1013","bandit","bandit-task","24","288398","0.0-7.0-0.7","8529","630628","lowRank"
"9","1","9","false","worst","context","context","1","848","bandit","bandit-task","25","291828","0.0-7.0-0.8","8529","630628","lowRank"
"10","1","10","false","risky","safe","safe","50","944","bandit","bandit-task","26","295214","0.0-7.0-0.9","8529","630628","lowRank"
"11","1","11","false","context","worst","context","1","790","bandit","bandit-task","27","298416","0.0-7.0-0.10","8529","630628","lowRank"
"12","1","12","false","worst","context","worst","0","1177","bandit","bandit-task","28","302348","0.0-7.0-0.11","8529","630628","lowRank"
"13","1","13","false","risky","safe","safe","50","1090","bandit","bandit-task","29","305847","0.0-7.0-0.12","8529","630628","lowRank"
"14","1","14","true","","","context","44","523","bandit","bandit-task","30","308762","0.0-7.0-0.13","8529","630628","lowRank"
"15","1","15","false","context","worst","context","97","541","bandit","bandit-task","31","311706","0.0-7.0-0.14","8529","630628","lowRank"
"16","1","16","false","context","worst","context","1","787","bandit","bandit-task","32","314953","0.0-7.0-0.15","8529","630628","lowRank"
"17","1","17","false","risky","safe","safe","50","821","bandit","bandit-task","33","319755","0.0-7.0-0.16","8529","630628","lowRank"
"18","1","18","false","worst","context","context","55","741","bandit","bandit-task","34","322916","0.0-7.0-0.17","8529","630628","lowRank"
"19","1","19","false","context","worst","context","1","847","bandit","bandit-task","35","326151","0.0-7.0-0.18","8529","630628","lowRank"
"20","1","20","true","","","safe","50","552","bandit","bandit-task","36","329108","0.0-7.0-0.19","8529","630628","lowRank"
"21","1","21","false","context","worst","context","99","904","bandit","bandit-task","37","332414","0.0-7.0-0.20","8529","630628","lowRank"
"22","1","22","false","worst","context","context","82","812","bandit","bandit-task","38","335678","0.0-7.0-0.21","8529","630628","lowRank"
"23","1","23","false","safe","risky","safe","50","570","bandit","bandit-task","39","338908","0.0-7.0-0.22","8529","630628","lowRank"
"24","1","24","false","context","worst","context","1","1051","bandit","bandit-task","40","342434","0.0-7.0-0.23","8529","630628","lowRank"
"25","1","25","true","","","worst","0","549","bandit","bandit-task","41","345408","0.0-7.0-0.24","8529","630628","lowRank"
"26","1","26","false","context","worst","context","1","804","bandit","bandit-task","42","348621","0.0-7.0-0.25","8529","630628","lowRank"
"27","1","27","false","safe","risky","safe","50","610","bandit","bandit-task","43","351656","0.0-7.0-0.26","8529","630628","lowRank"
"28","1","28","true","","","context","87","609","bandit","bandit-task","44","354637","0.0-7.0-0.27","8529","630628","lowRank"
"29","1","29","false","worst","context","context","81","966","bandit","bandit-task","45","358005","0.0-7.0-0.28","8529","630628","lowRank"
"30","1","30","true","","","risky","70","572","bandit","bandit-task","46","361286","0.0-7.0-0.29","8529","630628","lowRank"
"31","1","31","true","","","safe","50","616","bandit","bandit-task","47","364393","0.0-7.0-0.30","8529","630628","lowRank"
"32","1","32","false","worst","context","context","98","1003","bandit","bandit-task","48","367851","0.0-7.0-0.31","8529","630628","lowRank"
"33","1","33","false","safe","risky","safe","50","648","bandit","bandit-task","49","370946","0.0-7.0-0.32","8529","630628","lowRank"
"34","1","34","false","context","worst","context","57","974","bandit","bandit-task","50","374344","0.0-7.0-0.33","8529","630628","lowRank"
"35","1","35","true","","","risky","30","490","bandit","bandit-task","51","377251","0.0-7.0-0.34","8529","630628","lowRank"
"36","1","36","false","context","worst","context","94","632","bandit","bandit-task","52","380301","0.0-7.0-0.35","8529","630628","lowRank"
"37","1","37","false","safe","risky","safe","50","718","bandit","bandit-task","53","383433","0.0-7.0-0.36","8529","630628","lowRank"
"38","1","38","false","worst","context","context","62","850","bandit","bandit-task","54","386681","0.0-7.0-0.37","8529","630628","lowRank"
"39","1","39","false","safe","risky","safe","50","609","bandit","bandit-task","55","389738","0.0-7.0-0.38","8529","630628","lowRank"
"40","1","40","false","safe","risky","safe","50","679","bandit","bandit-task","56","392848","0.0-7.0-0.39","8529","630628","lowRank"
"41","1","41","false","context","worst","context","1","673","bandit","bandit-task","57","395946","0.0-7.0-0.40","8529","630628","lowRank"
"42","1","42","false","worst","context","context","96","698","bandit","bandit-task","58","399046","0.0-7.0-0.41","8529","630628","lowRank"
"43","1","43","false","worst","context","context","1","838","bandit","bandit-task","59","402361","0.0-7.0-0.42","8529","630628","lowRank"
"44","1","44","false","worst","context","context","40","838","bandit","bandit-task","60","405611","0.0-7.0-0.43","8529","630628","lowRank"
"45","2","1","false","worst","context","context","80","684","bandit","bandit-task","62","412406","0.0-9.0-0.0","8529","630628","lowRank"
"46","2","2","false","worst","context","worst","0","712","bandit","bandit-task","63","415554","0.0-9.0-0.1","8529","630628","lowRank"
"47","2","3","false","risky","safe","safe","50","544","bandit","bandit-task","64","418664","0.0-9.0-0.2","8529","630628","lowRank"
"48","2","4","false","risky","safe","risky","70","662","bandit","bandit-task","65","421734","0.0-9.0-0.3","8529","630628","lowRank"
"49","2","5","false","risky","safe","risky","30","626","bandit","bandit-task","66","425103","0.0-9.0-0.4","8529","630628","lowRank"
"50","2","6","false","worst","context","context","1","866","bandit","bandit-task","67","428371","0.0-9.0-0.5","8529","630628","lowRank"
"51","2","7","true","","","worst","0","511","bandit","bandit-task","68","431301","0.0-9.0-0.6","8529","630628","lowRank"
"52","2","8","false","worst","context","context","1","682","bandit","bandit-task","69","434388","0.0-9.0-0.7","8529","630628","lowRank"
"53","2","9","false","context","worst","context","41","1488","bandit","bandit-task","70","438276","0.0-9.0-0.8","8529","630628","lowRank"
"54","2","10","false","safe","risky","risky","70","572","bandit","bandit-task","71","441308","0.0-9.0-0.9","8529","630628","lowRank"
"55","2","11","false","context","worst","context","95","905","bandit","bandit-task","72","444595","0.0-9.0-0.10","8529","630628","lowRank"
"56","2","12","false","context","worst","context","1","937","bandit","bandit-task","73","448154","0.0-9.0-0.11","8529","630628","lowRank"
"57","2","13","false","risky","safe","risky","30","771","bandit","bandit-task","74","451353","0.0-9.0-0.12","8529","630628","lowRank"
"58","2","14","true","","","context","37","516","bandit","bandit-task","75","454309","0.0-9.0-0.13","8529","630628","lowRank"
"59","2","15","false","context","worst","context","92","743","bandit","bandit-task","76","457757","0.0-9.0-0.14","8529","630628","lowRank"
"60","2","16","false","worst","context","context","36","732","bandit","bandit-task","77","460886","0.0-9.0-0.15","8529","630628","lowRank"
"61","2","17","false","risky","safe","risky","30","1605","bandit","bandit-task","78","465395","0.0-9.0-0.16","8529","630628","lowRank"
"62","2","18","false","context","worst","context","85","1993","bandit","bandit-task","79","470131","0.0-9.0-0.17","8529","630628","lowRank"
"63","2","19","false","context","worst","context","84","1067","bandit","bandit-task","80","473712","0.0-9.0-0.18","8529","630628","lowRank"
"64","2","20","true","","","safe","50","536","bandit","bandit-task","81","476705","0.0-9.0-0.19","8529","630628","lowRank"
"65","2","21","false","worst","context","context","1","1116","bandit","bandit-task","82","480287","0.0-9.0-0.20","8529","630628","lowRank"
