"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","worst","0","4647","bandit","bandit-task","8","204667","0.0-7.0-0.0","67972","585440","lowRank"
"2","1","2","false","risky","safe","safe","50","2162","bandit","bandit-task","9","210225","0.0-7.0-0.1","67972","585440","lowRank"
"3","1","3","false","worst","context","context","1","1461","bandit","bandit-task","10","215175","0.0-7.0-0.2","67972","585440","lowRank"
"4","1","4","false","context","worst","context","1","1935","bandit","bandit-task","11","220694","0.0-7.0-0.3","67972","585440","lowRank"
"5","1","5","false","risky","safe","safe","50","1223","bandit","bandit-task","12","225351","0.0-7.0-0.4","67972","585440","lowRank"
"6","1","6","false","worst","context","worst","0","2278","bandit","bandit-task","13","230911","0.0-7.0-0.5","67972","585440","lowRank"
"7","1","7","true","","","safe","50","1222","bandit","bandit-task","14","235598","0.0-7.0-0.6","67972","585440","lowRank"
"8","1","8","false","worst","context","context","81","3043","bandit","bandit-task","15","241722","0.0-7.0-0.7","67972","585440","lowRank"
"9","1","9","false","worst","context","worst","0","1472","bandit","bandit-task","16","245935","0.0-7.0-0.8","67972","585440","lowRank"
"10","1","10","false","worst","context","context","61","815","bandit","bandit-task","17","249752","0.0-7.0-0.9","67972","585440","lowRank"
"11","1","11","false","worst","context","context","1","1085","bandit","bandit-task","18","253894","0.0-7.0-0.10","67972","585440","lowRank"
"12","1","12","false","context","worst","worst","0","816","bandit","bandit-task","19","257376","0.0-7.0-0.11","67972","585440","lowRank"
"13","1","13","false","worst","context","context","99","735","bandit","bandit-task","20","260902","0.0-7.0-0.12","67972","585440","lowRank"
"14","1","14","false","risky","safe","risky","30","2496","bandit","bandit-task","21","266092","0.0-7.0-0.13","67972","585440","lowRank"
"15","1","15","false","worst","context","context","90","1120","bandit","bandit-task","22","270106","0.0-7.0-0.14","67972","585440","lowRank"
"16","1","16","false","risky","safe","safe","50","851","bandit","bandit-task","23","273733","0.0-7.0-0.15","67972","585440","lowRank"
"17","1","17","false","worst","context","context","44","935","bandit","bandit-task","24","277451","0.0-7.0-0.16","67972","585440","lowRank"
"18","1","18","false","worst","context","context","59","1056","bandit","bandit-task","25","281219","0.0-7.0-0.17","67972","585440","lowRank"
"19","1","19","false","context","worst","context","84","1005","bandit","bandit-task","26","284758","0.0-7.0-0.18","67972","585440","lowRank"
"20","1","20","true","","","context","88","1080","bandit","bandit-task","27","288598","0.0-7.0-0.19","67972","585440","lowRank"
"21","1","21","false","context","worst","context","1","763","bandit","bandit-task","28","291908","0.0-7.0-0.20","67972","585440","lowRank"
"22","1","22","false","worst","context","worst","0","824","bandit","bandit-task","29","295188","0.0-7.0-0.21","67972","585440","lowRank"
"23","1","23","false","worst","context","context","82","626","bandit","bandit-task","30","298340","0.0-7.0-0.22","67972","585440","lowRank"
"24","1","24","false","worst","context","context","1","809","bandit","bandit-task","31","301717","0.0-7.0-0.23","67972","585440","lowRank"
"25","1","25","false","risky","safe","safe","50","1807","bandit","bandit-task","32","306113","0.0-7.0-0.24","67972","585440","lowRank"
"26","1","26","true","","","risky","30","933","bandit","bandit-task","33","309526","0.0-7.0-0.25","67972","585440","lowRank"
"27","1","27","true","","","worst","0","1089","bandit","bandit-task","34","313238","0.0-7.0-0.26","67972","585440","lowRank"
"28","1","28","false","risky","safe","safe","50","1169","bandit","bandit-task","35","316984","0.0-7.0-0.27","67972","585440","lowRank"
"29","1","29","true","","","worst","0","1184","bandit","bandit-task","36","320669","0.0-7.0-0.28","67972","585440","lowRank"
"30","1","30","false","context","worst","context","64","976","bandit","bandit-task","37","324440","0.0-7.0-0.29","67972","585440","lowRank"
"31","1","31","true","","","risky","30","973","bandit","bandit-task","38","328090","0.0-7.0-0.30","67972","585440","lowRank"
"32","1","32","false","context","worst","context","100","1666","bandit","bandit-task","39","332389","0.0-7.0-0.31","67972","585440","lowRank"
"33","1","33","false","worst","context","context","55","1278","bandit","bandit-task","40","336266","0.0-7.0-0.32","67972","585440","lowRank"
"34","1","34","false","safe","risky","safe","50","1366","bandit","bandit-task","41","340464","0.0-7.0-0.33","67972","585440","lowRank"
"35","1","35","true","","","context","56","1086","bandit","bandit-task","42","344530","0.0-7.0-0.34","67972","585440","lowRank"
"36","1","36","false","risky","safe","safe","50","4764","bandit","bandit-task","43","352082","0.0-7.0-0.35","67972","585440","lowRank"
"37","1","37","false","worst","context","context","1","896","bandit","bandit-task","44","355796","0.0-7.0-0.36","67972","585440","lowRank"
"38","1","38","false","risky","safe","safe","50","1363","bandit","bandit-task","45","360008","0.0-7.0-0.37","67972","585440","lowRank"
"39","1","39","false","risky","safe","safe","50","1014","bandit","bandit-task","46","364504","0.0-7.0-0.38","67972","585440","lowRank"
"40","1","40","false","worst","context","context","1","839","bandit","bandit-task","47","368167","0.0-7.0-0.39","67972","585440","lowRank"
"41","1","41","false","context","worst","context","63","976","bandit","bandit-task","48","372090","0.0-7.0-0.40","67972","585440","lowRank"
"42","1","42","true","","","safe","50","774","bandit","bandit-task","49","375422","0.0-7.0-0.41","67972","585440","lowRank"
"43","1","43","false","safe","risky","safe","50","1063","bandit","bandit-task","50","379214","0.0-7.0-0.42","67972","585440","lowRank"
"44","1","44","false","safe","risky","safe","50","983","bandit","bandit-task","51","383304","0.0-7.0-0.43","67972","585440","lowRank"
"45","2","1","false","context","worst","context","1","1587","bandit","bandit-task","53","392064","0.0-9.0-0.0","67972","585440","lowRank"
"46","2","2","false","risky","safe","safe","50","806","bandit","bandit-task","54","396037","0.0-9.0-0.1","67972","585440","lowRank"
"47","2","3","false","context","worst","context","62","1069","bandit","bandit-task","55","400328","0.0-9.0-0.2","67972","585440","lowRank"
"48","2","4","false","worst","context","context","94","803","bandit","bandit-task","56","404232","0.0-9.0-0.3","67972","585440","lowRank"
"49","2","5","false","safe","risky","safe","50","1279","bandit","bandit-task","57","408246","0.0-9.0-0.4","67972","585440","lowRank"
"50","2","6","false","context","worst","context","40","1003","bandit","bandit-task","58","412544","0.0-9.0-0.5","67972","585440","lowRank"
"51","2","7","true","","","safe","50","664","bandit","bandit-task","59","416349","0.0-9.0-0.6","67972","585440","lowRank"
"52","2","8","false","context","worst","context","1","758","bandit","bandit-task","60","419964","0.0-9.0-0.7","67972","585440","lowRank"
"53","2","9","false","worst","context","context","92","677","bandit","bandit-task","61","423232","0.0-9.0-0.8","67972","585440","lowRank"
"54","2","10","false","context","worst","context","45","660","bandit","bandit-task","62","426643","0.0-9.0-0.9","67972","585440","lowRank"
"55","2","11","false","context","worst","context","93","942","bandit","bandit-task","63","430593","0.0-9.0-0.10","67972","585440","lowRank"
"56","2","12","false","worst","context","context","1","791","bandit","bandit-task","64","434297","0.0-9.0-0.11","67972","585440","lowRank"
"57","2","13","false","worst","context","context","98","1011","bandit","bandit-task","65","438419","0.0-9.0-0.12","67972","585440","lowRank"
"58","2","14","false","safe","risky","safe","50","1289","bandit","bandit-task","66","442839","0.0-9.0-0.13","67972","585440","lowRank"
"59","2","15","false","worst","context","context","85","826","bandit","bandit-task","67","447101","0.0-9.0-0.14","67972","585440","lowRank"
"60","2","16","false","safe","risky","safe","50","1657","bandit","bandit-task","68","451619","0.0-9.0-0.15","67972","585440","lowRank"
"61","2","17","false","worst","context","context","60","763","bandit","bandit-task","69","455693","0.0-9.0-0.16","67972","585440","lowRank"
"62","2","18","false","context","worst","context","87","791","bandit","bandit-task","70","459281","0.0-9.0-0.17","67972","585440","lowRank"
"63","2","19","false","worst","context","context","37","1323","bandit","bandit-task","71","463479","0.0-9.0-0.18","67972","585440","lowRank"
"64","2","20","true","","","context","1","989","bandit","bandit-task","72","467208","0.0-9.0-0.19","67972","585440","lowRank"
"65","2","21","false","context","worst","context","1","782","bandit","bandit-task","73","471128","0.0-9.0-0.20","67972","585440","lowRank"
"66","2","22","false","worst","context","context","39","706","bandit","bandit-task","74","474919","0.0-9.0-0.21","67972","585440","lowRank"
"67","2","23","false","context","worst","context","89","837","bandit","bandit-task","75","478545","0.0-9.0-0.22","67972","585440","lowRank"
"68","2","24","false","context","worst","context","1","767","bandit","bandit-task","76","481940","0.0-9.0-0.23","67972","585440","lowRank"
"69","2","25","false","risky","safe","safe","50","774","bandit","bandit-task","77","485546","0.0-9.0-0.24","67972","585440","lowRank"
"70","2","26","true","","","risky","70","1004","bandit","bandit-task","78","490402","0.0-9.0-0.25","67972","585440","lowRank"
"71","2","27","true","","","worst","0","1004","bandit","bandit-task","79","494154","0.0-9.0-0.26","67972","585440","lowRank"
"72","2","28","false","risky","safe","risky","70","1004","bandit","bandit-task","80","497894","0.0-9.0-0.27","67972","585440","lowRank"
"73","2","29","true","","","worst","0","806","bandit","bandit-task","81","501286","0.0-9.0-0.28","67972","585440","lowRank"
"74","2","30","false","worst","context","worst","0","762","bandit","bandit-task","82","504594","0.0-9.0-0.29","67972","585440","lowRank"
"75","2","31","true","","","risky","70","636","bandit","bandit-task","83","507806","0.0-9.0-0.30","67972","585440","lowRank"
"76","2","32","false","worst","context","context","80","786","bandit","bandit-task","84","511114","0.0-9.0-0.31","67972","585440","lowRank"
"77","2","33","false","context","worst","context","58","1059","bandit","bandit-task","85","515124","0.0-9.0-0.32","67972","585440","lowRank"
"78","2","34","false","safe","risky","risky","30","987","bandit","bandit-task","86","519016","0.0-9.0-0.33","67972","585440","lowRank"
"79","2","35","true","","","context","35","770","bandit","bandit-task","87","522350","0.0-9.0-0.34","67972","585440","lowRank"
"80","2","36","false","risky","safe","safe","50","1084","bandit","bandit-task","88","526398","0.0-9.0-0.35","67972","585440","lowRank"
"81","2","37","false","context","worst","context","1","1122","bandit","bandit-task","89","530292","0.0-9.0-0.36","67972","585440","lowRank"
"82","2","38","false","safe","risky","risky","70","1385","bandit","bandit-task","90","534537","0.0-9.0-0.37","67972","585440","lowRank"
"83","2","39","false","risky","safe","risky","70","1367","bandit","bandit-task","91","538782","0.0-9.0-0.38","67972","585440","lowRank"
"84","2","40","false","context","worst","context","42","2680","bandit","bandit-task","92","544266","0.0-9.0-0.39","67972","585440","lowRank"
"85","2","41","false","context","worst","context","1","1063","bandit","bandit-task","93","548235","0.0-9.0-0.40","67972","585440","lowRank"
"86","2","42","true","","","safe","50","721","bandit","bandit-task","94","551421","0.0-9.0-0.41","67972","585440","lowRank"
"87","2","43","false","risky","safe","risky","30","2218","bandit","bandit-task","95","556142","0.0-9.0-0.42","67972","585440","lowRank"
"88","2","44","false","safe","risky","risky","70","1067","bandit","bandit-task","96","559696","0.0-9.0-0.43","67972","585440","lowRank"
"89","3","1","false","worst","context","context","91","970","bandit","bandit-task","98","565611","0.0-11.0-0.0","67972","585440","lowRank"
"90","3","2","false","safe","risky","risky","30","1403","bandit","bandit-task","99","569637","0.0-11.0-0.1","67972","585440","lowRank"
"91","3","3","false","context","worst","context","1","769","bandit","bandit-task","100","572900","0.0-11.0-0.2","67972","585440","lowRank"
"92","3","4","false","worst","context","context","85","779","bandit","bandit-task","101","576266","0.0-11.0-0.3","67972","585440","lowRank"
"93","3","5","false","risky","safe","risky","70","1297","bandit","bandit-task","102","580431","0.0-11.0-0.4","67972","585440","lowRank"
"94","3","6","false","worst","context","context","43","870","bandit","bandit-task","103","584248","0.0-11.0-0.5","67972","585440","lowRank"
"95","3","7","true","","","safe","50","656","bandit","bandit-task","104","587536","0.0-11.0-0.6","67972","585440","lowRank"
"96","3","8","false","context","worst","context","38","711","bandit","bandit-task","105","591079","0.0-11.0-0.7","67972","585440","lowRank"
"97","3","9","false","context","worst","context","1","763","bandit","bandit-task","106","594970","0.0-11.0-0.8","67972","585440","lowRank"
"98","3","10","false","context","worst","context","65","982","bandit","bandit-task","107","598842","0.0-11.0-0.9","67972","585440","lowRank"
"99","3","11","false","context","worst","context","1","829","bandit","bandit-task","108","602780","0.0-11.0-0.10","67972","585440","lowRank"
"100","3","12","false","worst","context","context","44","704","bandit","bandit-task","109","606322","0.0-11.0-0.11","67972","585440","lowRank"
"101","3","13","false","worst","context","context","1","803","bandit","bandit-task","110","609852","0.0-11.0-0.12","67972","585440","lowRank"
"102","3","14","false","risky","safe","risky","30","1465","bandit","bandit-task","111","615872","0.0-11.0-0.13","67972","585440","lowRank"
"103","3","15","false","worst","context","context","1","1136","bandit","bandit-task","112","619966","0.0-11.0-0.14","67972","585440","lowRank"
"104","3","16","false","risky","safe","safe","50","1508","bandit","bandit-task","113","624858","0.0-11.0-0.15","67972","585440","lowRank"
"105","3","17","false","context","worst","context","57","996","bandit","bandit-task","114","628733","0.0-11.0-0.16","67972","585440","lowRank"
"106","3","18","false","worst","context","context","95","802","bandit","bandit-task","115","632404","0.0-11.0-0.17","67972","585440","lowRank"
"107","3","19","false","worst","context","context","1","787","bandit","bandit-task","116","635947","0.0-11.0-0.18","67972","585440","lowRank"
"108","3","20","true","","","context","1","644","bandit","bandit-task","117","639357","0.0-11.0-0.19","67972","585440","lowRank"
"109","3","21","false","context","worst","context","36","791","bandit","bandit-task","118","642769","0.0-11.0-0.20","67972","585440","lowRank"
"110","3","22","false","context","worst","context","1","674","bandit","bandit-task","119","646661","0.0-11.0-0.21","67972","585440","lowRank"
"111","3","23","false","worst","context","context","95","607","bandit","bandit-task","120","650187","0.0-11.0-0.22","67972","585440","lowRank"
"112","3","24","false","worst","context","context","82","623","bandit","bandit-task","121","653640","0.0-11.0-0.23","67972","585440","lowRank"
"113","3","25","false","safe","risky","safe","50","2622","bandit","bandit-task","122","658838","0.0-11.0-0.24","67972","585440","lowRank"
"114","3","26","true","","","risky","30","776","bandit","bandit-task","123","662226","0.0-11.0-0.25","67972","585440","lowRank"
"115","3","27","true","","","worst","0","900","bandit","bandit-task","124","665499","0.0-11.0-0.26","67972","585440","lowRank"
"116","3","28","false","safe","risky","safe","50","792","bandit","bandit-task","125","669161","0.0-11.0-0.27","67972","585440","lowRank"
"117","3","29","true","","","worst","0","576","bandit","bandit-task","126","672281","0.0-11.0-0.28","67972","585440","lowRank"
"118","3","30","false","context","worst","context","41","803","bandit","bandit-task","127","675501","0.0-11.0-0.29","67972","585440","lowRank"
"119","3","31","true","","","risky","30","672","bandit","bandit-task","128","678731","0.0-11.0-0.30","67972","585440","lowRank"
"120","3","32","false","context","worst","context","83","747","bandit","bandit-task","129","682133","0.0-11.0-0.31","67972","585440","lowRank"
"121","3","33","false","worst","context","context","96","1019","bandit","bandit-task","130","686069","0.0-11.0-0.32","67972","585440","lowRank"
"122","3","34","false","safe","risky","safe","50","1306","bandit","bandit-task","131","689769","0.0-11.0-0.33","67972","585440","lowRank"
"123","3","35","true","","","context","1","627","bandit","bandit-task","132","693036","0.0-11.0-0.34","67972","585440","lowRank"
