"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","context","1","2337","bandit","bandit-task","8","272474","0.0-7.0-0.0","24982","230013","lowRank"
"2","1","2","false","worst","context","worst","0","1744","bandit","bandit-task","9","277216","0.0-7.0-0.1","24982","230013","lowRank"
"3","1","3","false","risky","safe","safe","50","1935","bandit","bandit-task","10","282238","0.0-7.0-0.2","24982","230013","lowRank"
"4","1","4","false","context","worst","context","1","2184","bandit","bandit-task","11","287539","0.0-7.0-0.3","24982","230013","lowRank"
"5","1","5","true","","","safe","50","1502","bandit","bandit-task","12","291779","0.0-7.0-0.4","24982","230013","lowRank"
"6","1","6","false","safe","risky","safe","50","2920","bandit","bandit-task","13","297309","0.0-7.0-0.5","24982","230013","lowRank"
"7","1","7","false","context","worst","worst","0","2361","bandit","bandit-task","14","302312","0.0-7.0-0.6","24982","230013","lowRank"
"8","1","8","false","worst","context","context","1","1479","bandit","bandit-task","15","306426","0.0-7.0-0.7","24982","230013","lowRank"
"9","1","9","true","","","safe","50","686","bandit","bandit-task","16","309640","0.0-7.0-0.8","24982","230013","lowRank"
"10","1","10","true","","","worst","0","1642","bandit","bandit-task","17","313802","0.0-7.0-0.9","24982","230013","lowRank"
"11","1","11","false","risky","safe","safe","50","1253","bandit","bandit-task","18","317747","0.0-7.0-0.10","24982","230013","lowRank"
"12","1","12","false","context","worst","context","87","1527","bandit","bandit-task","19","322225","0.0-7.0-0.11","24982","230013","lowRank"
"13","1","13","false","context","worst","context","62","2207","bandit","bandit-task","20","327036","0.0-7.0-0.12","24982","230013","lowRank"
"14","1","14","false","context","worst","context","91","920","bandit","bandit-task","21","330526","0.0-7.0-0.13","24982","230013","lowRank"
"15","1","15","false","context","worst","context","90","865","bandit","bandit-task","22","333952","0.0-7.0-0.14","24982","230013","lowRank"
"16","1","16","false","context","worst","context","41","1002","bandit","bandit-task","23","337684","0.0-7.0-0.15","24982","230013","lowRank"
"17","1","17","false","context","worst","context","43","921","bandit","bandit-task","24","341167","0.0-7.0-0.16","24982","230013","lowRank"
"18","1","18","true","","","worst","0","944","bandit","bandit-task","25","344901","0.0-7.0-0.17","24982","230013","lowRank"
"19","1","19","true","","","context","35","856","bandit","bandit-task","26","348342","0.0-7.0-0.18","24982","230013","lowRank"
"20","1","20","true","","","risky","70","863","bandit","bandit-task","27","351726","0.0-7.0-0.19","24982","230013","lowRank"
"21","1","21","false","context","worst","context","98","1375","bandit","bandit-task","28","355696","0.0-7.0-0.20","24982","230013","lowRank"
"22","1","22","false","worst","context","context","99","823","bandit","bandit-task","29","358981","0.0-7.0-0.21","24982","230013","lowRank"
"23","1","23","false","worst","context","context","65","769","bandit","bandit-task","30","362262","0.0-7.0-0.22","24982","230013","lowRank"
"24","1","24","false","context","worst","context","96","775","bandit","bandit-task","31","365516","0.0-7.0-0.23","24982","230013","lowRank"
"25","1","25","false","context","worst","context","1","994","bandit","bandit-task","32","369037","0.0-7.0-0.24","24982","230013","lowRank"
"26","1","26","true","","","risky","70","872","bandit","bandit-task","33","372415","0.0-7.0-0.25","24982","230013","lowRank"
"27","1","27","false","risky","safe","safe","50","1536","bandit","bandit-task","34","376513","0.0-7.0-0.26","24982","230013","lowRank"
"28","1","28","false","context","worst","context","1","880","bandit","bandit-task","35","379889","0.0-7.0-0.27","24982","230013","lowRank"
"29","1","29","false","worst","context","context","45","825","bandit","bandit-task","36","383274","0.0-7.0-0.28","24982","230013","lowRank"
"30","1","30","true","","","context","1","639","bandit","bandit-task","37","386431","0.0-7.0-0.29","24982","230013","lowRank"
"31","1","31","false","context","worst","context","81","653","bandit","bandit-task","38","389599","0.0-7.0-0.30","24982","230013","lowRank"
"32","1","32","false","context","worst","context","1","1040","bandit","bandit-task","39","393348","0.0-7.0-0.31","24982","230013","lowRank"
"33","1","33","false","safe","risky","safe","50","645","bandit","bandit-task","40","396554","0.0-7.0-0.32","24982","230013","lowRank"
"34","1","34","false","risky","safe","safe","50","1164","bandit","bandit-task","41","400537","0.0-7.0-0.33","24982","230013","lowRank"
"35","1","35","false","risky","safe","safe","50","2856","bandit","bandit-task","42","406142","0.0-7.0-0.34","24982","230013","lowRank"
"36","1","36","false","risky","safe","safe","50","1042","bandit","bandit-task","43","409920","0.0-7.0-0.35","24982","230013","lowRank"
"37","1","37","false","context","worst","context","92","897","bandit","bandit-task","44","414383","0.0-7.0-0.36","24982","230013","lowRank"
"38","1","38","false","risky","safe","safe","50","904","bandit","bandit-task","45","417824","0.0-7.0-0.37","24982","230013","lowRank"
"39","1","39","false","risky","safe","safe","50","824","bandit","bandit-task","46","421220","0.0-7.0-0.38","24982","230013","lowRank"
"40","1","40","false","safe","risky","safe","50","775","bandit","bandit-task","47","424579","0.0-7.0-0.39","24982","230013","lowRank"
"41","1","41","false","context","worst","context","1","1713","bandit","bandit-task","48","467567","0.0-7.0-0.40","24982","230013","lowRank"
"42","1","42","false","context","worst","context","60","807","bandit","bandit-task","49","470833","0.0-7.0-0.41","24982","230013","lowRank"
"43","1","43","false","worst","context","context","58","953","bandit","bandit-task","50","474971","0.0-7.0-0.42","24982","230013","lowRank"
"44","1","44","false","risky","safe","safe","50","913","bandit","bandit-task","51","478478","0.0-7.0-0.43","24982","230013","lowRank"
"45","2","1","false","context","worst","context","1","1472","bandit","bandit-task","53","486138","0.0-9.0-0.0","24982","230013","lowRank"
"46","2","2","false","worst","context","worst","0","2142","bandit","bandit-task","54","490770","0.0-9.0-0.1","24982","230013","lowRank"
"47","2","3","false","risky","safe","safe","50","719","bandit","bandit-task","55","494074","0.0-9.0-0.2","24982","230013","lowRank"
"48","2","4","false","worst","context","context","84","888","bandit","bandit-task","56","497484","0.0-9.0-0.3","24982","230013","lowRank"
"49","2","5","true","","","safe","50","702","bandit","bandit-task","57","500626","0.0-9.0-0.4","24982","230013","lowRank"
"50","2","6","false","risky","safe","safe","50","758","bandit","bandit-task","58","503993","0.0-9.0-0.5","24982","230013","lowRank"
"51","2","7","false","worst","context","context","44","1068","bandit","bandit-task","59","507611","0.0-9.0-0.6","24982","230013","lowRank"
"52","2","8","false","worst","context","context","56","1068","bandit","bandit-task","60","511126","0.0-9.0-0.7","24982","230013","lowRank"
"53","2","9","true","","","safe","50","677","bandit","bandit-task","61","514348","0.0-9.0-0.8","24982","230013","lowRank"
"54","2","10","true","","","worst","0","670","bandit","bandit-task","62","517506","0.0-9.0-0.9","24982","230013","lowRank"
"55","2","11","false","risky","safe","safe","50","1180","bandit","bandit-task","63","521247","0.0-9.0-0.10","24982","230013","lowRank"
"56","2","12","false","worst","context","context","1","1067","bandit","bandit-task","64","526673","0.0-9.0-0.11","24982","230013","lowRank"
"57","2","13","false","context","worst","context","40","814","bandit","bandit-task","65","530144","0.0-9.0-0.12","24982","230013","lowRank"
"58","2","14","false","worst","context","context","1","1013","bandit","bandit-task","66","534076","0.0-9.0-0.13","24982","230013","lowRank"
"59","2","15","false","context","worst","context","36","854","bandit","bandit-task","67","538036","0.0-9.0-0.14","24982","230013","lowRank"
"60","2","16","false","context","worst","context","1","726","bandit","bandit-task","68","541299","0.0-9.0-0.15","24982","230013","lowRank"
"61","2","17","false","context","worst","context","1","605","bandit","bandit-task","69","545227","0.0-9.0-0.16","24982","230013","lowRank"
"62","2","18","true","","","worst","0","799","bandit","bandit-task","70","550345","0.0-9.0-0.17","24982","230013","lowRank"
"63","2","19","true","","","context","89","638","bandit","bandit-task","71","553601","0.0-9.0-0.18","24982","230013","lowRank"
"64","2","20","true","","","risky","70","1907","bandit","bandit-task","72","558063","0.0-9.0-0.19","24982","230013","lowRank"
"65","2","21","false","worst","context","context","80","928","bandit","bandit-task","73","562201","0.0-9.0-0.20","24982","230013","lowRank"
"66","2","22","false","worst","context","context","82","711","bandit","bandit-task","74","565483","0.0-9.0-0.21","24982","230013","lowRank"
"67","2","23","false","worst","context","context","100","669","bandit","bandit-task","75","568939","0.0-9.0-0.22","24982","230013","lowRank"
"68","2","24","false","worst","context","context","39","956","bandit","bandit-task","76","573103","0.0-9.0-0.23","24982","230013","lowRank"
"69","2","25","false","context","worst","context","1","709","bandit","bandit-task","77","577177","0.0-9.0-0.24","24982","230013","lowRank"
