"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","worst","0","4066","bandit","bandit-task","11","438000","0.0-7.0-0.0","37112","714593","highRank"
"2","1","2","true","","","worst","0","1277","bandit","bandit-task","12","442680","0.0-7.0-0.1","37112","714593","highRank"
"3","1","3","false","risky","safe","safe","50","1309","bandit","bandit-task","13","446800","0.0-7.0-0.2","37112","714593","highRank"
"4","1","4","false","worst","context","context","10","2686","bandit","bandit-task","14","452376","0.0-7.0-0.3","37112","714593","highRank"
"5","1","5","false","context","worst","context","13","1213","bandit","bandit-task","15","456712","0.0-7.0-0.4","37112","714593","highRank"
"6","1","6","true","","","safe","50","949","bandit","bandit-task","16","460408","0.0-7.0-0.5","37112","714593","highRank"
"7","1","7","false","safe","risky","safe","50","1589","bandit","bandit-task","17","464656","0.0-7.0-0.6","37112","714593","highRank"
"8","1","8","false","safe","risky","safe","50","981","bandit","bandit-task","18","468384","0.0-7.0-0.7","37112","714593","highRank"
"9","1","9","false","worst","context","context","8","1317","bandit","bandit-task","19","472560","0.0-7.0-0.8","37112","714593","highRank"
"10","1","10","false","risky","safe","safe","50","2548","bandit","bandit-task","20","477863","0.0-7.0-0.9","37112","714593","highRank"
"11","1","11","false","context","worst","context","100","1174","bandit","bandit-task","21","482583","0.0-7.0-0.10","37112","714593","highRank"
"12","1","12","false","risky","safe","safe","50","1629","bandit","bandit-task","22","487207","0.0-7.0-0.11","37112","714593","highRank"
"13","1","13","false","risky","safe","safe","50","925","bandit","bandit-task","23","490792","0.0-7.0-0.12","37112","714593","highRank"
"14","1","14","false","worst","context","context","9","2020","bandit","bandit-task","24","495583","0.0-7.0-0.13","37112","714593","highRank"
"15","1","15","true","","","risky","70","828","bandit","bandit-task","25","498823","0.0-7.0-0.14","37112","714593","highRank"
