"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","worst","context","worst","0","2680","bandit","bandit-task","8","174683","0.0-7.0-0.0","18216","983036","lowRank"
"2","1","2","false","context","worst","worst","0","1699","bandit","bandit-task","9","179714","0.0-7.0-0.1","18216","983036","lowRank"
"3","1","3","false","context","worst","worst","0","1382","bandit","bandit-task","10","184562","0.0-7.0-0.2","18216","983036","lowRank"
"4","1","4","false","worst","context","worst","0","1820","bandit","bandit-task","11","189323","0.0-7.0-0.3","18216","983036","lowRank"
"5","1","5","false","risky","safe","risky","70","1443","bandit","bandit-task","12","193882","0.0-7.0-0.4","18216","983036","lowRank"
"6","1","6","false","worst","context","worst","0","1718","bandit","bandit-task","13","198890","0.0-7.0-0.5","18216","983036","lowRank"
"7","1","7","false","context","worst","context","56","1556","bandit","bandit-task","14","203370","0.0-7.0-0.6","18216","983036","lowRank"
"8","1","8","false","safe","risky","risky","70","967","bandit","bandit-task","15","207443","0.0-7.0-0.7","18216","983036","lowRank"
"9","1","9","false","risky","safe","risky","70","1676","bandit","bandit-task","16","211978","0.0-7.0-0.8","18216","983036","lowRank"
"10","1","10","true","","","risky","70","902","bandit","bandit-task","17","215971","0.0-7.0-0.9","18216","983036","lowRank"
"11","1","11","true","","","context","1","933","bandit","bandit-task","18","219802","0.0-7.0-0.10","18216","983036","lowRank"
"12","1","12","false","risky","safe","risky","70","1251","bandit","bandit-task","19","223913","0.0-7.0-0.11","18216","983036","lowRank"
"13","1","13","false","risky","safe","risky","30","1030","bandit","bandit-task","20","228410","0.0-7.0-0.12","18216","983036","lowRank"
"14","1","14","false","worst","context","context","1","1447","bandit","bandit-task","21","233178","0.0-7.0-0.13","18216","983036","lowRank"
"15","1","15","false","worst","context","context","61","1174","bandit","bandit-task","22","237379","0.0-7.0-0.14","18216","983036","lowRank"
"16","1","16","false","safe","risky","risky","70","1277","bandit","bandit-task","23","241915","0.0-7.0-0.15","18216","983036","lowRank"
"17","1","17","false","worst","context","context","90","1761","bandit","bandit-task","24","246874","0.0-7.0-0.16","18216","983036","lowRank"
"18","1","18","false","safe","risky","risky","70","1202","bandit","bandit-task","25","251442","0.0-7.0-0.17","18216","983036","lowRank"
"19","1","19","false","worst","context","context","65","1979","bandit","bandit-task","26","256450","0.0-7.0-0.18","18216","983036","lowRank"
"20","1","20","false","context","worst","context","1","1820","bandit","bandit-task","27","261770","0.0-7.0-0.19","18216","983036","lowRank"
"21","1","21","false","safe","risky","risky","30","1245","bandit","bandit-task","28","268114","0.0-7.0-0.20","18216","983036","lowRank"
"22","1","22","false","context","worst","context","92","1972","bandit","bandit-task","29","273393","0.0-7.0-0.21","18216","983036","lowRank"
"23","1","23","false","safe","risky","risky","30","1006","bandit","bandit-task","30","277505","0.0-7.0-0.22","18216","983036","lowRank"
"24","1","24","false","worst","context","context","94","1135","bandit","bandit-task","31","281578","0.0-7.0-0.23","18216","983036","lowRank"
"25","1","25","false","risky","safe","safe","50","1022","bandit","bandit-task","32","285585","0.0-7.0-0.24","18216","983036","lowRank"
"26","1","26","false","context","worst","context","58","1446","bandit","bandit-task","33","290098","0.0-7.0-0.25","18216","983036","lowRank"
