"banditTrial","block","trialInBlock","singleOption","leftOption","rightOption","choice","feedback","rt","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"1","1","1","false","context","worst","worst","0","3884","bandit","bandit-task","8","105645","0.0-7.0-0.0","90418","583809","highRank"
"2","1","2","false","safe","risky","safe","50","1640","bandit","bandit-task","9","109942","0.0-7.0-0.1","90418","583809","highRank"
"3","1","3","true","","","worst","0","1326","bandit","bandit-task","10","114049","0.0-7.0-0.2","90418","583809","highRank"
"4","1","4","false","worst","context","context","100","1494","bandit","bandit-task","11","118211","0.0-7.0-0.3","90418","583809","highRank"
"5","1","5","false","context","worst","context","100","2202","bandit","bandit-task","12","123183","0.0-7.0-0.4","90418","583809","highRank"
"6","1","6","true","","","risky","30","1787","bandit","bandit-task","13","127638","0.0-7.0-0.5","90418","583809","highRank"
"7","1","7","false","context","worst","context","58","1562","bandit","bandit-task","14","131823","0.0-7.0-0.6","90418","583809","highRank"
"8","1","8","false","context","worst","worst","0","1045","bandit","bandit-task","15","135424","0.0-7.0-0.7","90418","583809","highRank"
"9","1","9","true","","","risky","70","977","bandit","bandit-task","16","139115","0.0-7.0-0.8","90418","583809","highRank"
"10","1","10","false","safe","risky","risky","70","1493","bandit","bandit-task","17","143265","0.0-7.0-0.9","90418","583809","highRank"
"11","1","11","false","worst","context","worst","0","1888","bandit","bandit-task","18","148204","0.0-7.0-0.10","90418","583809","highRank"
"12","1","12","false","safe","risky","safe","50","1821","bandit","bandit-task","19","152581","0.0-7.0-0.11","90418","583809","highRank"
"13","1","13","false","context","worst","worst","0","1494","bandit","bandit-task","20","156743","0.0-7.0-0.12","90418","583809","highRank"
"14","1","14","false","context","worst","worst","0","1685","bandit","bandit-task","21","161075","0.0-7.0-0.13","90418","583809","highRank"
"15","1","15","false","worst","context","worst","0","2169","bandit","bandit-task","22","165765","0.0-7.0-0.14","90418","583809","highRank"
"16","1","16","false","safe","risky","safe","50","1202","bandit","bandit-task","23","169636","0.0-7.0-0.15","90418","583809","highRank"
"17","1","17","false","risky","safe","risky","70","2000","bandit","bandit-task","24","174158","0.0-7.0-0.16","90418","583809","highRank"
"18","1","18","false","risky","safe","safe","50","999","bandit","bandit-task","25","177669","0.0-7.0-0.17","90418","583809","highRank"
"19","1","19","true","","","safe","50","740","bandit","bandit-task","26","180864","0.0-7.0-0.18","90418","583809","highRank"
"20","1","20","false","risky","safe","risky","30","1921","bandit","bandit-task","27","185250","0.0-7.0-0.19","90418","583809","highRank"
"21","1","21","false","worst","context","context","5","1687","bandit","bandit-task","28","189413","0.0-7.0-0.20","90418","583809","highRank"
"22","1","22","false","context","worst","worst","0","1427","bandit","bandit-task","29","193452","0.0-7.0-0.21","90418","583809","highRank"
"23","1","23","false","context","worst","context","35","707","bandit","bandit-task","30","196591","0.0-7.0-0.22","90418","583809","highRank"
"24","1","24","false","worst","context","context","100","741","bandit","bandit-task","31","200270","0.0-7.0-0.23","90418","583809","highRank"
"25","1","25","true","","","safe","50","764","bandit","bandit-task","32","203701","0.0-7.0-0.24","90418","583809","highRank"
"26","1","26","false","context","worst","worst","0","876","bandit","bandit-task","33","207515","0.0-7.0-0.25","90418","583809","highRank"
"27","1","27","false","risky","safe","safe","50","909","bandit","bandit-task","34","210879","0.0-7.0-0.26","90418","583809","highRank"
"28","1","28","false","context","worst","context","61","864","bandit","bandit-task","35","214175","0.0-7.0-0.27","90418","583809","highRank"
"29","1","29","false","worst","context","context","43","718","bandit","bandit-task","36","217472","0.0-7.0-0.28","90418","583809","highRank"
