rt,responses,question_order,task,trial_type,trial_index,time_elapsed,internal_node_id,participant,turkCode,condition,prize
15393.999999999984,"{""colourBlindness"":""8""}",[0],demographics,survey-multi-choice,3,130336,0.0-3.0,61097,856329,highRank,NA
27560,"{""Q0"":""30"",""Q1"":""Male"",""Q2"":""English "",""Q3"":""United States ""}",NA,demographics,survey-text,4,157932,0.0-4.0,61097,856329,highRank,NA
35607,removed for privacy,NA,demographics,survey-text,232,1443391,0.0-25.0,61097,856329,highRank,8
