"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"14860.520000045653","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","106549","0.0-3.0","89994","291070","highRank"
"24981","{""Q0"":""30"",""Q1"":""male"",""Q2"":""english"",""Q3"":""United States""}","","demographics","survey-text","4","131541","0.0-4.0","89994","291070","highRank"
