"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"6629.039999999804","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","34124","0.0-3.0","78220","484359","highRank"
"14783","{""Q0"":""21"",""Q1"":""Male"",""Q2"":""English"",""Q3"":""USA""}","","demographics","survey-text","4","48920","0.0-4.0","78220","484359","highRank"
