"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"4035.58000002522","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","19601","0.0-3.0","27834","158850","highRank"
"20043","{""Q0"":""30"",""Q1"":""male"",""Q2"":""english"",""Q3"":""United States""}","","demographics","survey-text","4","39652","0.0-4.0","27834","158850","highRank"
