"rt","responses","question_order","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","turkCode","condition"
"10209.019999951124","{""colourBlindness"":""8""}","[0]","demographics","survey-multi-choice","3","79830","0.0-3.0","52352","559683","lowRank"
"22727","{""Q0"":""45"",""Q1"":""male"",""Q2"":""english"",""Q3"":""United States""}","","demographics","survey-text","4","102563","0.0-4.0","52352","559683","lowRank"
